Date,3_Future,3_PX_LAST,3_DAILY_RETURN,3_PX_VOLUME,3_DAYS_UNTIL_EXP,,
6/10/11,Q11,20.5,0.027568922,6665,67,,
6/9/11,Q11,19.95,-0.026829268,4615,68,,
6/8/11,Q11,20.5,0.009852217,5934,69,,
6/7/11,Q11,20.3,-0.014563107,5046,70,,
6/6/11,Q11,20.6,0.009803922,3840,71,,
6/3/11,Q11,20.4,0.004926108,4438,74,,
6/2/11,Q11,20.3,-0.004901961,3433,75,,
6/1/11,Q11,20.4,0.040816327,5024,76,,
5/31/11,Q11,19.6,-0.024875622,3637,77,,
5/27/11,Q11,20.1,-0.017114914,5933,81,,
5/26/11,Q11,20.45,-0.026190476,3292,82,,
5/25/11,Q11,21,-0.009433962,3530,83,,
5/24/11,Q11,21.2,-0.004694836,5752,84,,
5/23/11,Q11,21.3,0.009478673,4818,85,,
5/20/11,Q11,21.1,0.024271845,4881,88,,
5/19/11,Q11,20.6,-0.002421308,5910,89,,
5/18/11,Q11,20.65,-0.011961722,3799,90,,
5/17/11,N11,20.2,-0.014634146,5649,63,,
5/16/11,N11,20.5,0.012345679,5121,64,,
5/13/11,N11,20.25,0.0125,6227,67,,
5/12/11,N11,20,-0.00990099,6270,68,,
5/11/11,N11,20.2,0.02278481,4545,69,,
5/10/11,N11,19.75,-0.027093596,5698,70,,
5/9/11,N11,20.3,-0.021686747,3538,71,,
5/6/11,N11,20.75,-0.009546539,6370,74,,
5/5/11,N11,20.95,0.007211538,6144,75,,
5/4/11,N11,20.8,0.009708738,5223,76,,
5/3/11,N11,20.6,0.022332506,3906,77,,
5/2/11,N11,20.15,0.025445293,5433,78,,
4/29/11,N11,19.65,-0.012562814,4106,81,,
4/28/11,N11,19.9,-0.017283951,5768,82,,
4/27/11,N11,20.25,-0.01937046,7087,83,,
4/26/11,N11,20.65,-0.016666667,6409,84,,
4/25/11,N11,21,-0.018691589,4647,85,,
4/21/11,N11,21.4,-0.006960557,3843,89,,
4/20/11,N11,21.55,-0.015981735,4314,90,,
4/19/11,M11,21.05,-0.029953917,8568,56,,
4/18/11,M11,21.7,0.026004728,8346,57,,
4/15/11,M11,21.15,-0.011682243,8314,60,,
4/14/11,M11,21.4,-0.002331002,4564,61,,
4/13/11,M11,21.45,-0.011520737,3679,62,,
4/12/11,M11,21.7,0.006960557,6030,63,,
4/11/11,M11,21.55,-0.002314815,3558,64,,
4/8/11,M11,21.6,0.014084507,3085,67,,
4/7/11,M11,21.3,0.009478673,3286,68,,
4/6/11,M11,21.1,0,3963,69,,
4/5/11,M11,21.1,-0.002364066,3108,70,,
4/4/11,M11,21.15,-0.011682243,2520,71,,
4/1/11,M11,21.4,-0.004651163,4699,74,,
3/31/11,M11,21.5,0.002331002,2550,75,,
3/30/11,M11,21.45,-0.013793103,2089,76,,
3/29/11,M11,21.75,-0.02027027,2451,77,,
3/28/11,M11,22.2,0.01369863,2727,78,,
3/25/11,M11,21.9,0,3460,81,,
3/24/11,M11,21.9,-0.020134228,4187,82,,
3/23/11,M11,22.35,-0.019736842,3673,83,,
3/22/11,M11,22.8,0.002197802,2697,84,,
3/21/11,M11,22.75,-0.048117155,3329,85,,
3/18/11,M11,23.9,-0.028455285,4510,88,,
3/17/11,M11,24.6,-0.023809524,3308,89,,
3/16/11,M11,25.2,0.043478261,6752,90,,
3/15/11,K11,23.75,0.028138528,9863,63,,
3/14/11,K11,23.1,0.008733624,6149,64,,
3/11/11,K11,22.9,-0.019271949,6253,67,,
3/10/11,K11,23.35,0.030905077,6036,68,,
3/9/11,K11,22.65,0.011160714,4462,69,,
3/8/11,K11,22.4,-0.008849558,6338,70,,
3/7/11,K11,22.6,0.024943311,4697,71,,
3/4/11,K11,22.05,0.018475751,5341,74,,
3/3/11,K11,21.65,-0.033482143,5023,75,,
3/2/11,K11,22.4,-0.004444444,4979,76,,
3/1/11,K11,22.5,0.048951049,5599,77,,
2/28/11,K11,21.45,-0.027210884,5681,78,,
2/25/11,K11,22.05,-0.041304348,5824,81,,
2/24/11,K11,23,-0.004329004,5506,82,,
2/23/11,K11,23.1,0.035874439,5466,83,,
2/22/11,K11,22.3,0.072115385,6076,84,,
2/18/11,K11,20.8,0.014634146,3049,88,,
2/17/11,K11,20.5,0.017369727,6302,89,,
2/16/11,K11,20.15,0.012562814,3227,90,,
2/15/11,J11,19,0.002638522,7337,63,,
2/14/11,J11,18.95,-0.010443864,4692,64,,
2/11/11,J11,19.15,-0.007772021,5677,67,,
2/10/11,J11,19.3,0,3986,68,,
2/9/11,J11,19.3,-0.002583979,4272,69,,
2/8/11,J11,19.35,-0.012755102,3012,70,,
2/7/11,J11,19.6,-0.02244389,4646,71,,
2/4/11,J11,20.05,-0.019559902,5242,74,,
2/3/11,J11,20.45,-0.00486618,3709,75,,
2/2/11,J11,20.55,-0.002427184,4255,76,,
2/1/11,J11,20.6,-0.041860465,5489,77,,
1/31/11,J11,21.5,-0.011494253,6293,78,,
1/28/11,J11,21.75,0.050724638,7596,81,,
1/27/11,J11,20.7,-0.014285714,4233,82,,
1/26/11,J11,21,-0.027777778,4609,83,,
1/25/11,J11,21.6,-0.011441648,5908,84,,
1/24/11,J11,21.85,-0.015765766,3376,85,,
1/21/11,J11,22.2,0.004524887,4281,88,,
1/20/11,J11,22.1,-0.004504505,3476,89,,
1/19/11,J11,22.2,0.030162413,4826,90,,
1/18/11,H11,20.15,-0.028915663,8726,56,,
1/14/11,H11,20.75,-0.041570439,7734,60,,
1/13/11,H11,21.65,-0.002304147,5533,61,,
1/12/11,H11,21.7,-0.03125,5671,62,,
1/11/11,H11,22.4,-0.01754386,5735,63,,
1/10/11,H11,22.8,-0.002188184,5297,64,,
1/7/11,H11,22.85,0.002192982,4634,67,,
1/6/11,H11,22.8,-0.002188184,4211,68,,
1/5/11,H11,22.85,-0.019313305,4908,69,,
1/4/11,H11,23.3,-0.006396588,3697,70,,
1/3/11,H11,23.45,-0.012631579,5633,71,,
12/31/10,H11,23.75,-0.006276151,2462,74,,
12/30/10,H11,23.9,0.004201681,2394,75,,
12/29/10,H11,23.8,-0.0041841,1937,76,,
12/28/10,H11,23.9,0.004201681,2204,77,,
12/27/10,H11,23.8,0.023655914,2407,78,,
12/23/10,H11,23.25,0.013071895,1381,82,,
12/22/10,H11,22.95,0,1163,83,,
12/21/10,G11,21.4,-0.016091954,4747,56,,
12/20/10,G11,21.75,-0.02027027,4155,57,,
12/17/10,G11,22.2,0.002257336,4749,60,,
12/16/10,G11,22.15,-0.011160714,3498,61,,
12/15/10,G11,22.4,0.011286682,3740,62,,
12/14/10,G11,22.15,0.011415525,3263,63,,
12/13/10,G11,21.9,0.006896552,4540,64,,
12/10/10,G11,21.75,-0.02247191,3742,67,,
12/9/10,G11,22.25,-0.028384279,5263,68,,
12/8/10,G11,22.9,-0.027600849,3904,69,,
12/7/10,G11,23.55,-0.006329114,4344,70,,
12/6/10,G11,23.7,-0.01659751,4092,71,,
12/3/10,G11,24.1,-0.028225806,4071,74,,
12/2/10,G11,24.8,-0.058823529,4967,75,,
12/1/10,G11,26.35,-0.025878004,3876,76,,
11/30/10,G11,27.05,0.036398467,3999,77,,
11/29/10,G11,26.1,0.005780347,4295,78,,
11/26/10,G11,25.95,0.035928144,1467,81,,
11/24/10,G11,25.05,-0.019569472,2684,83,,
11/23/10,G11,25.55,0.032323232,3128,84,,
11/22/10,G11,24.75,-0.023668639,2334,85,,
11/19/10,G11,25.35,-0.005882353,2950,88,,
11/18/10,G11,25.5,-0.030418251,2481,89,,
11/17/10,G11,26.3,-0.014981273,2246,90,,
11/16/10,F11,25.85,0.031936128,5806,63,,
11/15/10,F11,25.05,-0.007920792,4970,64,,
11/12/10,F11,25.25,0.03909465,4515,67,,
11/11/10,F11,24.3,0.0125,3136,68,,
11/10/10,F11,24,-0.004149378,4511,69,,
11/9/10,F11,24.1,0.008368201,3753,70,,
11/8/10,F11,23.9,0.006315789,2675,71,,
11/5/10,F11,23.75,-0.008350731,4717,74,,
11/4/10,F11,23.95,-0.055226824,7756,75,,
11/3/10,F11,25.35,-0.037950664,8340,76,,
11/2/10,F11,26.35,-0.009398496,4371,77,,
11/1/10,F11,26.6,0.007575758,4419,78,,
10/29/10,F11,26.4,-0.001890359,1961,81,,
10/28/10,F11,26.45,0.005703422,2582,82,,
10/27/10,F11,26.3,0.007662835,2088,83,,
10/26/10,F11,26.1,0.007722008,2604,84,,
10/25/10,F11,25.9,-0.013333333,2397,85,,
10/22/10,F11,26.25,-0.027777778,1719,88,,
10/21/10,F11,27,-0.01459854,2070,89,,
10/20/10,F11,27.4,-0.030088496,2249,90,,
10/19/10,Z10,25.85,0.015717092,3684,63,,
10/18/10,Z10,25.45,-0.013565891,2045,64,,
10/15/10,Z10,25.8,-0.011494253,2199,67,,
10/14/10,Z10,26.1,0.01953125,2060,68,,
10/13/10,Z10,25.6,-0.02661597,2501,69,,
10/12/10,Z10,26.3,-0.027726433,2692,70,,
10/11/10,Z10,27.05,-0.01814882,713,71,,
10/8/10,Z10,27.55,-0.028218695,1277,74,,
10/7/10,Z10,28.35,-0.001760563,1159,75,,
10/6/10,Z10,28.4,-0.003508772,1351,76,,
10/5/10,Z10,28.5,-0.030612245,1582,77,,
10/4/10,Z10,29.4,0.013793103,1198,78,,
10/1/10,Z10,29,-0.010238908,1748,81,,
9/30/10,Z10,29.3,0.020905923,3192,82,,
9/29/10,Z10,28.7,0.014134276,1260,83,,
9/28/10,Z10,28.3,0,1311,84,,
9/27/10,Z10,28.3,-0.001763668,1898,85,,
9/24/10,Z10,28.35,-0.032423208,2166,88,,
9/23/10,Z10,29.3,0.020905923,2270,89,,
9/22/10,Z10,28.7,0.01056338,1086,90,,
9/21/10,Z10,28.4,0,1264,91,,
9/20/10,Z10,28.4,-0.010452962,2082,92,,
9/17/10,Z10,28.7,0.008787346,1507,95,,
9/16/10,Z10,28.45,0.005300353,705,96,,
9/15/10,Z10,28.3,-0.003521127,905,97,,
9/14/10,X10,27.6,0.005464481,1930,64,,
9/13/10,X10,27.45,-0.038528897,1996,67,,
9/10/10,X10,28.55,-0.010398614,2568,68,,
9/9/10,X10,28.85,-0.008591065,3145,69,,
9/8/10,X10,29.1,-0.016891892,1772,70,,
9/7/10,X10,29.6,0.018932874,1402,74,,
9/3/10,X10,29.05,-0.03327787,1830,75,,
9/2/10,X10,30.05,-0.022764228,783,76,,
9/1/10,X10,30.75,-0.040561622,1258,77,,
8/31/10,X10,32.05,-0.00311042,1973,78,,
8/30/10,X10,32.15,0.02715655,982,81,,
8/27/10,X10,31.3,-0.044274809,1375,82,,
8/26/10,X10,32.75,0.01236476,1433,83,,
8/25/10,X10,32.35,-0.018209408,1129,84,,
8/24/10,X10,32.95,0.024883359,1084,85,,
8/23/10,X10,32.15,-0.003100775,2028,88,,
8/20/10,X10,32.25,0.001552795,747,89,,
8/19/10,X10,32.2,0.027113238,1023,90,,
8/18/10,X10,31.35,0.008038585,821,91,,
8/17/10,V10,30.95,-0.02056962,2025,63,,
8/16/10,V10,31.6,-0.009404389,2154,64,,
8/13/10,V10,31.9,0.0208,1592,67,,
8/12/10,V10,31.25,0.012965964,1315,68,,
8/11/10,V10,30.85,0.052901024,1488,69,,
8/10/10,V10,29.3,0.010344828,1077,70,,
8/9/10,V10,29,-0.006849315,991,71,,
8/6/10,V10,29.2,0.003436426,1143,74,,
8/5/10,V10,29.1,0.012173913,1090,75,,
8/4/10,V10,28.75,0,888,76,,
8/3/10,V10,28.75,0.010544815,760,77,,
8/2/10,V10,28.45,-0.043697479,944,78,,
7/30/10,V10,29.75,-0.005016722,411,81,,
7/29/10,V10,29.9,0.003355705,1290,82,,
7/28/10,V10,29.8,-0.003344482,966,83,,
7/27/10,V10,29.9,-0.009933775,643,84,,
7/26/10,V10,30.2,-0.025806452,592,85,,
7/23/10,V10,31,-0.012738854,865,88,,
7/22/10,V10,31.4,-0.035330261,865,89,,
7/21/10,V10,32.55,0.00462963,705,90,,
7/20/10,U10,31.2,-0.04,1349,56,,
7/19/10,U10,32.5,-0.009146341,1241,57,,
7/16/10,U10,32.8,0.042925278,1745,60,,
7/15/10,U10,31.45,0.011254019,1166,61,,
7/14/10,U10,31.1,0.02134647,1678,62,,
7/13/10,U10,30.45,-0.014563107,1020,63,,
7/12/10,U10,30.9,-0.009615385,1810,64,,
7/9/10,U10,31.2,-0.018867925,1100,67,,
7/8/10,U10,31.8,-0.017001546,1653,68,,
7/7/10,U10,32.35,-0.049926579,760,69,,
7/6/10,U10,34.05,-0.025751073,1344,70,,
7/2/10,U10,34.95,-0.009915014,952,74,,
7/1/10,U10,35.3,0.004267425,1844,75,,
6/30/10,U10,35.15,0.011510791,1095,76,,
6/29/10,U10,34.75,0.070878274,1396,77,,
6/28/10,U10,32.45,0.022047244,546,78,,
6/25/10,U10,31.75,-0.003139717,728,81,,
6/24/10,U10,31.85,0.037459283,705,82,,
6/23/10,U10,30.7,0.01320132,365,83,,
6/22/10,U10,30.3,0.027118644,547,84,,
6/21/10,U10,29.5,0.006825939,575,85,,
6/18/10,U10,29.3,-0.013468013,765,88,,
6/17/10,U10,29.7,-0.01,613,89,,
6/16/10,U10,30,-0.008264463,313,90,,
6/15/10,Q10,29.2,-0.044189853,763,63,,
6/14/10,Q10,30.55,-0.008116883,1064,64,,
6/11/10,Q10,30.8,-0.015974441,544,67,,
6/10/10,Q10,31.3,-0.041347626,503,68,,
6/9/10,Q10,32.65,0.013975155,1050,69,,
6/8/10,Q10,32.2,-0.028657617,620,70,,
6/7/10,Q10,33.15,0.027906977,653,71,,
6/4/10,Q10,32.25,0.062602965,755,74,,
6/3/10,Q10,30.35,-0.008169935,947,75,,
6/2/10,Q10,30.6,-0.037735849,971,76,,
6/1/10,Q10,31.8,0.04091653,922,77,,
5/28/10,Q10,30.55,0.006589786,868,81,,
5/27/10,Q10,30.35,-0.055987558,2058,82,,
5/26/10,Q10,32.15,-0.016819572,1971,83,,
5/25/10,Q10,32.7,-0.028231798,2145,84,,
5/24/10,Q10,33.65,-0.013196481,1086,85,,
5/21/10,Q10,34.1,0.002941176,1476,88,,
5/20/10,Q10,34,0.091492777,1902,89,,
5/19/10,Q10,31.15,0.022988506,1585,90,,
5/18/10,N10,30.9,0.058219178,1428,63,,
5/17/10,N10,29.2,0.015652174,1200,64,,
5/14/10,N10,28.75,0.074766355,1370,67,,
5/13/10,N10,26.75,0.013257576,1086,68,,
5/12/10,N10,26.4,-0.043478261,1639,69,,
5/11/10,N10,27.6,-0.008976661,1092,70,,
5/10/10,N10,27.85,-0.098705502,1517,71,,
5/7/10,N10,30.9,0.054607509,2728,74,,
5/6/10,N10,29.3,0.109848485,2563,75,,
5/5/10,N10,26.4,0.03125,3197,76,,
5/4/10,N10,25.6,0.071129707,1478,77,,
5/3/10,N10,23.9,-0.008298755,708,78,,
4/30/10,N10,24.1,0.045553145,1067,81,,
4/29/10,N10,23.05,-0.019148936,694,82,,
4/28/10,N10,23.5,-0.006342495,994,83,,
4/27/10,N10,23.65,0.053452116,1018,84,,
4/26/10,N10,22.45,0.008988764,265,85,,
4/23/10,N10,22.25,0,363,88,,
4/22/10,N10,22.25,0.004514673,600,89,,
4/21/10,N10,22.15,0.011415525,951,90,,
4/20/10,M10,20.45,-0.026190476,1478,56,,
4/19/10,M10,21,-0.020979021,1416,57,,
4/16/10,M10,21.45,0.023866348,603,60,,
4/15/10,M10,20.95,0,717,61,,
4/14/10,M10,20.95,-0.014117647,705,62,,
4/13/10,M10,21.25,0.002358491,700,63,,
4/12/10,M10,21.2,0.002364066,350,64,,
4/9/10,M10,21.15,-0.002358491,416,67,,
4/8/10,M10,21.2,-0.009345794,522,68,,
4/7/10,M10,21.4,0.009433962,581,69,,
4/6/10,M10,21.2,-0.018518519,669,70,,
4/5/10,M10,21.6,-0.029213483,330,71,,
4/1/10,M10,22.25,0.002252252,594,75,,
3/31/10,M10,22.2,0.002257336,214,76,,
3/30/10,M10,22.15,-0.008948546,402,77,,
3/29/10,M10,22.35,-0.015418502,286,78,,
3/26/10,M10,22.7,-0.008733624,561,81,,
3/25/10,M10,22.9,0.013274336,376,82,,
3/24/10,M10,22.6,0.011185682,185,83,,
3/23/10,M10,22.35,-0.00886918,338,84,,
3/22/10,M10,22.55,-0.00660793,166,85,,
3/19/10,M10,22.7,0.011135857,328,88,,
3/18/10,M10,22.45,-0.008830022,528,89,,
3/17/10,M10,22.65,-0.015217391,348,90,,
3/16/10,K10,22.3,-0.024070022,1296,63,,
3/15/10,K10,22.85,0.00660793,275,64,,
3/12/10,K10,22.7,-0.004385965,267,67,,
3/11/10,K10,22.8,0.006622517,572,68,,
3/10/10,K10,22.65,0.008908686,335,69,,
3/9/10,K10,22.45,0,334,70,,
3/8/10,K10,22.45,-0.006637168,288,71,,
3/5/10,K10,22.6,-0.027956989,746,74,,
3/4/10,K10,23.25,0,519,75,,
3/3/10,K10,23.25,-0.008528785,702,76,,
3/2/10,K10,23.45,-0.00845666,543,77,,
3/1/10,K10,23.65,-0.006302521,397,78,,
2/26/10,K10,23.8,-0.006263048,676,81,,
2/25/10,K10,23.95,0.00209205,480,82,,
2/24/10,K10,23.9,-0.01443299,714,83,,
2/23/10,K10,24.25,0.021052632,845,84,,
2/22/10,K10,23.75,-0.014522822,337,85,,
2/19/10,K10,24.1,-0.016326531,252,88,,
2/18/10,K10,24.5,-0.014084507,716,89,,
2/17/10,K10,24.85,-0.011928429,403,90,,
2/16/10,J10,24.8,-0.040618956,941,63,,
2/12/10,J10,25.85,0.007797271,613,67,,
2/11/10,J10,25.65,-0.013461538,410,68,,
2/10/10,J10,26,-0.001919386,492,69,,
2/9/10,J10,26.05,-0.009505703,732,70,,
2/8/10,J10,26.3,0.005736138,450,71,,
2/5/10,J10,26.15,0.005769231,1160,74,,
2/4/10,J10,26,0.063394683,1146,75,,
2/3/10,J10,24.45,0.00204918,353,76,,
2/2/10,J10,24.4,-0.022044088,634,77,,
2/1/10,J10,24.95,-0.021568627,537,78,,
1/29/10,J10,25.5,0.013916501,542,81,,
1/28/10,J10,25.15,0.003992016,365,82,,
1/27/10,J10,25.05,-0.015717092,620,83,,
1/26/10,J10,25.45,0.015968064,748,84,,
1/25/10,J10,25.05,-0.01183432,377,85,,
1/22/10,J10,25.35,0.032586558,1480,88,,
1/21/10,J10,24.55,0.040254237,922,89,,
1/20/10,J10,23.6,0.002123142,646,90,,
1/19/10,H10,22.75,-0.033970276,1059,56,,
1/15/10,H10,23.55,0.023913043,678,60,,
1/14/10,H10,23,-0.019189765,661,61,,
1/13/10,H10,23.45,-0.00845666,660,62,,
1/12/10,H10,23.65,0.017204301,1147,63,,
1/11/10,H10,23.25,-0.006410256,868,64,,
1/8/10,H10,23.4,-0.018867925,525,67,,
1/7/10,H10,23.85,-0.01446281,387,68,,
1/6/10,H10,24.2,-0.026156942,738,69,,
1/5/10,H10,24.85,-0.015841584,301,70,,
1/4/10,H10,25.25,-0.028846154,952,71,,
12/31/09,H10,26,0.015625,528,75,,
12/30/09,H10,25.6,0.015873016,445,76,,
12/29/09,H10,25.2,0.001988072,306,77,,
12/28/09,H10,25.15,-0.003960396,198,78,,
12/24/09,H10,25.25,-0.007858546,36,82,,
12/23/09,H10,25.45,-0.005859375,223,83,,
12/22/09,H10,25.6,-0.022900763,182,84,,
12/21/09,H10,26.2,-0.02962963,193,85,,
12/18/09,H10,27,-0.012797075,251,88,,
12/17/09,H10,27.35,0.005514706,267,89,,
12/16/09,H10,27.2,-0.016274864,226,90,,
12/15/09,G10,27,-0.018181818,802,63,,
12/14/09,G10,27.5,-0.003623188,355,64,,
12/11/09,G10,27.6,-0.010752688,644,67,,
12/10/09,G10,27.9,-0.003571429,663,68,,
12/9/09,G10,28,-0.005328597,284,69,,
12/8/09,G10,28.15,0.018083183,565,70,,
12/7/09,G10,27.65,-0.001805054,384,71,,
12/4/09,G10,27.7,0,1102,74,,
12/3/09,G10,27.7,0,944,75,,
12/2/09,G10,27.7,0.003623188,364,76,,
12/1/09,G10,27.6,-0.019538188,236,77,,
11/30/09,G10,28.15,-0.00177305,464,78,,
11/27/09,G10,28.2,0.044444444,200,81,,
11/25/09,G10,27,-0.005524862,71,83,,
11/24/09,G10,27.15,-0.001838235,215,84,,
11/23/09,G10,27.2,-0.021582734,130,85,,
11/20/09,G10,27.8,-0.007142857,249,88,,
11/19/09,G10,28,0.012658228,232,89,,
11/18/09,G10,27.65,-0.001805054,165,90,,
11/17/09,F10,27.05,0.001851852,511,63,,
11/16/09,F10,27,-0.016393443,857,64,,
11/13/09,F10,27.45,-0.009025271,618,67,,
11/12/09,F10,27.7,0.03358209,1766,68,,
11/11/09,F10,26.8,0.011320755,1146,69,,
11/10/09,F10,26.5,0.013384321,935,70,,
11/9/09,F10,26.15,-0.031481481,865,71,,
11/6/09,F10,27,-0.02173913,875,74,,
11/5/09,F10,27.6,-0.016042781,304,75,,
11/4/09,F10,28.05,-0.014059754,569,76,,
11/3/09,F10,28.45,0.008865248,262,77,,
11/2/09,F10,28.2,0.008944544,420,78,,
10/30/09,F10,27.95,0.05075188,595,81,,
10/29/09,F10,26.6,-0.036231884,359,82,,
10/28/09,F10,27.6,0.037593985,603,83,,
10/27/09,F10,26.6,-0.003745318,215,84,,
10/26/09,F10,26.7,0.021032505,366,85,,
10/23/09,F10,26.15,0.007707129,698,88,,
10/22/09,F10,25.95,-0.015180266,201,89,,
10/21/09,F10,26.35,-0.001893939,190,90,,
10/20/09,Z09,25.55,0,790,56,,
10/19/09,Z09,25.55,-0.019193858,647,57,,
10/16/09,Z09,26.05,0.011650485,806,60,,
10/15/09,Z09,25.75,-0.017175573,439,61,,
10/14/09,Z09,26.2,-0.007575758,482,62,,
10/13/09,Z09,26.4,-0.005649718,285,63,,
10/12/09,Z09,26.55,-0.018484288,453,64,,
10/9/09,Z09,27.05,-0.009157509,675,67,,
10/8/09,Z09,27.3,-0.012658228,672,68,,
10/7/09,Z09,27.65,-0.003603604,384,69,,
10/6/09,Z09,27.75,-0.021164021,547,70,,
10/5/09,Z09,28.35,-0.022413793,271,71,,
10/2/09,Z09,29,0.005199307,333,74,,
10/1/09,Z09,28.85,0.026690391,929,75,,
9/30/09,Z09,28.1,0.008976661,938,76,,
9/29/09,Z09,27.85,0.001798561,202,77,,
9/28/09,Z09,27.8,-0.019400353,200,78,,
9/25/09,Z09,28.35,0,224,81,,
9/24/09,Z09,28.35,0.017953321,355,82,,
9/23/09,Z09,27.85,0.001798561,326,83,,
9/22/09,Z09,27.8,-0.008912656,602,84,,
9/21/09,Z09,28.05,0.003577818,1143,85,,
9/18/09,Z09,27.95,0.016363636,301,88,,
9/17/09,Z09,27.5,0.005484461,814,89,,
9/16/09,Z09,27.35,-0.01618705,500,90,,
9/15/09,X09,27.9,0,1173,63,,
9/14/09,X09,27.9,-0.015873016,1368,64,,
9/11/09,X09,28.35,0.010695187,1252,67,,
9/10/09,X09,28.05,-0.026041667,1041,68,,
9/9/09,X09,28.8,-0.015384615,339,69,,
9/8/09,X09,29.25,-0.02173913,246,70,,
9/4/09,X09,29.9,-0.019672131,192,74,,
9/3/09,X09,30.5,-0.03785489,407,75,,
9/2/09,X09,31.7,0.016025641,707,76,,
9/1/09,X09,31.2,0.031404959,507,77,,
8/31/09,X09,30.25,0.004983389,258,78,,
8/28/09,X09,30.1,0.005008347,126,81,,
8/27/09,X09,29.95,-0.003327787,337,82,,
8/26/09,X09,30.05,0.008389262,280,83,,
8/25/09,X09,29.8,0.008460237,317,84,,
8/24/09,X09,29.55,-0.003372681,626,85,,
8/21/09,X09,29.65,-0.003361345,408,88,,
8/20/09,X09,29.75,-0.009983361,124,89,,
8/19/09,X09,30.05,-0.00166113,208,90,,
8/18/09,V09,30.55,-0.012924071,758,63,,
8/17/09,V09,30.95,0.05451448,813,64,,
8/14/09,V09,29.35,0.005136986,382,67,,
8/13/09,V09,29.2,-0.005110733,453,68,,
8/12/09,V09,29.35,-0.005084746,540,69,,
8/11/09,V09,29.5,0.013745704,160,70,,
8/10/09,V09,29.1,0.00172117,139,71,,
8/7/09,V09,29.05,-0.021885522,581,74,,
8/6/09,V09,29.7,0.010204082,469,75,,
8/5/09,V09,29.4,-0.003389831,198,76,,
8/4/09,V09,29.5,-0.003378378,447,77,,
8/3/09,V09,29.6,-0.013333333,320,78,,
7/31/09,V09,30,0.003344482,343,81,,
7/30/09,V09,29.9,-0.014827018,243,82,,
7/29/09,V09,30.35,0.011666667,269,83,,
7/28/09,V09,30,0.023890785,885,84,,
7/27/09,V09,29.3,0.010344828,200,85,,
7/24/09,V09,29,0.003460208,224,88,,
7/23/09,V09,28.9,-0.013651877,260,89,,
7/22/09,V09,29.3,-0.005093379,571,90,,
7/21/09,U09,29.35,-0.003395586,319,56,,
7/20/09,U09,29.45,-0.026446281,337,57,,
7/17/09,U09,30.25,0.00331675,246,60,,
7/16/09,U09,30.15,-0.016313214,545,61,,
7/15/09,U09,30.65,-0.017628205,342,62,,
7/14/09,U09,31.2,-0.015772871,300,63,,
7/13/09,U09,31.7,-0.024615385,349,64,,
7/10/09,U09,32.5,0.007751938,190,67,,
7/9/09,U09,32.25,-0.001547988,1965,68,,
7/8/09,U09,32.3,0.012539185,482,69,,
7/7/09,U09,31.9,0.027375201,124,70,,
7/6/09,U09,31.05,-0.001607717,418,71,,
7/2/09,U09,31.1,0.043624161,178,75,,
7/1/09,U09,29.8,-0.006666667,153,76,,
6/30/09,U09,30,0.01010101,195,77,,
6/29/09,U09,29.7,-0.026229508,148,78,,
6/26/09,U09,30.5,-0.011345219,262,81,,
6/25/09,U09,30.85,-0.023734177,349,82,,
6/24/09,U09,31.6,-0.021671827,249,83,,
6/23/09,U09,32.3,-0.009202454,345,84,,
6/22/09,U09,32.6,0.028391167,176,85,,
6/19/09,U09,31.7,-0.006269592,661,88,,
6/18/09,U09,31.9,-0.003125,87,89,,
6/17/09,U09,32,-0.001560062,345,90,,
6/16/09,Q09,31.95,0.02733119,868,63,,
6/15/09,Q09,31.1,0.033222591,166,64,,
6/12/09,Q09,30.1,-0.021138211,164,67,,
6/11/09,Q09,30.75,-0.017571885,171,68,,
6/10/09,Q09,31.3,0.011308562,231,69,,
6/9/09,Q09,30.95,-0.023659306,212,70,,
6/8/09,Q09,31.7,0,209,71,,
6/5/09,Q09,31.7,-0.001574803,179,74,,
6/4/09,Q09,31.75,-0.006259781,344,75,,
6/3/09,Q09,31.95,0.047540984,368,76,,
6/2/09,Q09,30.5,0.003289474,153,77,,
6/1/09,Q09,30.4,-0.022508039,877,78,,
5/29/09,Q09,31.1,-0.012698413,137,81,,
5/28/09,Q09,31.5,-0.018691589,450,82,,
5/27/09,Q09,32.1,0.022292994,237,83,,
5/26/09,Q09,31.4,-0.030864198,265,84,,
5/22/09,Q09,32.4,0.001545595,268,88,,
5/21/09,Q09,32.35,0.033546326,428,89,,
5/20/09,Q09,31.3,0.012944984,353,90,,
5/19/09,N09,30.9,-0.003225806,312,63,,
5/18/09,N09,31,-0.06626506,419,64,,
5/15/09,N09,33.2,0.019969278,238,67,,
5/14/09,N09,32.55,-0.041237113,250,68,,
5/13/09,N09,33.95,0.028787879,230,69,,
5/12/09,N09,33,-0.006024096,167,70,,
5/11/09,N09,33.2,0.013740458,473,71,,
5/8/09,N09,32.75,-0.038179148,609,74,,
5/7/09,N09,34.05,0.00739645,356,75,,
5/6/09,N09,33.8,-0.032904149,760,76,,
5/5/09,N09,34.95,0.005755396,265,77,,
5/4/09,N09,34.75,-0.046639232,605,78,,
5/1/09,N09,36.45,-0.014864865,52,81,,
4/30/09,N09,37,0.008174387,85,82,,
4/29/09,N09,36.7,-0.035479632,227,83,,
4/28/09,N09,38.05,-0.009114583,125,84,,
