Date,3_Future,3_PX_LAST,3_DAILY_RETURN,3_PX_VOLUME,3_DAYS_UNTIL_EXP,,
4/27/09,N09,38.4,0.019920319,145,85,,
4/24/09,N09,37.65,0.005340454,60,88,,
4/23/09,N09,37.45,-0.015768725,111,89,,
4/22/09,N09,38.05,0.00928382,387,90,,
4/21/09,N09,37.7,-0.027096774,147,91,,
4/20/09,N09,38.75,0.05156038,299,92,,
4/17/09,N09,36.85,-0.02124834,406,95,,
4/16/09,N09,37.65,-0.032133676,655,96,,
4/15/09,N09,38.9,-0.017676768,361,97,,
4/14/09,M09,39.6,0.002531646,270,63,,
4/13/09,M09,39.5,-0.005037783,126,64,,
4/9/09,M09,39.7,-0.035236938,566,68,,
4/8/09,M09,41.15,-0.020238095,395,69,,
4/7/09,M09,42,0.008403361,147,70,,
4/6/09,M09,41.65,0.00969697,27,71,,
4/3/09,M09,41.25,-0.014336918,103,74,,
4/2/09,M09,41.85,-0.003571429,312,75,,
4/1/09,M09,42,-0.01754386,316,76,,
3/31/09,M09,42.75,0.00117096,182,77,,
3/30/09,M09,42.7,0.046568627,172,78,,
3/27/09,M09,40.8,0.025125628,100,81,,
3/26/09,M09,39.8,-0.017283951,97,82,,
3/25/09,M09,40.5,-0.010989011,212,83,,
3/24/09,M09,40.95,0.009864365,366,84,,
3/23/09,M09,40.55,-0.045882353,214,85,,
3/20/09,M09,42.5,0.05721393,614,88,,
3/19/09,M09,40.2,0.045513654,126,89,,
3/18/09,M09,38.45,0.006544503,170,90,,
3/17/09,K09,39.1,-0.024937656,406,63,,
3/16/09,K09,40.1,0.024265645,218,64,,
3/13/09,K09,39.15,0.014248705,101,67,,
3/12/09,K09,38.6,-0.011523688,136,68,,
3/11/09,K09,39.05,0.002567394,130,69,,
3/10/09,K09,38.95,-0.068181818,185,70,,
3/9/09,K09,41.8,0.009661836,161,71,,
3/6/09,K09,41.4,-0.008383234,143,74,,
3/5/09,K09,41.75,0.029593095,264,75,,
3/4/09,K09,40.55,-0.07208238,478,76,,
3/3/09,K09,43.7,0.012746234,235,77,,
3/2/09,K09,43.15,0.034772182,284,78,,
2/27/09,K09,41.7,0.008464329,216,81,,
2/26/09,K09,41.35,0.00976801,139,82,,
2/25/09,K09,40.95,-0.006067961,170,83,,
2/24/09,K09,41.2,-0.051783659,185,84,,
2/23/09,K09,43.45,0.035756853,257,85,,
2/20/09,K09,41.95,0.020681265,438,88,,
2/19/09,K09,41.1,0.012315271,109,89,,
2/18/09,K09,40.6,0.008695652,97,90,,
2/17/09,J09,42.3,0.02173913,504,56,,
2/13/09,J09,41.4,0.017199017,219,60,,
2/12/09,J09,40.7,0.001230012,753,61,,
2/11/09,J09,40.65,-0.019300362,162,62,,
2/10/09,J09,41.45,0.045397226,230,63,,
2/9/09,J09,39.65,0.012771392,185,64,,
2/6/09,J09,39.15,-0.01011378,157,67,,
2/5/09,J09,39.55,-0.013715711,121,68,,
2/4/09,J09,40.1,-0.004962779,203,69,,
2/3/09,J09,40.3,-0.026570048,102,70,,
2/2/09,J09,41.4,0.00729927,81,71,,
1/30/09,J09,41.1,0.028528529,109,74,,
1/29/09,J09,39.96,-0.008190618,104,75,,
1/28/09,J09,40.29,-0.049764151,111,76,,
1/27/09,J09,42.4,-0.043537108,154,77,,
1/26/09,J09,44.33,-0.017726568,94,78,,
1/23/09,J09,45.13,-0.002651934,116,81,,
1/22/09,J09,45.25,0.019144144,291,82,,
1/21/09,J09,44.4,-0.066049642,125,83,,
1/20/09,H09,51.08,0.101811907,221,56,,
1/16/09,H09,46.36,0,523,60,,
1/15/09,H09,46.36,0.013554875,403,61,,
1/14/09,H09,45.74,0.05318904,184,62,,
1/13/09,H09,43.43,0.000460723,246,63,,
1/12/09,H09,43.41,0.06007326,358,64,,
1/9/09,H09,40.95,0.030966767,98,67,,
1/8/09,H09,39.72,-0.009229234,184,68,,
1/7/09,H09,40.09,0.069066667,95,69,,
1/6/09,H09,37.5,-0.008723236,70,70,,
1/5/09,H09,37.83,0.003714513,218,71,,
1/2/09,H09,37.69,-0.067310072,104,74,,
12/31/08,H09,40.41,-0.040142518,72,76,,
12/30/08,H09,42.1,-0.03196137,17,77,,
12/29/08,H09,43.49,0.015884139,29,78,,
12/26/08,H09,42.81,-0.002795248,80,81,,
12/24/08,H09,42.93,-0.010601521,16,83,,
12/23/08,H09,43.39,0.016873682,63,84,,
12/22/08,H09,42.67,-0.020656415,75,85,,
12/19/08,H09,43.57,-0.044727034,111,88,,
12/18/08,H09,45.61,-0.012343006,114,89,,
12/17/08,H09,46.18,-0.012192513,156,90,,
12/16/08,G09,50.28,-0.04465134,720,63,,
12/15/08,G09,52.63,-0.003219697,524,64,,
12/12/08,G09,52.8,-0.010865493,150,67,,
12/11/08,G09,53.38,0.011751327,137,68,,
12/10/08,G09,52.76,-0.010688168,146,69,,
12/9/08,G09,53.33,0.011570561,78,70,,
12/8/08,G09,52.72,-0.016050765,101,71,,
12/5/08,G09,53.58,-0.006674082,199,74,,
12/4/08,G09,53.94,0.0533099,143,75,,
12/3/08,G09,51.21,-0.011008111,98,76,,
12/2/08,G09,51.78,-0.002504334,155,77,,
12/1/08,G09,51.91,0.100487598,114,78,,
11/28/08,G09,47.17,-0.001270379,34,81,,
11/26/08,G09,47.23,-0.03808554,241,83,,
11/25/08,G09,49.1,-0.024438705,444,84,,
11/24/08,G09,50.33,-0.052344191,253,85,,
11/21/08,G09,53.11,-0.028534845,77,88,,
11/20/08,G09,54.67,0.046115576,366,89,,
11/19/08,G09,52.26,0.075529944,486,90,,
11/18/08,F09,52.59,0.017017985,189,63,,
11/17/08,F09,51.71,0.041280709,195,64,,
11/14/08,F09,49.66,0.049450549,115,67,,
11/13/08,F09,47.32,-0.010041841,230,68,,
11/12/08,F09,47.8,0.025311025,38,69,,
11/11/08,F09,46.62,0.025065963,148,70,,
11/10/08,F09,45.48,0.008425721,96,71,,
11/7/08,F09,45.1,-0.012048193,254,74,,
11/6/08,F09,45.65,0.081497276,114,75,,
11/5/08,F09,42.21,0.059222083,208,76,,
11/4/08,F09,39.85,-0.046194351,243,77,,
11/3/08,F09,41.78,-0.004527043,113,78,,
10/31/08,F09,41.97,0.013768116,119,81,,
10/30/08,F09,41.4,0.002906977,191,82,,
10/29/08,F09,41.28,0.053061224,403,83,,
10/28/08,F09,39.2,-0.061752034,423,84,,
10/27/08,F09,41.78,0.026787909,324,85,,
10/24/08,F09,40.69,0.067698767,493,88,,
10/23/08,F09,38.11,0.006869221,428,89,,
10/22/08,F09,37.85,0.08297568,170,90,,
10/21/08,Z08,36.93,0.061206897,1658,56,,
10/20/08,Z08,34.8,-0.066523605,1261,57,,
10/17/08,Z08,37.28,0.051029039,2048,60,,
10/16/08,Z08,35.47,-0.002250352,1341,61,,
10/15/08,Z08,35.55,0.102667494,1295,62,,
10/14/08,Z08,32.24,0.014474512,513,63,,
10/13/08,Z08,31.78,-0.059485055,694,64,,
10/10/08,Z08,33.79,0.012282804,1588,67,,
10/9/08,Z08,33.38,0.069528997,1866,68,,
10/8/08,Z08,31.21,0.025632599,941,69,,
10/7/08,Z08,30.43,0.037858117,266,70,,
10/6/08,Z08,29.32,0.026610644,926,71,,
10/3/08,Z08,28.56,0.011331445,673,74,,
10/2/08,Z08,28.24,0.044378698,881,75,,
10/1/08,Z08,27.04,0.013493253,534,76,,
9/30/08,Z08,26.68,-0.048162683,1495,77,,
9/29/08,Z08,28.03,0.113627334,6933,78,,
9/26/08,Z08,25.17,0.001990446,739,81,,
9/25/08,Z08,25.12,-0.019133151,1509,82,,
9/24/08,Z08,25.61,-0.012721665,1948,83,,
9/23/08,Z08,25.94,0.03305456,1821,84,,
9/22/08,Z08,25.11,0.037603306,1584,85,,
9/19/08,Z08,24.2,-0.018255578,596,88,,
9/18/08,Z08,24.65,-0.031053459,1546,89,,
9/17/08,Z08,25.44,0.038791343,1738,90,,
9/16/08,X08,24.96,-0.006764823,1672,63,,
9/15/08,X08,25.13,0.029074529,3051,64,,
9/12/08,X08,24.42,0.008257638,288,67,,
9/11/08,X08,24.22,-0.000825083,575,68,,
9/10/08,X08,24.24,-0.013029316,291,69,,
9/9/08,X08,24.56,0.03935675,361,70,,
9/8/08,X08,23.63,-0.019502075,720,71,,
9/5/08,X08,24.1,-0.014717907,840,74,,
9/4/08,X08,24.46,0.04440649,1053,75,,
9/3/08,X08,23.42,0,420,76,,
9/2/08,X08,23.42,0.004719005,216,77,,
8/29/08,X08,23.31,0.017459625,96,81,,
8/28/08,X08,22.91,-0.008225108,305,82,,
8/27/08,X08,23.1,-0.013242204,198,83,,
8/26/08,X08,23.41,-0.009729272,124,84,,
8/25/08,X08,23.64,0.024263432,117,85,,
8/22/08,X08,23.08,-0.006457167,2776,88,,
8/21/08,X08,23.23,0.002589555,737,89,,
8/20/08,X08,23.17,-0.015299618,988,90,,
8/19/08,V08,23.56,0.025239339,550,63,,
8/18/08,V08,22.98,0.014121801,448,64,,
8/15/08,V08,22.66,-0.000441112,229,67,,
8/14/08,V08,22.67,-0.025365434,612,68,,
8/13/08,V08,23.26,0.015277172,400,69,,
8/12/08,V08,22.91,0.01416556,612,70,,
8/11/08,V08,22.59,-0.00132626,410,71,,
8/8/08,V08,22.62,-0.013949433,795,74,,
8/7/08,V08,22.94,0.03147482,297,75,,
8/6/08,V08,22.24,-0.01023587,646,76,,
8/5/08,V08,22.47,-0.029792746,326,77,,
8/4/08,V08,23.16,0,232,78,,
8/1/08,V08,23.16,0.006081668,94,81,,
7/31/08,V08,23.02,0.024933215,53,82,,
7/30/08,V08,22.46,-0.032313658,331,83,,
7/29/08,V08,23.21,-0.044855967,269,84,,
7/28/08,V08,24.3,0.022297013,127,85,,
7/25/08,V08,23.77,-0.005855291,294,88,,
7/24/08,V08,23.91,0.045931759,107,89,,
7/23/08,V08,22.86,0.005277045,479,90,,
7/22/08,V08,22.74,-0.023195876,162,56,,
7/21/08,V08,23.28,-0.012303776,43,57,,
7/18/08,V08,23.57,-0.005485232,105,60,,
7/17/08,V08,23.7,-0.010025063,389,61,,
7/16/08,V08,23.94,-0.053754941,135,62,,
7/15/08,U08,26.04,0.021577089,2064,63,,
7/14/08,U08,25.49,0.020008003,685,64,,
7/11/08,U08,24.99,0.011740891,766,67,,
7/10/08,U08,24.7,0.005700326,176,68,,
7/9/08,U08,24.56,0.044217687,268,69,,
7/8/08,U08,23.52,-0.048543689,424,70,,
7/7/08,U08,24.72,0.004878049,555,71,,
7/3/08,U08,24.6,-0.007263923,187,75,,
7/2/08,U08,24.78,0.029925187,196,76,,
7/1/08,U08,24.06,-0.002073828,250,77,,
6/30/08,U08,24.11,-0.010262726,337,78,,
6/27/08,U08,24.36,-0.002048341,313,81,,
6/26/08,U08,24.41,0.059921841,354,82,,
6/25/08,U08,23.03,-0.026215645,233,83,,
6/24/08,U08,23.65,0.002543451,158,84,,
6/23/08,U08,23.59,-0.00464135,169,85,,
6/20/08,U08,23.7,0.005515486,305,88,,
6/19/08,U08,23.57,-0.005065428,215,89,,
6/18/08,U08,23.69,0.011096884,205,90,,
6/17/08,Q08,22.86,-0.001310616,982,63,,
6/16/08,Q08,22.89,-0.013362069,479,64,,
6/13/08,Q08,23.2,-0.032123488,312,67,,
6/12/08,Q08,23.97,-0.012360939,213,68,,
6/11/08,Q08,24.27,0.019319614,193,69,,
6/10/08,Q08,23.81,-0.009155223,541,70,,
6/9/08,Q08,24.03,-0.006203474,317,71,,
6/6/08,Q08,24.18,0.050847458,513,74,,
6/5/08,Q08,23.01,-0.01834471,562,75,,
6/4/08,Q08,23.44,-0.006779661,535,76,,
6/3/08,Q08,23.6,0.015053763,165,77,,
6/2/08,Q08,23.25,0.02739726,269,78,,
5/30/08,Q08,22.63,-0.001323919,230,81,,
5/29/08,Q08,22.66,-0.037791932,313,82,,
5/28/08,Q08,23.55,-0.011749895,161,83,,
5/27/08,Q08,23.83,-0.014474773,109,84,,
5/23/08,Q08,24.18,0.019392917,202,88,,
5/22/08,Q08,23.72,-0.005033557,638,89,,
5/21/08,Q08,23.84,0.051146384,428,90,,
5/20/08,N08,22.35,0.035681186,263,63,,
5/19/08,N08,21.58,0.00372093,429,64,,
5/16/08,N08,21.5,0.011764706,633,67,,
5/15/08,N08,21.25,-0.013005109,345,68,,
5/14/08,N08,21.53,-0.015996344,423,69,,
5/13/08,N08,21.88,0.000457247,767,70,,
5/12/08,N08,21.87,-0.017961383,1364,71,,
5/9/08,N08,22.27,0.00405771,122,74,,
5/8/08,N08,22.18,0.004984141,379,75,,
5/7/08,N08,22.07,0.043005671,367,76,,
5/6/08,N08,21.16,-0.024435224,561,77,,
5/5/08,N08,21.69,0.012605042,289,78,,
5/2/08,N08,21.42,-0.008333333,721,81,,
5/1/08,N08,21.6,-0.039573144,220,82,,
4/30/08,N08,22.49,0.008520179,762,83,,
4/29/08,N08,22.3,0.011337868,320,84,,
4/28/08,N08,22.05,-0.012539185,880,85,,
4/25/08,N08,22.33,-0.022757112,72,88,,
4/24/08,N08,22.85,-0.013385147,780,89,,
4/23/08,N08,23.16,0.000431965,326,90,,
4/22/08,N08,23.15,0.014905743,192,91,,
4/21/08,N08,22.81,-0.01426102,54,92,,
4/18/08,N08,23.14,-0.019906819,55,95,,
4/17/08,N08,23.61,0.004680851,130,96,,
4/16/08,N08,23.5,-0.044326962,194,97,,
4/15/08,M08,24.54,-0.01167942,239,63,,
4/14/08,M08,24.83,-0.010756972,414,64,,
4/11/08,M08,25.1,0.039337474,433,67,,
4/10/08,M08,24.15,-0.013480392,308,68,,
4/9/08,M08,24.48,0.023839398,412,69,,
4/8/08,M08,23.91,-0.008706468,468,70,,
4/7/08,M08,24.12,-0.024271845,795,71,,
4/4/08,M08,24.72,0.002839757,437,74,,
4/3/08,M08,24.65,0.00407332,422,75,,
4/2/08,M08,24.55,-0.001626678,405,76,,
4/1/08,M08,24.59,-0.051311728,715,77,,
3/31/08,M08,25.92,-0.009174312,262,78,,
3/28/08,M08,26.16,-0.00228833,202,81,,
3/27/08,M08,26.22,0.002676864,383,82,,
3/26/08,M08,26.15,0.020686963,39,83,,
3/25/08,M08,25.62,0.008264463,369,84,,
3/24/08,M08,25.41,-0.017401392,65,85,,
3/20/08,M08,25.86,-0.013353682,57,89,,
3/19/08,M08,26.21,0.042976522,140,90,,
3/18/08,K08,25.33,-0.074534161,574,63,,
3/17/08,K08,27.37,-0.00291439,348,64,,
3/14/08,K08,27.45,0.038199697,449,67,,
3/13/08,K08,26.44,-0.002640513,376,68,,
3/12/08,K08,26.51,0.040423862,455,69,,
3/11/08,K08,25.48,-0.055946647,567,70,,
3/10/08,K08,26.99,0.021961378,1158,71,,
3/7/08,K08,26.41,-0.003396226,492,74,,
3/6/08,K08,26.5,0.055776892,142,75,,
3/5/08,K08,25.1,-0.023726177,427,76,,
3/4/08,K08,25.71,-0.015319801,192,77,,
3/3/08,K08,26.11,-0.007601672,401,78,,
2/29/08,K08,26.31,0.056202328,245,81,,
2/28/08,K08,24.91,0.018397383,397,82,,
2/27/08,K08,24.46,0.012836439,543,83,,
2/26/08,K08,24.15,-0.003712871,474,84,,
2/25/08,K08,24.24,-0.01703163,215,85,,
2/22/08,K08,24.66,-0.010830325,479,88,,
2/21/08,K08,24.93,-0.009928515,476,89,,
2/20/08,K08,25.18,-0.00513631,417,90,,
2/19/08,K08,25.31,-0.00745098,125,91,,
2/15/08,J08,25.91,-0.00745098,1063,60,,
2/14/08,J08,26.13,0.013576416,291,61,,
2/13/08,J08,25.78,-0.027169811,516,62,,
2/12/08,J08,26.5,-0.01156285,260,63,,
2/11/08,J08,26.81,-0.027213353,150,64,,
2/8/08,J08,27.56,0.032209738,449,67,,
2/7/08,J08,26.7,-0.024479357,666,68,,
2/6/08,J08,27.37,0.027788209,277,69,,
2/5/08,J08,26.63,0.058005562,204,70,,
2/4/08,J08,25.17,0.01902834,112,71,,
2/1/08,J08,24.7,-0.017892644,333,74,,
1/31/08,J08,25.15,-0.015655577,122,75,,
1/30/08,J08,25.55,0.006301694,170,76,,
1/29/08,J08,25.39,0.006341657,190,77,,
1/28/08,J08,25.23,-0.01981352,114,78,,
1/25/08,J08,25.74,0.012588513,43,81,,
1/24/08,J08,25.42,-0.000393236,197,82,,
1/23/08,J08,25.43,-0.038563327,387,83,,
1/22/08,J08,26.45,-0.006386176,1275,84,,
1/18/08,J08,26.62,-0.004115226,262,88,,
1/17/08,J08,26.73,0.064940239,274,89,,
1/16/08,J08,25.1,0,147,90,,
1/15/08,H08,25.03,-0.001595533,451,63,,
1/14/08,H08,25.07,-0.037619962,167,64,,
1/11/08,H08,26.05,0.062831497,786,67,,
1/10/08,H08,24.51,-0.030458861,190,68,,
1/9/08,H08,25.28,-0.009404389,664,69,,
1/8/08,H08,25.52,0.0399348,140,70,,
1/7/08,H08,24.54,-0.018792483,267,71,,
1/4/08,H08,25.01,0.028794735,436,74,,
1/3/08,H08,24.31,-0.001232539,316,75,,
1/2/08,H08,24.34,0.006200909,128,76,,
