Date,ES1 Index (1.) 6M 90% Imp Vol,ES1 Index (2.) 6M 110% Imp Vol,ES1 Spread(Abs)
02/18/14,15.4894,12.5196,2.969
02/14/14,15.371,12.5288,2.842
02/13/14,15.6918,12.825,2.867
02/12/14,15.7273,12.9242,2.803
02/11/14,15.8172,13.0208,2.796
02/10/14,16.2889,13.4244,2.865
02/07/14,16.232,13.43,2.802
02/06/14,17.3772,14.5607,2.816
02/05/14,18.5547,15.6127,2.942
02/04/14,18.2315,15.3828,2.849
02/03/14,18.9211,15.9938,2.927
01/31/14,17.5012,14.7242,2.777
01/30/14,16.7559,14.0915,2.664
01/29/14,16.9444,14.2148,2.729
01/28/14,16.3177,13.751,2.567
01/27/14,16.7984,14.2087,2.589
01/24/14,16.7659,14.0702,2.696
01/23/14,15.117,12.7319,2.385
01/22/14,14.8679,12.4717,2.396
01/21/14,14.9497,12.5382,2.412
01/17/14,15.0677,12.7288,2.339
01/16/14,15.0926,12.8261,2.267
01/15/14,14.7974,12.5161,2.281
01/14/14,14.8524,12.6261,2.226
01/13/14,15.1646,12.9169,2.248
01/10/14,14.3518,12.24,2.112
01/09/14,14.6364,12.4563,2.18
01/08/14,14.655,12.5135,2.141
01/07/14,14.6823,12.5527,2.129
01/06/14,14.9807,12.8829,2.098
01/03/14,15.094,13.0476,2.046
01/02/14,15.2133,13.0747,2.138
12/31/13,14.9333,12.8728,2.06
12/30/13,14.8634,12.7797,2.083
12/27/13,14.3562,12.3147,2.041
12/26/13,14.5084,12.3731,2.135
12/24/13,14.4514,12.4165,2.034
12/23/13,14.6464,12.6111,2.035
12/20/13,15.7505,12.4058,3.345
12/19/13,15.8839,12.4621,3.422
12/18/13,15.7421,12.3392,3.403
12/17/13,16.8087,13.3255,3.483
12/16/13,16.8466,13.3912,3.456
12/13/13,16.728,13.2537,3.474
12/12/13,16.6372,13.1869,3.45
12/11/13,16.4828,13.0752,3.408
12/10/13,15.7996,12.5087,3.291
12/09/13,15.568,12.3301,3.238
12/06/13,15.7616,12.3916,3.37
12/05/13,16.47,13.0008,3.469
12/04/13,16.3485,13.0091,3.34
12/03/13,16.3707,12.9959,3.375
12/02/13,16.0958,12.8145,3.281
11/29/13,16.0386,12.7455,3.293
11/27/13,15.8183,12.6456,3.172
11/26/13,15.7954,12.5654,3.23
11/25/13,15.7337,12.4669,3.267
11/22/13,15.5277,12.332,3.196
11/21/13,15.9412,12.6757,3.265
11/20/13,16.2118,12.9562,3.256
11/19/13,16.5767,13.2339,3.343
11/18/13,16.1979,12.968,3.23
11/15/13,15.7932,13.1122,2.681
11/14/13,15.7516,13.083,2.669
11/13/13,15.6961,12.956,2.74
11/12/13,15.877,13.1742,2.703
11/11/13,15.6056,12.9734,2.633
11/08/13,15.509,12.9059,2.603
11/07/13,16.0994,13.4008,2.698
11/06/13,15.5187,12.986,2.533
11/05/13,15.5964,13.0304,2.566
11/04/13,15.3851,12.7874,2.598
11/01/13,15.5934,12.9747,2.618
10/31/13,15.6906,13.0157,2.675
10/30/13,15.4979,12.9413,2.557
10/29/13,15.2404,12.7987,2.441
10/28/13,15.2912,12.7218,2.569
10/25/13,15.1902,12.6598,2.53
10/24/13,15.2492,12.7077,2.541
10/23/13,15.2381,12.7712,2.467
10/22/13,15.1559,12.7898,2.366
10/21/13,15.1581,12.7586,2.399
10/18/13,15.0411,12.6081,2.433
10/17/13,15.5046,12.9362,2.569
10/16/13,16.1115,13.5587,2.553
10/15/13,17.3546,14.6408,2.714
10/14/13,16.5925,13.8597,2.733
10/11/13,16.5302,13.9355,2.594
10/10/13,17.1039,14.6053,2.499
10/09/13,18.4309,15.807,2.624
10/08/13,18.8509,16.1046,2.746
10/07/13,18.0007,15.4658,2.535
10/04/13,16.9317,14.503,2.429
10/03/13,17.309,14.8202,2.489
10/02/13,16.6783,14.2633,2.415
10/01/13,16.2196,13.8998,2.32
09/30/13,16.8605,14.3427,2.518
09/27/13,16.2945,13.9,2.395
09/26/13,15.8272,13.6065,2.22
09/25/13,16.0835,13.856,2.228
09/24/13,16.0452,13.9062,2.139
09/23/13,16.2287,14.0583,2.171
09/20/13,15.8132,13.8666,1.946
09/19/13,16.2878,13.0141,3.274
09/18/13,16.2795,12.9196,3.359
09/17/13,16.7441,13.1125,3.631
09/16/13,16.7184,13.1385,3.579
09/13/13,16.7149,13.0265,3.688
09/12/13,16.894,13.2233,3.671
09/11/13,16.5182,12.8871,3.631
09/10/13,17.0439,13.3337,3.71
09/09/13,17.6159,14.0315,3.584
09/06/13,17.9884,14.2456,3.742
09/05/13,17.9957,14.2919,3.704
09/04/13,18.1016,14.4371,3.665
09/03/13,18.3657,14.651,3.715
08/30/13,18.7477,14.9115,3.836
08/29/13,18.702,14.8411,3.861
08/28/13,18.2791,14.5651,3.714
08/27/13,18.3772,14.5729,3.804
08/26/13,17.2355,13.514,3.722
08/23/13,16.7249,13.1421,3.583
08/22/13,17.0601,13.3629,3.697
08/21/13,17.7067,13.9798,3.727
08/20/13,17.2604,13.5356,3.724
08/19/13,17.4946,13.7275,3.767
08/16/13,16.8203,13.7095,3.11
08/15/13,16.9201,13.8804,3.04
08/14/13,16.2078,13.15,3.058
08/13/13,15.9016,12.9402,2.962
08/12/13,16.1235,13.1674,2.957
08/09/13,16.0899,13.1428,2.947
08/08/13,15.6679,12.8893,2.779
08/07/13,15.7189,12.9627,2.756
08/06/13,15.5633,12.8933,2.67
08/05/13,15.0519,12.4379,2.614
08/02/13,15.1845,12.6384,2.547
08/01/13,15.4436,12.818,2.626
07/31/13,15.8469,13.0968,2.75
07/30/13,15.8491,13.0211,2.828
07/29/13,15.9515,13.1889,2.763
07/26/13,15.7251,13.1233,2.602
07/25/13,15.9182,13.2717,2.646
07/24/13,15.9508,13.4002,2.551
07/23/13,15.7068,13.1754,2.532
07/22/13,15.6366,13.1521,2.485
07/19/13,15.8511,13.3393,2.512
07/18/13,16.1868,13.7947,2.392
07/17/13,16.2785,13.8581,2.421
07/16/13,16.5331,14.1382,2.395
07/15/13,16.2113,13.8842,2.327
07/12/13,16.3284,14.0181,2.31
07/11/13,16.1444,13.8834,2.261
07/10/13,16.372,13.8221,2.55
07/09/13,16.5677,13.8281,2.74
07/08/13,16.942,14.4982,2.444
07/05/13,17.2552,14.7416,2.513
07/03/13,17.9384,15.4073,2.531
07/02/13,17.959,15.523,2.436
07/01/13,17.9625,15.4675,2.495
06/28/13,18.3537,15.8747,2.479
06/27/13,18.3273,15.8144,2.513
06/26/13,18.5768,16.058,2.519
06/25/13,18.9992,16.4578,2.541
06/24/13,19.6902,17.2069,2.483
06/21/13,18.6529,16.1945,2.458
06/20/13,19.8933,15.7463,4.147
06/19/13,18.2171,14.3204,3.897
06/18/13,18.1918,14.3665,3.825
06/17/13,18.3318,14.5824,3.75
06/14/13,18.7325,14.9827,3.75
06/13/13,18.4421,14.6346,3.807
06/12/13,19.2134,15.5031,3.71
06/11/13,18.2654,14.5471,3.718
06/10/13,17.5281,13.9854,3.543
06/07/13,17.5526,13.9011,3.652
06/06/13,18.1466,14.3666,3.78
06/05/13,18.3262,14.7967,3.529
06/04/13,17.9501,14.4381,3.512
06/03/13,17.9193,14.3454,3.574
05/31/13,17.7813,14.2262,3.555
05/30/13,17.0476,13.6782,3.37
05/29/13,16.9934,13.6972,3.296
05/28/13,16.7763,13.6952,3.081
05/24/13,16.9002,13.6611,3.239
05/23/13,17.02,13.9553,3.065
05/22/13,16.7217,13.9187,2.803
05/21/13,16.7311,13.9728,2.758
05/20/13,16.4518,13.549,2.903
05/17/13,15.9195,13.5151,2.405
05/16/13,16.1446,13.5369,2.608
05/15/13,15.9469,13.418,2.529
05/14/13,15.7281,13.1686,2.559
05/13/13,15.7834,13.1076,2.675
05/10/13,15.5787,12.8293,2.75
05/09/13,15.6337,12.8508,2.783
05/08/13,15.1369,12.353,2.784
05/07/13,15.1346,12.2374,2.898
05/06/13,15.0594,12.1446,2.914
05/03/13,15.1293,12.2632,2.866
05/02/13,15.5597,12.5213,3.039
05/01/13,16.0357,12.9865,3.049
04/30/13,15.4165,12.4124,3.005
04/29/13,15.5252,12.5473,2.978
04/26/13,15.5983,12.6679,2.93
04/25/13,15.5036,12.5846,2.919
04/24/13,15.6751,12.7095,2.965
04/23/13,15.5255,12.6039,2.922
04/22/13,16.1888,13.2834,2.906
04/19/13,16.673,13.6434,3.03
04/18/13,17.5426,14.5221,3.021
04/17/13,17.0003,14.1087,2.891
04/16/13,15.6407,12.9245,2.716
04/15/13,17.0439,14.3296,2.714
04/12/13,15.0458,12.404,2.642
04/11/13,14.9246,12.3084,2.617
04/10/13,14.9384,12.2404,2.698
04/09/13,15.3281,12.5884,2.74
04/08/13,15.5197,12.783,2.737
04/05/13,16.0859,13.3302,2.756
04/04/13,15.8565,13.0975,2.759
04/03/13,15.9698,13.2236,2.746
04/02/13,15.3548,12.6778,2.677
04/01/13,15.7712,13.0979,2.673
03/28/13,15.3439,12.7475,2.596
03/27/13,15.5055,12.8706,2.635
03/26/13,15.3491,12.7444,2.605
03/25/13,15.8083,12.9031,2.905
03/22/13,15.6505,13.0378,2.613
03/21/13,16.0134,13.3179,2.695
03/20/13,15.4827,12.883,2.6
03/19/13,15.9261,13.2913,2.635
03/18/13,15.6375,13.0376,2.6
03/15/13,14.8501,12.3821,2.468
03/14/13,15.5091,11.514,3.995
03/13/13,15.7133,11.7352,3.978
03/12/13,15.9447,11.8436,4.101
03/11/13,15.5528,11.6458,3.907
03/08/13,15.9395,11.8402,4.1
03/07/13,16.1888,11.9848,4.204
03/06/13,16.3077,12.1378,4.17
03/05/13,16.1894,11.9229,4.266
03/04/13,16.7834,12.3766,4.406
03/01/13,17.2118,12.8996,4.312
02/28/13,17.0375,12.6825,4.355
02/27/13,16.7841,12.5922,4.192
02/26/13,18.0107,13.541,4.47
02/25/13,18.2469,14.2352,4.012
02/22/13,16.3597,12.2987,4.061
02/21/13,16.9288,12.7001,4.229
02/20/13,16.5655,12.4947,4.071
02/19/13,15.6239,11.5331,4.091
02/15/13,15.5693,12.176,3.393
02/14/13,15.6663,12.2922,3.374
02/13/13,15.7704,12.4102,3.36
02/12/13,15.6045,12.2973,3.308
02/11/13,15.7346,12.3706,3.364
02/08/13,15.8433,12.5412,3.302
02/07/13,16.1564,12.8082,3.348
02/06/13,16.0068,12.7248,3.282
02/05/13,15.9901,12.7648,3.225
02/04/13,16.5134,13.2011,3.312
02/01/13,15.642,12.4268,3.215
01/31/13,16.3119,13.0178,3.294
01/30/13,16.1603,12.8746,3.285
01/29/13,15.5644,12.2854,3.279
01/28/13,15.7999,12.578,3.222
01/25/13,15.6131,12.4392,3.174
01/24/13,15.5904,12.4697,3.12
01/23/13,15.5244,12.3822,3.142
01/22/13,15.7873,12.718,3.069
01/18/13,16.4759,13.4831,2.993
01/17/13,17.0743,14.0165,3.057
01/16/13,17.2177,14.2781,2.94
01/15/13,17.2687,14.273,2.996
01/14/13,17.2453,14.3193,2.926
01/11/13,17.0164,14.1572,2.859
01/10/13,17.0618,14.1931,2.869
01/09/13,17.4615,14.5846,2.877
01/08/13,17.3207,14.3804,2.941
01/07/13,17.3143,14.4232,2.891
01/04/13,17.1915,14.3626,2.829
01/03/13,17.306,14.4658,2.84
01/02/13,17.2175,14.3861,2.832
12/31/12,18.8967,15.9656,2.931
12/28/12,20.8288,17.9462,2.883
12/27/12,19.6794,16.8684,2.811
12/26/12,19.5831,16.8678,2.715
12/24/12,19.1239,16.3553,2.769
12/21/12,18.7247,15.9993,2.726
12/20/12,19.0382,14.8139,4.224
12/19/12,18.9561,14.8595,4.096
12/18/12,18.594,14.511,4.083
12/17/12,18.9691,14.8422,4.127
12/14/12,19.462,15.4034,4.059
12/13/12,19.4364,15.3639,4.072
12/12/12,19.1566,14.9477,4.209
12/11/12,18.7177,14.4052,4.313
12/10/12,18.9688,14.8117,4.157
12/07/12,18.9166,14.7572,4.16
12/06/12,19.3314,15.0842,4.247
12/05/12,19.1668,14.9675,4.199
12/04/12,19.736,15.2199,4.516
12/03/12,19.2915,14.9285,4.363
11/30/12,18.8515,14.5326,4.319
11/29/12,18.6254,14.3385,4.286
11/28/12,18.8071,14.5166,4.29
11/27/12,19.4604,14.976,4.484
11/26/12,19.0503,14.5263,4.524
11/23/12,19.0165,14.4821,4.535
11/21/12,19.4856,14.8714,4.615
11/20/12,19.3211,14.7211,4.6
11/19/12,19.4823,14.9416,4.54
11/16/12,20.0131,16.2694,3.744
11/15/12,20.7624,16.9304,3.832
11/14/12,20.913,16.9792,3.934
11/13/12,20.6417,16.1737,4.468
11/12/12,20.258,16.3745,3.883
11/09/12,20.8535,17.0635,3.79
11/08/12,20.6509,16.6633,3.988
11/07/12,20.5517,16.199,4.353
11/06/12,18.9591,15.2837,3.675
11/05/12,19.3435,15.975,3.369
11/02/12,19.2728,15.6557,3.617
11/01/12,18.6108,14.8935,3.717
10/31/12,18.943,16.4864,2.457
10/30/12,21.7156,13.6911,8.025
10/29/12,21.0305,14.2916,6.739
10/26/12,19.3008,15.8632,3.438
10/25/12,18.9964,16.0685,2.927
10/24/12,19.8362,16.0037,3.832
10/23/12,19.6986,16.0917,3.607
10/22/12,18.6779,15.0026,3.675
10/19/12,18.7606,15.4663,3.295
10/18/12,17.647,14.5755,3.071
10/17/12,17.5048,14.4791,3.026
10/16/12,18.0098,14.4713,3.539
10/15/12,18.0504,14.8692,3.181
10/12/12,18.5501,15.4966,3.053
10/11/12,18.6316,15.0832,3.549
10/10/12,18.4299,16.086,2.344
10/09/12,18.7637,15.4843,3.28
10/08/12,18.648,14.5122,4.136
10/05/12,17.8185,14.8893,2.93
10/04/12,18.1063,14.9402,3.166
10/03/12,18.5906,15.162,3.429
10/02/12,18.4327,15.457,2.976
10/01/12,18.6032,15.4834,3.12
09/28/12,18.5735,15.497,3.077
09/27/12,18.2015,15.2363,2.966
09/26/12,19.3929,15.8845,3.508
09/25/12,18.5903,15.522,3.068
09/24/12,18.062,14.9438,3.118
09/21/12,18.0159,15.2682,2.748
09/20/12,18.8282,14.3999,4.428
09/19/12,18.606,14.4112,4.195
09/18/12,19.7128,15.3791,4.334
09/17/12,19.6143,15.5467,4.067
09/14/12,18.9541,14.8128,4.141
09/13/12,19.7204,13.249,6.471
09/12/12,19.5858,15.1535,4.432
09/11/12,20.3028,15.7992,4.504
09/10/12,20.6736,16.0623,4.612
09/07/12,19.9356,15.3077,4.628
09/06/12,20.5769,15.5701,5.007
09/05/12,21.9342,16.8158,5.118
09/04/12,22.0531,17.4065,4.646
08/31/12,22.2077,17.3266,4.881
08/30/12,22.7223,17.8422,4.88
08/29/12,22.0713,17.3672,4.704
08/28/12,21.8023,16.8889,4.913
08/27/12,21.512,16.8334,4.679
08/24/12,21.3639,16.6447,4.719
08/23/12,21.8002,16.7374,5.063
08/22/12,21.3284,16.6103,4.718
08/21/12,21.0221,16.4368,4.585
08/20/12,20.7665,15.9861,4.781
08/17/12,20.1271,16.1979,3.929
08/16/12,20.464,16.3635,4.101
08/15/12,20.5741,16.5257,4.048
08/14/12,20.3043,16.5961,3.708
08/13/12,19.8435,15.9344,3.91
08/10/12,19.7947,15.9294,3.866
08/09/12,19.8334,16.2475,3.586
08/08/12,20.1244,16.4728,3.651
08/07/12,20.3638,16.7251,3.639
08/06/12,20.2245,16.5414,3.684
08/03/12,20.4722,16.4796,3.992
08/02/12,21.1643,17.411,3.753
08/01/12,21.579,17.7843,3.795
07/31/12,21.3335,17.898,3.436
07/30/12,21.1251,17.3804,3.745
07/27/12,20.6633,16.9639,3.699
07/26/12,21.3823,17.2437,4.138
07/25/12,22.3593,18.558,3.801
07/24/12,22.1069,19.4816,2.625
07/23/12,21.3837,18.6864,2.698
07/20/12,20.7372,17.1585,3.578
07/19/12,19.9267,16.5568,3.37
07/18/12,20.4274,16.2986,4.128
07/17/12,19.9995,16.7092,3.291
07/16/12,21.0259,16.6423,4.384
07/13/12,20.4695,17.0243,3.446
07/12/12,20.5532,18.5373,2.016
07/11/12,21.4153,17.4335,3.981
07/10/12,20.6787,19.0077,1.671
07/09/12,20.753,17.8438,2.909
07/06/12,20.9003,17.4614,3.439
07/05/12,20.7895,17.2359,3.554
07/03/12,20.0084,16.5716,3.436
07/02/12,19.8116,17.3039,2.508
06/29/12,20.5447,17.1872,3.358
06/28/12,21.93,18.844,3.086
06/27/12,22.146,18.8951,3.251
06/26/12,22.502,19.0358,3.466
06/25/12,23.0715,19.5547,3.517
06/22/12,21.606,18.1454,3.461
06/21/12,23.1194,18.8889,4.23
06/20/12,21.22,17.6102,3.61
06/19/12,21.6285,18.308,3.321
06/18/12,22.1872,18.5061,3.681
06/15/12,23.0599,19.2375,3.822
06/14/12,25.0149,18.9312,6.084
06/13/12,26.0659,20.1979,5.868
06/12/12,25.1782,19.5826,5.595
06/11/12,25.7254,19.9279,5.797
06/08/12,23.9404,18.0721,5.868
06/07/12,24.986,19.0863,5.9
06/06/12,27.2194,16.7871,10.432
06/05/12,26.9043,20.9898,5.914
06/04/12,30.161,18.558,11.603
06/01/12,27.9094,21.7087,6.2
05/31/12,25.4887,20.1808,5.308
05/30/12,26.2208,19.5442,6.677
05/29/12,24.3026,18.6164,5.687
05/25/12,25.3306,19.5234,5.808
05/24/12,34.1825,34.239,-0.056
05/23/12,25.3976,19.4946,5.903
05/22/12,25.3981,19.6157,5.782
05/21/12,25.0163,19.5114,5.505
05/18/12,26.379,21.367,5.012
05/17/12,25.9205,20.4004,5.521
05/16/12,24.3334,19.5853,4.748
05/15/12,28.2777,26.2105,2.067
05/14/12,22.8993,19.0226,3.876
05/11/12,21.9081,17.5854,4.323
05/10/12,20.1539,18.2775,1.876
05/09/12,21.5475,17.9451,3.603
05/08/12,21.2739,16.7819,4.492
05/07/12,21.0231,16.7213,4.302
05/04/12,21.0467,16.9935,4.053
05/03/12,21.3947,14.5818,6.813
05/02/12,20.3212,14.83,5.491
05/01/12,19.618,15.5117,4.106
04/30/12,20.4897,14.9402,5.55
04/27/12,19.3777,15.5168,3.861
04/26/12,18.8898,16.0447,2.845
04/25/12,19.9784,15.9414,4.037
04/24/12,21.5151,16.5523,4.963
04/23/12,22.9966,15.9654,7.032
04/20/12,20.902,16.9472,3.955
04/19/12,22.092,16.24,5.852
04/18/12,21.9482,16.3394,5.609
04/17/12,21.4453,16.4271,5.018
04/16/12,21.9997,17.897,4.103
04/13/12,21.9579,18.1272,3.831
04/12/12,20.3586,17.0392,3.32
04/11/12,23.2002,19.884,3.316
04/10/12,23.2704,19.6591,3.611
04/09/12,21.6304,16.1039,5.526
04/06/12,19.8195,16.3929,3.427
04/05/12,19.9559,16.1225,3.834
04/04/12,19.5968,15.7521,3.845
04/03/12,18.9388,15.2993,3.64
04/02/12,18.5668,15.0689,3.498
03/30/12,18.6367,15.365,3.272
03/29/12,18.8017,15.5219,3.28
03/28/12,18.8154,15.5066,3.308
03/27/12,18.5571,15.3707,3.186
03/26/12,17.9345,14.796,3.139
03/23/12,18.9287,15.7316,3.197
03/22/12,19.4645,16.1396,3.325
03/21/12,19.1075,15.9843,3.124
03/20/12,19.7273,16.4717,3.255
03/19/12,20.6143,15.4432,5.171
03/16/12,20.6873,15.6358,5.051
03/15/12,20.9533,15.9,5.053
03/14/12,21.4507,16.0612,5.39
03/13/12,20.889,15.3635,5.525
03/12/12,21.6441,15.9234,5.721
03/09/12,21.9244,16.2565,5.668
03/08/12,22.3153,16.8637,5.451
03/07/12,23.1418,17.3607,5.781
03/06/12,23.8219,17.9123,5.91
03/05/12,22.2675,16.9034,5.365
03/02/12,22.1111,16.6485,5.462
03/01/12,21.9253,16.0781,5.847
02/29/12,21.8522,17.2677,4.584
02/28/12,24.1515,14.604,9.548
02/27/12,24.5283,14.3079,10.22
02/24/12,21.8714,16.4967,5.374
02/23/12,24.3453,13.4641,10.881
02/22/12,22.5623,17.0846,5.477
02/21/12,25.6496,14.0093,11.641
02/17/12,22.136,17.5551,4.581
02/16/12,22.721,17.2766,5.444
02/15/12,23.2488,18.9768,4.272
02/14/12,23.1873,17.0289,6.158
02/13/12,22.6383,16.756,5.882
02/10/12,22.5851,18.0062,4.579
02/09/12,21.3759,17.1898,4.186
02/08/12,20.5396,16.8382,3.702
02/07/12,20.6028,16.6635,3.939
02/06/12,20.8952,16.5446,4.35
02/03/12,20.5878,16.5773,4.011
02/02/12,22.6427,15.6385,7.004
02/01/12,21.9631,17.5619,4.401
01/31/12,22.0886,18.2864,3.803
01/30/12,22.1779,18.0454,4.133
01/27/12,21.781,17.7026,4.078
01/26/12,21.9552,17.6712,4.284
01/25/12,21.6525,17.5393,4.114
01/24/12,22.4765,17.5662,4.911
01/23/12,22.0978,18.1927,3.905
01/20/12,22.4941,18.3131,4.181
01/19/12,23.232,18.9787,4.253
01/18/12,23.5912,19.3694,4.222
01/17/12,24.341,20.0496,4.291
01/13/12,23.9726,20.2418,3.731
01/12/12,25.803,23.181,2.622
01/11/12,25.9267,23.2865,2.64
01/10/12,23.2408,19.6355,3.605
01/09/12,26.037,23.3628,2.674
01/06/12,23.9901,20.1114,3.879
01/05/12,24.2014,20.591,3.61
01/04/12,24.6845,20.7766,3.908
01/03/12,25.2964,21.3555,3.94
12/30/11,25.9452,22.2546,3.69
12/29/11,25.4396,21.9745,3.465
12/28/11,26.5211,22.0546,4.466
12/27/11,25.1298,21.4658,3.664
12/23/11,24.9517,21.5837,3.368
12/22/11,25.6155,21.5889,4.027
12/21/11,25.5023,22.1608,3.341
12/20/11,26.2131,23.0365,3.176
12/19/11,29.0942,25.6123,3.482
12/16/11,28.0809,24.6747,3.406
12/15/11,30.4663,23.251,7.215
12/14/11,30.0555,24.4402,5.616
12/13/11,30.0686,24.1426,5.926
12/12/11,37.3351,36.3309,1.004
12/09/11,28.9804,23.5239,5.456
12/08/11,31.077,25.5063,5.571
12/07/11,29.8926,24.1863,5.707
12/06/11,29.5978,23.9184,5.68
12/05/11,28.9515,24.1165,4.835
12/02/11,29.6391,23.999,5.64
12/01/11,31.1651,22.6759,8.489
11/30/11,29.9325,24.5771,5.356
11/29/11,31.4605,27.1349,4.326
11/28/11,32.8376,26.9849,5.853
11/25/11,34.8197,28.9647,5.855
11/23/11,34.4324,28.5205,5.911
11/22/11,45.6659,45.9469,-0.281
11/21/11,33.2331,27.8669,5.366
11/18/11,32.2938,27.0787,5.215
11/17/11,38.2524,35.9337,2.318
11/16/11,31.5822,26.5442,5.038
11/15/11,30.0724,24.8557,5.216
11/14/11,30.0607,24.9346,5.126
11/11/11,29.2238,24.1349,5.089
11/10/11,30.7176,25.1182,5.6
11/09/11,32.1132,26.5632,5.55
11/08/11,30.1562,20.0889,10.067
11/07/11,29.0419,23.4064,5.636
11/04/11,28.9159,23.9544,4.962
11/03/11,28.8094,23.7885,5.02
11/02/11,30.2852,24.677,5.608
11/01/11,30.4574,25.4785,4.978
10/31/11,27.0111,23.8547,3.156
10/28/11,25.3194,21.0412,4.278
10/27/11,25.4349,21.148,4.287
10/26/11,29.0591,23.2238,5.835
10/25/11,29.6643,24.9817,4.682
10/24/11,29.6067,22.0839,7.523
10/21/11,29.4861,25.2057,4.28
10/20/11,33.1382,30.0925,3.045
10/19/11,31.0021,26.2213,4.781
10/18/11,28.4925,25.6717,2.821
10/17/11,29.9268,26.4891,3.438
10/14/11,28.3442,24.2707,4.073
10/13/11,29.9669,25.6409,4.326
10/12/11,30.0082,25.7914,4.217
10/11/11,33.2367,30.6737,2.563
10/10/11,31.5497,28.0618,3.488
10/07/11,33.5368,29.6687,3.868
10/06/11,35.4004,32.4745,2.925
10/05/11,34.7685,29.6181,5.151
10/04/11,35.8359,31.5226,4.313
10/03/11,40.4812,37.2971,3.184
09/30/11,35.6819,31.6029,4.079
09/29/11,33.3338,28.9449,4.389
09/28/11,35.211,32.2812,2.93
09/27/11,32.6558,28.4939,4.162
09/26/11,33.7296,30.4589,3.271
09/23/11,34.0032,30.1017,3.901
09/22/11,34.7587,29.3883,5.371
09/21/11,32.1968,28.0407,4.156
09/20/11,30.1583,26.2545,3.903
09/19/11,29.8167,26.6662,3.151
09/16/11,29.0832,25.6525,3.43
09/15/11,31.5116,24.7223,6.79
09/14/11,31.6504,26.7089,4.941
09/13/11,32.6995,27.1183,5.582
09/12/11,33.4823,27.0574,6.425
09/09/11,32.8416,26.7011,6.141
09/08/11,31.0527,24.8777,6.175
09/07/11,30.037,23.7699,6.267
09/06/11,31.7866,25.3324,6.455
09/02/11,30.8102,24.6312,6.179
09/01/11,29.7596,23.5756,6.184
08/31/11,29.2994,23.2816,6.017
08/30/11,29.4308,23.6145,5.816
08/29/11,34.0797,16.706,17.374
08/26/11,30.7184,24.0796,6.638
08/25/11,31.8618,25.4958,6.366
08/24/11,32.479,22.4582,10.021
08/23/11,31.3192,24.0968,7.222
08/22/11,33.481,26.5408,6.94
08/19/11,32.5509,26.8088,5.742
08/18/11,31.2504,26.0262,5.224
08/17/11,27.1609,22.7088,4.452
08/16/11,28.8941,21.6631,7.231
08/15/11,28.1912,21.6989,6.492
08/12/11,29.242,24.1353,5.107
08/11/11,32.7349,21.6495,11.085
08/10/11,32.4029,27.1345,5.268
08/09/11,31.5657,19.3128,12.253
08/08/11,33.7118,28.7014,5.011
08/05/11,27.6533,23.1395,4.513
08/04/11,26.6817,22.7921,3.89
08/03/11,23.0787,18.9024,4.177
08/02/11,22.8812,19.4291,3.452
08/01/11,21.9559,18.1163,3.84
07/29/11,22.3394,18.2209,4.118
07/28/11,22.0931,18.585,3.508
07/27/11,22.3961,18.3271,4.069
07/26/11,22.0711,16.0276,6.043
07/25/11,20.5936,17.0323,3.562
07/22/11,19.8888,16.2201,3.669
07/21/11,20.1021,16.1617,3.94
07/20/11,20.3494,17.659,2.69
07/19/11,21.0304,17.154,3.876
07/18/11,21.8738,18.0837,3.79
07/15/11,21.213,17.5888,3.624
07/14/11,22.7348,16.5507,6.184
07/13/11,20.0498,18.6696,1.38
07/12/11,21.02,17.5152,3.505
07/11/11,20.2389,17.2375,3.001
07/08/11,18.9484,15.538,3.41
07/07/11,23.4631,20.7868,2.676
07/06/11,19.234,15.5696,3.664
07/05/11,22.635,19.9832,2.652
07/01/11,18.8245,15.7161,3.109
06/30/11,19.4321,16.4389,2.993
06/29/11,20.1613,16.9749,3.186
06/28/11,20.9418,17.7758,3.166
06/27/11,21.7618,17.9874,3.775
06/24/11,22.0303,18.8511,3.179
06/23/11,21.4617,17.8511,3.611
06/22/11,21.1935,17.8474,3.347
06/21/11,20.9766,17.4603,3.517
06/20/11,21.529,18.3152,3.214
06/17/11,21.9899,18.7997,3.19
06/16/11,22.9883,18.2805,4.707
06/15/11,22.2851,17.6744,4.611
06/14/11,20.4673,16.5119,3.955
06/13/11,22.3617,16.164,6.198
06/10/11,21.2333,16.879,4.354
06/09/11,20.4916,16.1804,4.312
06/08/11,23.2246,14.4666,8.758
06/07/11,21.3451,16.1739,5.171
06/06/11,26.9461,9.2562,17.69
06/03/11,20.8097,16.3643,4.446
06/02/11,23.295,13.1059,10.189
06/01/11,20.7888,16.0092,4.78
05/31/11,19.6024,14.8287,4.773
05/27/11,20.0186,15.3654,4.654
05/26/11,20.041,15.3756,4.665
05/25/11,22.1468,14.857,7.29
05/24/11,20.9389,16.3463,4.593
05/23/11,21.2183,16.5507,4.667
05/20/11,20.3045,16.169,4.136
05/19/11,21.2456,13.7847,7.461
05/18/11,19.9911,15.638,4.353
05/17/11,20.7017,16.3985,4.303
05/16/11,20.2783,17.178,3.1
05/13/11,20.2036,16.3346,3.869
05/12/11,19.6653,15.7861,3.879
05/11/11,19.8939,16.5423,3.352
05/10/11,22.1396,12.6493,9.491
05/09/11,20.27,16.0968,4.173
05/06/11,20.4755,16.7274,3.749
