Date,2_Future,2_PX_LAST,2_DAILY_RETURN,2_PX_VOLUME,2_DAYS_UNTIL_EXP,,,
1/5/11,G11,20.95,-0.016431925,8969,41,,,
1/4/11,G11,21.3,-0.00234192,8648,42,,,
1/3/11,G11,21.35,-0.011574074,7151,43,,,
12/31/10,G11,21.6,-0.004608295,5616,46,,,
12/30/10,G11,21.7,-0.006864989,5707,47,,,
12/29/10,G11,21.85,-0.002283105,4374,48,,,
12/28/10,G11,21.9,0.006896552,4247,49,,,
12/27/10,G11,21.75,0.009280742,6265,50,,,
12/23/10,G11,21.55,0.011737089,4242,54,,,
12/22/10,G11,21.3,-0.004672897,3551,55,,,
12/21/10,F11,19.25,-0.020356234,10812,28,,,
12/20/10,F11,19.65,-0.02962963,9868,29,,,
12/17/10,F11,20.25,-0.012195122,11304,32,,,
12/16/10,F11,20.5,-0.014423077,16346,33,,,
12/15/10,F11,20.8,0.017114914,12359,34,,,
12/14/10,F11,20.45,0.007389163,7364,35,,,
12/13/10,F11,20.3,0.012468828,9780,36,,,
12/10/10,F11,20.05,-0.007425743,7580,39,,,
12/9/10,F11,20.2,-0.024154589,9095,40,,,
12/8/10,F11,20.7,-0.034965035,9273,41,,,
12/7/10,F11,21.45,-0.006944444,9039,42,,,
12/6/10,F11,21.6,-0.0248307,7535,43,,,
12/3/10,F11,22.15,-0.036956522,10863,46,,,
12/2/10,F11,23,-0.070707071,9993,47,,,
12/1/10,F11,24.75,-0.040697674,8807,48,,,
11/30/10,F11,25.8,0.053061224,12656,49,,,
11/29/10,F11,24.5,0.010309278,10523,50,,,
11/26/10,F11,24.25,0.040772532,5005,53,,,
11/24/10,F11,23.3,-0.033195021,5167,55,,,
11/23/10,F11,24.1,0.03655914,11781,56,,,
11/22/10,F11,23.25,-0.027196653,10046,57,,,
11/19/10,F11,23.9,-0.012396694,9749,60,,,
11/18/10,F11,24.2,-0.047244094,10666,61,,,
11/17/10,F11,25.4,-0.017408124,8057,62,,,
11/16/10,Z10,22.8,0.038724374,28423,35,,,
11/15/10,Z10,21.95,-0.013483146,17927,36,,,
11/12/10,Z10,22.25,0.057007126,16804,39,,,
11/11/10,Z10,21.05,0.007177033,10268,40,,,
11/10/10,Z10,20.9,-0.009478673,15947,41,,,
11/9/10,Z10,21.1,0.002375297,13995,42,,,
11/8/10,Z10,21.05,0.00477327,8095,43,,,
11/5/10,Z10,20.95,-0.002380952,7153,46,,,
11/4/10,Z10,21,-0.060402685,8529,47,,,
11/3/10,Z10,22.35,-0.058947368,12434,48,,,
11/2/10,Z10,23.75,-0.018595041,5002,49,,,
11/1/10,Z10,24.2,-0.002061856,9103,50,,,
10/29/10,Z10,24.25,-0.002057613,5756,53,,,
10/28/10,Z10,24.3,0.004132231,6443,54,,,
10/27/10,Z10,24.2,0.012552301,6496,55,,,
10/26/10,Z10,23.9,0.008438819,10008,56,,,
10/25/10,Z10,23.7,-0.010438413,6554,57,,,
10/22/10,Z10,23.95,-0.028397566,7544,60,,,
10/21/10,Z10,24.65,-0.015968064,7211,61,,,
10/20/10,Z10,25.05,-0.030947776,6209,62,,,
10/19/10,X10,23.85,0.02360515,17889,28,,,
10/18/10,X10,23.3,-0.031185031,7287,29,,,
10/15/10,X10,24.05,-0.006198347,8468,32,,,
10/14/10,X10,24.2,0.027600849,6794,33,,,
10/13/10,X10,23.55,-0.028865979,9890,34,,,
10/12/10,X10,24.25,-0.033864542,8643,35,,,
10/11/10,X10,25.1,-0.023346304,4914,36,,,
10/8/10,X10,25.7,-0.037453184,7551,39,,,
10/7/10,X10,26.7,-0.003731343,5427,40,,,
10/6/10,X10,26.8,-0.009242144,6390,41,,,
10/5/10,X10,27.05,-0.040780142,6917,42,,,
10/4/10,X10,28.2,0.012567325,3220,43,,,
10/1/10,X10,27.85,-0.012411348,3555,46,,,
9/30/10,X10,28.2,0.019891501,5011,47,,,
9/29/10,X10,27.65,0.014678899,4973,48,,,
9/28/10,X10,27.25,0,6074,49,,,
9/27/10,X10,27.25,0.001838235,3976,50,,,
9/24/10,X10,27.2,-0.037168142,4542,53,,,
9/23/10,X10,28.25,0.021699819,4500,54,,,
9/22/10,X10,27.65,0.009124088,5501,55,,,
9/21/10,X10,27.4,0.001828154,4954,56,,,
9/20/10,X10,27.35,-0.01618705,4537,57,,,
9/17/10,X10,27.8,0.007246377,3643,60,,,
9/16/10,X10,27.6,0.005464481,2705,61,,,
9/15/10,X10,27.45,-0.005434783,2991,62,,,
9/14/10,V10,25.7,0,9910,35,,,
9/13/10,V10,25.7,-0.048148148,7564,36,,,
9/10/10,V10,27,-0.019963702,8087,39,,,
9/9/10,V10,27.55,-0.010771993,7627,40,,,
9/8/10,V10,27.85,-0.026223776,3223,41,,,
9/7/10,V10,28.6,0.026929982,5825,42,,,
9/3/10,V10,27.85,-0.044596913,7405,46,,,
9/2/10,V10,29.15,-0.020168067,4974,47,,,
9/1/10,V10,29.75,-0.048,5848,48,,,
8/31/10,V10,31.25,-0.015748031,4755,49,,,
8/30/10,V10,31.75,0.027508091,3683,50,,,
8/27/10,V10,30.9,-0.049230769,4597,53,,,
8/26/10,V10,32.5,0.00619195,8175,54,,,
8/25/10,V10,32.3,-0.01674277,4467,55,,,
8/24/10,V10,32.85,0.021772939,5244,56,,,
8/23/10,V10,32.15,-0.003100775,3270,57,,,
8/20/10,V10,32.25,0.00311042,4028,60,,,
8/19/10,V10,32.15,0.033762058,2745,61,,,
8/18/10,V10,31.1,0.004846527,2361,62,,,
8/17/10,U10,29.45,-0.029654036,5647,28,,,
8/16/10,U10,30.35,-0.011400651,4855,29,,,
8/13/10,U10,30.7,0.021630616,4010,32,,,
8/12/10,U10,30.05,0.015202703,4808,33,,,
8/11/10,U10,29.6,0.074410163,5056,34,,,
8/10/10,U10,27.55,0.005474453,7084,35,,,
8/9/10,U10,27.4,-0.012612613,4570,36,,,
8/6/10,U10,27.75,0.003616637,4455,39,,,
8/5/10,U10,27.65,0.010968921,4845,40,,,
8/4/10,U10,27.35,-0.005454545,3785,41,,,
8/3/10,U10,27.5,0.012891344,3383,42,,,
8/2/10,U10,27.15,-0.050699301,3377,43,,,
7/30/10,U10,28.6,-0.005217391,3019,46,,,
7/29/10,U10,28.75,-0.001736111,4204,47,,,
7/28/10,U10,28.8,0.012302285,4420,48,,,
7/27/10,U10,28.45,-0.010434783,4246,49,,,
7/26/10,U10,28.75,-0.028716216,2270,50,,,
7/23/10,U10,29.6,-0.01986755,3057,53,,,
7/22/10,U10,30.2,-0.039745628,7663,54,,,
7/21/10,U10,31.45,0.008012821,3259,55,,,
7/20/10,Q10,28.5,-0.059405941,7228,28,,,
7/19/10,Q10,30.3,-0.009803922,5754,29,,,
7/16/10,Q10,30.6,0.044368601,5549,32,,,
7/15/10,Q10,29.3,0.01208981,4721,33,,,
7/14/10,Q10,28.95,0.028419183,4755,34,,,
7/13/10,Q10,28.15,-0.007054674,3925,35,,,
7/12/10,Q10,28.35,-0.024096386,8762,36,,,
7/9/10,Q10,29.05,-0.015254237,2800,39,,,
7/8/10,Q10,29.5,-0.018302829,4123,40,,,
7/7/10,Q10,30.05,-0.05799373,4435,41,,,
7/6/10,Q10,31.9,-0.04491018,4542,42,,,
7/2/10,Q10,33.4,-0.021961933,3221,46,,,
7/1/10,Q10,34.15,0,4832,47,,,
6/30/10,Q10,34.15,0.020926756,3479,48,,,
6/29/10,Q10,33.45,0.077294686,5310,49,,,
6/28/10,Q10,31.05,0.02306425,1773,50,,,
6/25/10,Q10,30.35,-0.01461039,2204,53,,,
6/24/10,Q10,30.8,0.042301184,2350,54,,,
6/23/10,Q10,29.55,0.018965517,1939,55,,,
6/22/10,Q10,29,0.030195382,2214,56,,,
6/21/10,Q10,28.15,0.005357143,1380,57,,,
6/18/10,Q10,28,-0.020979021,2452,60,,,
6/17/10,Q10,28.6,-0.01208981,1598,61,,,
6/16/10,Q10,28.95,-0.008561644,1790,62,,,
6/15/10,N10,28.55,-0.057755776,9770,35,,,
6/14/10,N10,30.3,-0.019417476,6104,36,,,
6/11/10,N10,30.9,-0.020602219,3742,39,,,
6/10/10,N10,31.55,-0.053973013,4583,40,,,
6/9/10,N10,33.35,0.012139605,4363,41,,,
6/8/10,N10,32.95,-0.03372434,4272,42,,,
6/7/10,N10,34.1,0.039634146,3679,43,,,
6/4/10,N10,32.8,0.068403909,3849,46,,,
6/3/10,N10,30.7,-0.009677419,2747,47,,,
6/2/10,N10,31,-0.050535988,3240,48,,,
6/1/10,N10,32.65,0.04313099,2888,49,,,
5/28/10,N10,31.3,0.011308562,3994,53,,,
5/27/10,N10,30.95,-0.070570571,5197,54,,,
5/26/10,N10,33.3,-0.023460411,4168,55,,,
5/25/10,N10,34.1,-0.028490028,6880,56,,,
5/24/10,N10,35.1,-0.016806723,4623,57,,,
5/21/10,N10,35.7,0,4752,60,,,
5/20/10,N10,35.7,0.113884555,6092,61,,,
5/19/10,N10,32.05,0.037216828,4142,62,,,
5/18/10,M10,30.95,0.067241379,11049,28,,,
5/17/10,M10,29,0.008695652,8455,29,,,
5/14/10,M10,28.75,0.089015152,10148,32,,,
5/13/10,M10,26.4,0.023255814,4493,33,,,
5/12/10,M10,25.8,-0.046210721,4845,34,,,
5/11/10,M10,27.05,0,5595,35,,,
5/10/10,M10,27.05,-0.126009693,12380,36,,,
5/7/10,M10,30.95,0.063573883,18026,39,,,
5/6/10,M10,29.1,0.143418468,11725,40,,,
5/5/10,M10,25.45,0.040899796,6268,41,,,
5/4/10,M10,24.45,0.081858407,6166,42,,,
5/3/10,M10,22.6,-0.017391304,3538,43,,,
4/30/10,M10,23,0.062355658,3790,46,,,
4/29/10,M10,21.65,-0.024774775,2591,47,,,
4/28/10,M10,22.2,-0.008928571,3842,48,,,
4/27/10,M10,22.4,0.069212411,5780,49,,,
4/26/10,M10,20.95,0.009638554,1774,50,,,
4/23/10,M10,20.75,0,1612,53,,,
4/22/10,M10,20.75,0,3097,54,,,
4/21/10,M10,20.75,0.014669927,2088,55,,,
4/20/10,K10,18.6,-0.046153846,8358,28,,,
4/19/10,K10,19.5,-0.022556391,7481,29,,,
4/16/10,K10,19.95,0.033678756,9654,32,,,
4/15/10,K10,19.3,0,4209,33,,,
4/14/10,K10,19.3,-0.02278481,4791,34,,,
4/13/10,K10,19.75,0.005089059,2146,35,,,
4/12/10,K10,19.65,0,3008,36,,,
4/9/10,K10,19.65,-0.010075567,4694,39,,,
4/8/10,K10,19.85,-0.012437811,4852,40,,,
4/7/10,K10,20.1,0.012594458,5619,41,,,
4/6/10,K10,19.85,-0.024570025,4255,42,,,
4/5/10,K10,20.35,-0.033254157,1767,43,,,
4/1/10,K10,21.05,0.002380952,3428,47,,,
3/31/10,K10,21,0,2092,48,,,
3/30/10,K10,21,-0.011764706,2121,49,,,
3/29/10,K10,21.25,-0.020737327,1121,50,,,
3/26/10,K10,21.7,-0.011389522,2061,53,,,
3/25/10,K10,21.95,0.013856813,1102,54,,,
3/24/10,K10,21.65,0.014051522,1724,55,,,
3/23/10,K10,21.35,-0.013856813,857,56,,,
3/22/10,K10,21.65,-0.002304147,2007,57,,,
3/19/10,K10,21.7,0.011655012,1433,60,,,
3/18/10,K10,21.45,-0.013793103,1943,61,,,
3/17/10,K10,21.75,-0.024663677,2512,62,,,
3/16/10,J10,20.9,-0.027906977,4335,35,,,
3/15/10,J10,21.5,0.002331002,4264,36,,,
3/12/10,J10,21.45,-0.006944444,3640,39,,,
3/11/10,J10,21.6,0.009345794,4255,40,,,
3/10/10,J10,21.4,0.007058824,6075,41,,,
3/9/10,J10,21.25,0,3559,42,,,
3/8/10,J10,21.25,-0.016203704,3643,43,,,
3/5/10,J10,21.6,-0.04,4793,46,,,
3/4/10,J10,22.5,-0.004424779,3711,47,,,
3/3/10,J10,22.6,-0.00877193,3190,48,,,
3/2/10,J10,22.8,-0.010845987,5555,49,,,
3/1/10,J10,23.05,-0.019148936,4353,50,,,
2/26/10,J10,23.5,-0.010526316,3592,53,,,
2/25/10,J10,23.75,0.00422833,2775,54,,,
2/24/10,J10,23.65,-0.010460251,2016,55,,,
2/23/10,J10,23.9,0.027956989,3811,56,,,
2/22/10,J10,23.25,-0.018987342,2181,57,,,
2/19/10,J10,23.7,-0.01659751,982,60,,,
2/18/10,J10,24.1,-0.024291498,2997,61,,,
2/17/10,J10,24.7,-0.004032258,1409,62,,,
2/16/10,H10,23.6,-0.052208835,6352,28,,,
2/12/10,H10,24.9,-0.002004008,4897,32,,,
2/11/10,H10,24.95,-0.023483366,3185,33,,,
2/10/10,H10,25.55,-0.003898635,2638,34,,,
2/9/10,H10,25.65,-0.020992366,4181,35,,,
2/8/10,H10,26.2,0.013539652,3668,36,,,
2/5/10,H10,25.85,0.007797271,8425,39,,,
2/4/10,H10,25.65,0.089171975,3085,40,,,
2/3/10,H10,23.55,0.004264392,1756,41,,,
2/2/10,H10,23.45,-0.032989691,2047,42,,,
2/1/10,H10,24.25,-0.043392505,2406,43,,,
1/29/10,H10,25.35,0.018072289,2120,46,,,
1/28/10,H10,24.9,0.008097166,4917,47,,,
1/27/10,H10,24.7,-0.023715415,2661,48,,,
1/26/10,H10,25.3,0.014028056,4579,49,,,
1/25/10,H10,24.95,-0.007952286,1637,50,,,
1/22/10,H10,25.15,0.043568465,3004,53,,,
1/21/10,H10,24.1,0.054704595,2681,54,,,
1/20/10,H10,22.85,0.004395604,1334,55,,,
1/19/10,G10,21.55,-0.044345898,8781,28,,,
1/15/10,G10,22.55,0.025,9037,32,,,
1/14/10,G10,22,-0.022222222,3693,33,,,
1/13/10,G10,22.5,-0.013157895,4804,34,,,
1/12/10,G10,22.8,0.024719101,5672,35,,,
1/11/10,G10,22.25,-0.013303769,3550,36,,,
1/8/10,G10,22.55,-0.025917927,2050,39,,,
1/7/10,G10,23.15,-0.016985138,1760,40,,,
1/6/10,G10,23.55,-0.036809816,1958,41,,,
1/5/10,G10,24.45,-0.016096579,1936,42,,,
1/4/10,G10,24.85,-0.036821705,3138,43,,,
12/31/09,G10,25.8,0.02994012,2390,47,,,
12/30/09,G10,25.05,0.012121212,2733,48,,,
12/29/09,G10,24.75,0.004056795,426,49,,,
12/28/09,G10,24.65,-0.004040404,907,50,,,
12/24/09,G10,24.75,-0.006024096,283,54,,,
12/23/09,G10,24.9,-0.007968127,569,55,,,
12/22/09,G10,25.1,-0.021442495,796,56,,,
12/21/09,G10,25.65,-0.028409091,928,57,,,
12/18/09,G10,26.4,-0.013084112,454,60,,,
12/17/09,G10,26.75,0.009433962,943,61,,,
12/16/09,G10,26.5,-0.018518519,1188,62,,,
12/15/09,F10,25.25,-0.011741683,4453,35,,,
12/14/09,F10,25.55,-0.017307692,3675,36,,,
12/11/09,F10,26,-0.003831418,3124,39,,,
12/10/09,F10,26.1,-0.013232514,3451,40,,,
12/9/09,F10,26.45,-0.003766478,2641,41,,,
12/8/09,F10,26.55,0.019193858,2717,42,,,
12/7/09,F10,26.05,-0.003824092,4210,43,,,
12/4/09,F10,26.15,-0.018761726,4075,46,,,
12/3/09,F10,26.65,0.017175573,2909,47,,,
12/2/09,F10,26.2,-0.003802281,8253,48,,,
12/1/09,F10,26.3,-0.031307551,2667,49,,,
11/30/09,F10,27.15,0,3021,50,,,
11/27/09,F10,27.15,0.052325581,3341,53,,,
11/25/09,F10,25.8,-0.009596929,3717,55,,,
11/24/09,F10,26.05,-0.013257576,3833,56,,,
11/23/09,F10,26.4,-0.022222222,2729,57,,,
11/20/09,F10,27,-0.009174312,3211,60,,,
11/19/09,F10,27.25,0.014897579,2978,61,,,
11/18/09,F10,26.85,-0.007393715,2340,62,,,
11/17/09,Z09,25.35,-0.003929273,3375,28,,,
11/16/09,Z09,25.45,-0.015473888,4156,29,,,
11/13/09,Z09,25.85,-0.015238095,4588,32,,,
11/12/09,Z09,26.25,0.043737575,5676,33,,,
11/11/09,Z09,25.15,0.001992032,4377,34,,,
11/10/09,Z09,25.1,0.008032129,4251,35,,,
11/9/09,Z09,24.9,-0.056818182,4432,36,,,
11/6/09,Z09,26.4,-0.031192661,3141,39,,,
11/5/09,Z09,27.25,-0.028520499,3149,40,,,
11/4/09,Z09,28.05,-0.008833922,2892,41,,,
11/3/09,Z09,28.3,0.007117438,2575,42,,,
11/2/09,Z09,28.1,0.014440433,4900,43,,,
10/30/09,Z09,27.7,0.073643411,4202,46,,,
10/29/09,Z09,25.8,-0.040892193,3970,47,,,
10/28/09,Z09,26.9,0.040618956,4816,48,,,
10/27/09,Z09,25.85,-0.003853565,2544,49,,,
10/26/09,Z09,25.95,0.019646365,2641,50,,,
10/23/09,Z09,25.45,0.013944223,2139,53,,,
10/22/09,Z09,25.1,-0.021442495,2393,54,,,
10/21/09,Z09,25.65,0.003913894,2404,55,,,
10/20/09,X09,24.55,-0.004056795,5212,28,,,
10/19/09,X09,24.65,-0.0256917,3071,29,,,
10/16/09,X09,25.3,0.016064257,2450,32,,,
10/15/09,X09,24.9,-0.019685039,2593,33,,,
10/14/09,X09,25.4,-0.0078125,3292,34,,,
10/13/09,X09,25.6,-0.005825243,3637,35,,,
10/12/09,X09,25.75,-0.028301887,3542,36,,,
10/9/09,X09,26.5,-0.020332717,3038,39,,,
10/8/09,X09,27.05,-0.010968921,3352,40,,,
10/7/09,X09,27.35,-0.003642987,2323,41,,,
10/6/09,X09,27.45,-0.017889088,2999,42,,,
10/5/09,X09,27.95,-0.029513889,1975,43,,,
10/2/09,X09,28.8,0.00173913,2695,46,,,
10/1/09,X09,28.75,0.02862254,3061,47,,,
9/30/09,X09,27.95,0.003590664,2590,48,,,
9/29/09,X09,27.85,-0.003577818,1466,49,,,
9/28/09,X09,27.95,-0.021015762,1013,50,,,
9/25/09,X09,28.55,0.001754386,1324,53,,,
9/24/09,X09,28.5,0.012433393,2683,54,,,
9/23/09,X09,28.15,0.003565062,2382,55,,,
9/22/09,X09,28.05,-0.012323944,1750,56,,,
9/21/09,X09,28.4,0.001763668,2330,57,,,
9/18/09,X09,28.35,0.021621622,1175,60,,,
9/17/09,X09,27.75,0.003616637,2311,61,,,
9/16/09,X09,27.65,-0.008960573,1251,62,,,
9/15/09,V09,27.15,0.003696858,3047,35,,,
9/14/09,V09,27.05,-0.023465704,1951,36,,,
9/11/09,V09,27.7,0.012797075,7135,39,,,
9/10/09,V09,27.35,-0.043706294,8427,40,,,
9/9/09,V09,28.6,-0.028862479,3198,41,,,
9/8/09,V09,29.45,-0.032840722,3269,42,,,
9/4/09,V09,30.45,-0.0256,2409,46,,,
9/3/09,V09,31.25,-0.04287902,1897,47,,,
9/2/09,V09,32.65,0.012403101,2856,48,,,
9/1/09,V09,32.25,0.042003231,2244,49,,,
8/31/09,V09,30.95,0.014754098,1516,50,,,
8/28/09,V09,30.5,0.008264463,1304,53,,,
8/27/09,V09,30.25,-0.004934211,2258,54,,,
8/26/09,V09,30.4,0.011647255,1536,55,,,
8/25/09,V09,30.05,0.005016722,2266,56,,,
8/24/09,V09,29.9,-0.003333333,1160,57,,,
8/21/09,V09,30,-0.003322259,1750,60,,,
8/20/09,V09,30.1,-0.014729951,1602,61,,,
8/19/09,V09,30.55,0,871,62,,,
8/18/09,U09,29.25,-0.02173913,2824,28,,,
8/17/09,U09,29.9,0.056537102,3815,29,,,
8/14/09,U09,28.3,0.017985612,3393,32,,,
8/13/09,U09,27.8,-0.019400353,5231,33,,,
8/12/09,U09,28.35,-0.008741259,2330,34,,,
8/11/09,U09,28.6,0.017793594,2381,35,,,
8/10/09,U09,28.1,0.001782531,2242,36,,,
8/7/09,U09,28.05,-0.031088083,1772,39,,,
8/6/09,U09,28.95,0.003466205,2008,40,,,
8/5/09,U09,28.85,0,1668,41,,,
8/4/09,U09,28.85,-0.008591065,1443,42,,,
8/3/09,U09,29.1,-0.02020202,1547,43,,,
7/31/09,U09,29.7,0.013651877,919,46,,,
7/30/09,U09,29.3,-0.024958403,1451,47,,,
7/29/09,U09,30.05,0.006700168,1367,48,,,
7/28/09,U09,29.85,0.031088083,1351,49,,,
7/27/09,U09,28.95,0.014010508,1363,50,,,
7/24/09,U09,28.55,0.003514938,649,53,,,
7/23/09,U09,28.45,-0.025684932,717,54,,,
7/22/09,U09,29.2,-0.005110733,1041,55,,,
7/21/09,Q09,27.85,-0.019366197,2995,28,,,
7/20/09,Q09,28.4,-0.020689655,2034,29,,,
7/17/09,Q09,29,0.001727116,2860,32,,,
7/16/09,Q09,28.95,-0.01025641,3887,33,,,
7/15/09,Q09,29.25,-0.033057851,4218,34,,,
7/14/09,Q09,30.25,-0.017857143,1611,35,,,
7/13/09,Q09,30.8,-0.03599374,1888,36,,,
7/10/09,Q09,31.95,0.006299213,514,39,,,
7/9/09,Q09,31.75,-0.001572327,739,40,,,
7/8/09,Q09,31.8,0.011128776,1170,41,,,
7/7/09,Q09,31.45,0.034539474,933,42,,,
7/6/09,Q09,30.4,-0.008156607,1356,43,,,
7/2/09,Q09,30.65,0.049657534,848,47,,,
7/1/09,Q09,29.2,-0.001709402,497,48,,,
6/30/09,Q09,29.25,0.010362694,894,49,,,
6/29/09,Q09,28.95,-0.030150754,544,50,,,
6/26/09,Q09,29.85,-0.01322314,904,53,,,
6/25/09,Q09,30.25,-0.035087719,1013,54,,,
6/24/09,Q09,31.35,-0.024883359,432,55,,,
6/23/09,Q09,32.15,-0.012288786,319,56,,,
6/22/09,Q09,32.55,0.031695721,652,57,,,
6/19/09,Q09,31.55,-0.009419152,763,60,,,
6/18/09,Q09,31.85,-0.007788162,669,61,,,
6/17/09,Q09,32.1,0.004694836,526,62,,,
6/16/09,N09,32.4,0.033492823,1791,35,,,
6/15/09,N09,31.35,0.046744574,986,36,,,
6/12/09,N09,29.95,-0.02124183,878,39,,,
6/11/09,N09,30.6,-0.019230769,1952,40,,,
6/10/09,N09,31.2,0.008077544,1038,41,,,
6/9/09,N09,30.95,-0.0328125,688,42,,,
6/8/09,N09,32,-0.00621118,552,43,,,
6/5/09,N09,32.2,-0.001550388,618,46,,,
6/4/09,N09,32.25,-0.012251149,431,47,,,
6/3/09,N09,32.65,0.053225806,828,48,,,
6/2/09,N09,31,0.008130081,1341,49,,,
6/1/09,N09,30.75,-0.023809524,1222,50,,,
5/29/09,N09,31.5,-0.027777778,370,53,,,
5/28/09,N09,32.4,-0.015197568,418,54,,,
5/27/09,N09,32.9,0.028125,999,55,,,
5/26/09,N09,32,-0.031770045,680,56,,,
5/22/09,N09,33.05,0.00608828,499,60,,,
5/21/09,N09,32.85,0.046178344,1262,61,,,
5/20/09,N09,31.4,0.01618123,1092,62,,,
5/19/09,M09,30.4,-0.01458671,993,28,,,
5/18/09,M09,30.85,-0.070783133,801,29,,,
5/15/09,M09,33.2,0.021538462,976,32,,,
5/14/09,M09,32.5,-0.039881832,1193,33,,,
5/13/09,M09,33.85,0.0304414,750,34,,,
5/12/09,M09,32.85,-0.004545455,670,35,,,
5/11/09,M09,33,0.006097561,318,36,,,
5/8/09,M09,32.8,-0.039531479,1117,39,,,
5/7/09,M09,34.15,0.01035503,817,40,,,
5/6/09,M09,33.8,-0.028735632,1006,41,,,
5/5/09,M09,34.8,0.001438849,288,42,,,
5/4/09,M09,34.75,-0.049247606,403,43,,,
5/1/09,M09,36.55,-0.012162162,228,46,,,
4/30/09,M09,37,0.008174387,352,47,,,
4/29/09,M09,36.7,-0.038007864,397,48,,,
4/28/09,M09,38.15,-0.007802341,427,49,,,
4/27/09,M09,38.45,0.02124834,196,50,,,
4/24/09,M09,37.65,0.006684492,262,53,,,
4/23/09,M09,37.4,-0.017082786,170,54,,,
4/22/09,M09,38.05,0.01062417,381,55,,,
4/21/09,M09,37.65,-0.033376123,209,56,,,
4/20/09,M09,38.95,0.062755798,492,57,,,
4/17/09,M09,36.65,-0.022666667,427,60,,,
4/16/09,M09,37.5,-0.033505155,619,61,,,
4/15/09,M09,38.8,-0.02020202,677,62,,,
4/14/09,K09,39.6,-0.002518892,1106,35,,,
4/13/09,K09,39.7,-0.005012531,1499,36,,,
4/9/09,K09,39.9,-0.039711191,986,40,,,
4/8/09,K09,41.55,-0.021201413,1360,41,,,
4/7/09,K09,42.45,0.007117438,430,42,,,
4/6/09,K09,42.15,0.008373206,601,43,,,
4/3/09,K09,41.8,-0.016470588,808,46,,,
4/2/09,K09,42.5,-0.01734104,849,47,,,
4/1/09,K09,43.25,-0.01592719,548,48,,,
3/31/09,K09,43.95,-0.002270148,893,49,,,
3/30/09,K09,44.05,0.058894231,548,50,,,
3/27/09,K09,41.6,0.028430161,234,53,,,
3/26/09,K09,40.45,-0.024125452,310,54,,,
3/25/09,K09,41.45,-0.018934911,415,55,,,
3/24/09,K09,42.25,0.011976048,399,56,,,
3/23/09,K09,41.75,-0.060742407,422,57,,,
3/20/09,K09,44.45,0.069795427,447,60,,,
3/19/09,K09,41.55,0.061302682,366,61,,,
3/18/09,K09,39.15,0.001278772,335,62,,,
3/17/09,J09,41.3,-0.041763341,1190,28,,,
3/16/09,J09,43.1,0.036057692,1602,29,,,
3/13/09,J09,41.6,0.01216545,594,32,,,
3/12/09,J09,41.1,-0.012019231,636,33,,,
3/11/09,J09,41.6,0,459,34,,,
3/10/09,J09,41.6,-0.073496659,534,35,,,
3/9/09,J09,44.9,0.016987542,435,36,,,
3/6/09,J09,44.15,-0.006749156,519,39,,,
3/5/09,J09,44.45,0.036130536,550,40,,,
3/4/09,J09,42.9,-0.074433657,624,41,,,
3/3/09,J09,46.35,0.006514658,453,42,,,
3/2/09,J09,46.05,0.048974943,409,43,,,
2/27/09,J09,43.9,0.003428571,509,46,,,
2/26/09,J09,43.75,0.011560694,567,47,,,
2/25/09,J09,43.25,-0.014806378,493,48,,,
2/24/09,J09,43.9,-0.063965885,615,49,,,
2/23/09,J09,46.9,0.048044693,461,50,,,
2/20/09,J09,44.75,0.03587963,360,53,,,
2/19/09,J09,43.2,0.012895662,260,54,,,
2/18/09,J09,42.65,0.008274232,691,55,,,
2/17/09,H09,44.05,0.040141677,1234,28,,,
2/13/09,H09,42.35,0.018028846,544,32,,,
2/12/09,H09,41.6,-0.014218009,1097,33,,,
2/11/09,H09,42.2,-0.016317016,754,34,,,
2/10/09,H09,42.9,0.059259259,833,35,,,
2/9/09,H09,40.5,0.009975062,709,36,,,
2/6/09,H09,40.1,-0.009876543,803,39,,,
2/5/09,H09,40.5,-0.01459854,672,40,,,
2/4/09,H09,41.1,0.003663004,387,41,,,
2/3/09,H09,40.95,-0.031914894,230,42,,,
2/2/09,H09,42.3,0.00284495,525,43,,,
1/30/09,H09,42.18,0.031800391,295,46,,,
1/29/09,H09,40.88,0.003190184,570,47,,,
1/28/09,H09,40.75,-0.063433693,408,48,,,
1/27/09,H09,43.51,-0.046460662,284,49,,,
1/26/09,H09,45.63,-0.033262712,225,50,,,
1/23/09,H09,47.2,-0.003588769,226,53,,,
1/22/09,H09,47.37,0.000211149,523,54,,,
1/21/09,H09,47.36,-0.072826938,711,55,,,
1/20/09,G09,54.66,0.12631362,1479,28,,,
1/16/09,G09,48.53,-0.028039255,1216,32,,,
1/15/09,G09,49.93,-0.012460443,1112,33,,,
1/14/09,G09,50.56,0.080111087,555,34,,,
1/13/09,G09,46.81,-0.019480519,788,35,,,
1/12/09,G09,47.74,0.081313703,641,36,,,
1/9/09,G09,44.15,0.033473783,217,39,,,
1/8/09,G09,42.72,0.005176471,706,40,,,
1/7/09,G09,42.5,0.074589128,497,41,,,
1/6/09,G09,39.55,-0.015189243,218,42,,,
1/5/09,G09,40.16,0.006264094,379,43,,,
1/2/09,G09,39.91,-0.070347077,346,46,,,
12/31/08,G09,42.93,-0.04769299,148,48,,,
12/30/08,G09,45.08,-0.035928144,59,49,,,
12/29/08,G09,46.76,0.024315444,90,50,,,
12/26/08,G09,45.65,-0.006744996,22,53,,,
