Date,2_Future,2_PX_LAST,2_DAILY_RETURN,2_PX_VOLUME,2_DAYS_UNTIL_EXP,,,
1/8/13,G13,16.45,0,56157,35,,,
1/7/13,G13,16.45,-0.01497006,44367,36,,,
1/4/13,G13,16.7,-0.014749263,45535,39,,,
1/3/13,G13,16.95,0.011940299,49813,40,,,
1/2/13,G13,16.75,-0.094594595,62489,41,,,
12/31/12,G13,18.5,-0.157175399,54377,43,,,
12/28/12,G13,21.95,0.131443299,43410,46,,,
12/27/12,G13,19.4,-0.007672634,41682,47,,,
12/26/12,G13,19.55,0.031662269,25767,48,,,
12/24/12,G13,18.95,0.021563342,15902,50,,,
12/21/12,G13,18.55,0.022038567,42774,53,,,
12/20/12,G13,18.15,0.01396648,30743,54,,,
12/19/12,G13,17.9,0.046783626,31291,55,,,
12/18/12,F13,16.15,-0.021212121,63392,28,,,
12/17/12,F13,16.5,-0.040697674,47771,29,,,
12/14/12,F13,17.2,-0.008645533,47453,32,,,
12/13/12,F13,17.35,0.011661808,41665,33,,,
12/12/12,F13,17.15,0.039393939,39518,34,,,
12/11/12,F13,16.5,-0.032258065,37523,35,,,
12/10/12,F13,17.05,-0.011594203,24613,36,,,
12/7/12,F13,17.25,-0.02266289,35020,39,,,
12/6/12,F13,17.65,0.017291066,27257,40,,,
12/5/12,F13,17.35,-0.030726257,33119,41,,,
12/4/12,F13,17.9,0.011299435,33043,42,,,
12/3/12,F13,17.7,0.032069971,28856,43,,,
11/30/12,F13,17.15,0.008823529,30219,46,,,
11/29/12,F13,17,-0.01734104,26426,47,,,
11/28/12,F13,17.3,-0.028089888,30071,48,,,
11/27/12,F13,17.8,0.020057307,29127,49,,,
11/26/12,F13,17.45,-0.025139665,29012,50,,,
11/23/12,F13,17.9,-0.024523161,20594,53,,,
11/21/12,F13,18.35,0.016620499,22481,55,,,
11/20/12,Z12,16.4,-0.012048193,57164,28,,,
11/19/12,Z12,16.6,-0.087912088,81746,29,,,
11/16/12,Z12,18.2,-0.049608355,64747,32,,,
11/15/12,Z12,19.15,0.007894737,59554,33,,,
11/14/12,Z12,19,0.043956044,54838,34,,,
11/13/12,Z12,18.2,-0.008174387,53493,35,,,
11/12/12,Z12,18.35,-0.06377551,41118,36,,,
11/9/12,Z12,19.6,0.015544041,37465,39,,,
11/8/12,Z12,19.3,-0.01025641,46778,40,,,
11/7/12,Z12,19.5,0.077348066,56689,41,,,
11/6/12,Z12,18.1,-0.042328042,35599,42,,,
11/5/12,Z12,18.9,0.016129032,28136,43,,,
11/2/12,Z12,18.6,0.039106145,42592,46,,,
11/1/12,Z12,17.9,-0.082051282,40609,47,,,
10/31/12,Z12,19.5,0.031746032,46405,48,,,
10/30/12,Z12,18.9,0,100,49,,,
10/29/12,Z12,18.9,0,100,50,,,
10/26/12,Z12,18.9,0,22043,53,,,
10/25/12,Z12,18.9,-0.010471204,26798,54,,,
10/24/12,Z12,19.1,-0.015463918,29631,55,,,
10/23/12,Z12,19.4,0.074792244,40524,56,,,
10/22/12,Z12,18.05,-0.021680217,26783,57,,,
10/19/12,Z12,18.45,0.048295455,31780,60,,,
10/18/12,Z12,17.6,0.005714286,24883,61,,,
10/17/12,Z12,17.5,-0.008498584,23004,62,,,
10/16/12,X12,16.75,-0.023323615,42728,35,,,
10/15/12,X12,17.15,-0.047222222,49188,36,,,
10/12/12,X12,18,0.025641026,49442,39,,,
10/11/12,X12,17.55,-0.033057851,35121,40,,,
10/10/12,X12,18.15,0.005540166,45018,41,,,
10/9/12,X12,18.05,0.037356322,34615,42,,,
10/8/12,X12,17.4,0.008695652,24236,43,,,
10/5/12,X12,17.25,-0.00862069,42559,46,,,
10/4/12,X12,17.4,-0.016949153,27219,47,,,
10/3/12,X12,17.7,-0.013927577,29735,48,,,
10/2/12,X12,17.95,-0.019125683,34573,49,,,
10/1/12,X12,18.3,0.013850416,34377,50,,,
9/28/12,X12,18.05,0.016901408,30614,53,,,
9/27/12,X12,17.75,-0.060846561,39147,54,,,
9/26/12,X12,18.9,0.029972752,37945,55,,,
9/25/12,X12,18.35,0.042613636,35987,56,,,
9/24/12,X12,17.6,-0.016759777,25164,57,,,
9/21/12,X12,17.9,-0.008310249,27175,60,,,
9/20/12,X12,18.05,0.019774011,27678,61,,,
9/19/12,X12,17.7,-0.002816901,29192,62,,,
9/18/12,V12,16.25,-0.035608309,50940,28,,,
9/17/12,V12,16.85,-0.028818444,49956,29,,,
9/14/12,V12,17.35,0.054711246,57659,32,,,
9/13/12,V12,16.45,-0.065340909,62417,33,,,
9/12/12,V12,17.6,-0.040871935,45113,34,,,
9/11/12,V12,18.35,-0.010781671,45578,35,,,
9/10/12,V12,18.55,0.056980057,40793,36,,,
9/7/12,V12,17.55,-0.053908356,40064,39,,,
9/6/12,V12,18.55,-0.088452088,40767,40,,,
9/5/12,V12,20.35,-0.019277108,30080,41,,,
9/4/12,V12,20.75,-0.021226415,30343,42,,,
8/31/12,V12,21.2,-0.036363636,26414,46,,,
8/30/12,V12,22,0.013824885,25988,47,,,
8/29/12,V12,21.7,0.011655012,23503,48,,,
8/28/12,V12,21.45,0.007042254,24255,49,,,
8/27/12,V12,21.3,0.004716981,22834,50,,,
8/24/12,V12,21.2,-0.018518519,21973,53,,,
8/23/12,V12,21.6,0.016470588,24425,54,,,
8/22/12,V12,21.25,0.019184652,28522,55,,,
8/21/12,U12,18.75,0.02739726,47173,28,,,
8/20/12,U12,18.25,0.002747253,29813,29,,,
8/17/12,U12,18.2,-0.029333333,33479,32,,,
8/16/12,U12,18.75,-0.013157895,29201,33,,,
8/15/12,U12,19,0,20360,34,,,
8/14/12,U12,19,0.04109589,32853,35,,,
8/13/12,U12,18.25,-0.016172507,27899,36,,,
8/10/12,U12,18.55,-0.00536193,20313,39,,,
8/9/12,U12,18.65,-0.013227513,22350,40,,,
8/8/12,U12,18.9,-0.040609137,23730,41,,,
8/7/12,U12,19.7,0.036842105,26346,42,,,
8/6/12,U12,19,-0.020618557,23071,43,,,
8/3/12,U12,19.4,-0.062801932,26492,46,,,
8/2/12,U12,20.7,-0.030444965,26374,47,,,
8/1/12,U12,21.35,-0.013856813,20068,48,,,
7/31/12,U12,21.65,0.018823529,18730,49,,,
7/30/12,U12,21.25,0.02905569,20693,50,,,
7/27/12,U12,20.65,-0.011961722,21362,53,,,
7/26/12,U12,20.9,-0.069042316,23551,54,,,
7/25/12,U12,22.45,-0.032327586,20908,55,,,
7/24/12,U12,23.2,0.040358744,27053,56,,,
7/23/12,U12,22.3,0.064439141,24390,57,,,
7/20/12,U12,20.95,0.039702233,23790,60,,,
7/19/12,U12,20.15,-0.02184466,19783,61,,,
7/18/12,U12,20.6,0.00243309,20546,62,,,
7/17/12,Q12,18.55,-0.038860104,52904,35,,,
7/16/12,Q12,19.3,-0.002583979,35354,36,,,
7/13/12,Q12,19.35,-0.060679612,46220,39,,,
7/12/12,Q12,20.6,0.007334963,35557,40,,,
7/11/12,Q12,20.45,-0.035377358,36598,41,,,
7/10/12,Q12,21.2,0.034146341,31265,42,,,
7/9/12,Q12,20.5,-0.004854369,25734,43,,,
7/6/12,Q12,20.6,-0.014354067,24068,46,,,
7/5/12,Q12,20.9,0.034653465,30487,47,,,
7/3/12,Q12,20.2,-0.021791768,19767,49,,,
7/2/12,Q12,20.65,-0.059225513,34682,50,,,
6/29/12,Q12,21.95,-0.057939914,28845,53,,,
6/28/12,Q12,23.3,-0.014799154,24500,54,,,
6/27/12,Q12,23.65,-0.002109705,17993,55,,,
6/26/12,Q12,23.7,-0.022680412,19731,56,,,
6/25/12,Q12,24.25,0.014644351,24263,57,,,
6/22/12,Q12,23.9,-0.034343434,26102,60,,,
6/21/12,Q12,24.75,0.09030837,33774,61,,,
6/20/12,Q12,22.7,-0.046218487,23760,62,,,
6/19/12,N12,21.9,0.004587156,48069,28,,,
6/18/12,N12,21.8,-0.078224101,76500,29,,,
6/15/12,N12,23.65,-0.057768924,32554,32,,,
6/14/12,N12,25.1,-0.061682243,36169,33,,,
6/13/12,N12,26.75,0.046966732,35495,34,,,
6/12/12,N12,25.55,-0.03219697,34549,35,,,
6/11/12,N12,26.4,0.106918239,36659,36,,,
6/8/12,N12,23.85,-0.057312253,27318,39,,,
6/7/12,N12,25.3,-0.007843137,34827,40,,,
6/6/12,N12,25.5,-0.067641682,28750,41,,,
6/5/12,N12,27.35,-0.038664323,19437,42,,,
6/4/12,N12,28.45,-0.024013722,27595,43,,,
6/1/12,N12,29.15,0.065813528,31887,46,,,
5/31/12,N12,27.35,0.016728625,25849,47,,,
5/30/12,N12,26.9,0.084677419,22029,48,,,
5/29/12,N12,24.8,-0.049808429,20463,49,,,
5/25/12,N12,26.1,0.003846154,13946,53,,,
5/24/12,N12,26,-0.013282732,20309,54,,,
5/23/12,N12,26.35,-0.005660377,20658,55,,,
5/22/12,N12,26.5,0.025145068,20358,56,,,
5/21/12,N12,25.85,-0.081705151,31742,57,,,
5/18/12,N12,28.15,0.054307116,31190,60,,,
5/17/12,N12,26.7,0.049115914,26965,61,,,
5/16/12,N12,25.45,0.028282828,23481,62,,,
5/15/12,M12,23.9,0.039130435,44063,35,,,
5/14/12,M12,23,0.064814815,45342,36,,,
5/11/12,M12,21.6,0.035971223,34162,39,,,
5/10/12,M12,20.85,-0.04576659,31566,40,,,
5/9/12,M12,21.85,0.04047619,36011,41,,,
5/8/12,M12,21,0.007194245,36090,42,,,
5/7/12,M12,20.85,-0.027972028,25873,43,,,
5/4/12,M12,21.45,0.04379562,31196,46,,,
5/3/12,M12,20.55,0.030075188,23203,47,,,
5/2/12,M12,19.95,-0.004987531,22886,48,,,
5/1/12,M12,20.05,-0.02195122,20390,49,,,
4/30/12,M12,20.5,0.017369727,19619,50,,,
4/27/12,M12,20.15,-0.007389163,20344,53,,,
4/26/12,M12,20.3,-0.024038462,20711,54,,,
4/25/12,M12,20.8,-0.04587156,22027,55,,,
4/24/12,M12,21.8,-0.033259424,17262,56,,,
4/23/12,M12,22.55,0.029680365,21688,57,,,
4/20/12,M12,21.9,-0.024498886,16660,60,,,
4/19/12,M12,22.45,0,20959,61,,,
4/18/12,M12,22.45,0.020454545,20612,62,,,
4/17/12,K12,19.95,-0.06557377,44771,28,,,
4/16/12,K12,21.35,-0.016129032,46363,29,,,
4/13/12,K12,21.7,0.085,38802,32,,,
4/12/12,K12,20,-0.105145414,43144,33,,,
4/11/12,K12,22.35,-0.015418502,26752,34,,,
4/10/12,K12,22.7,0.058275058,41576,35,,,
4/9/12,K12,21.45,0.048899756,26268,36,,,
4/6/12,K12,20.45,0,100,39,,,
4/5/12,K12,20.45,0.027638191,24177,40,,,
4/4/12,K12,19.9,0.031088083,30761,41,,,
4/3/12,K12,19.3,0.023872679,20497,42,,,
4/2/12,K12,18.85,-0.007894737,20931,43,,,
3/30/12,K12,19,-0.028132992,22829,46,,,
3/29/12,K12,19.55,-0.007614213,21798,47,,,
3/28/12,K12,19.7,0.007672634,28371,48,,,
3/27/12,K12,19.55,0.068306011,32686,49,,,
3/26/12,K12,18.3,-0.094059406,35049,50,,,
3/23/12,K12,20.2,-0.064814815,29154,53,,,
3/22/12,K12,21.6,0.018867925,22868,54,,,
3/21/12,K12,21.2,-0.040723982,24217,55,,,
3/20/12,J12,19.1,-0.045,53805,28,,,
3/19/12,J12,20,-0.074074074,56070,29,,,
3/16/12,J12,21.6,-0.006896552,34091,32,,,
3/15/12,J12,21.75,-0.015837104,37190,33,,,
3/14/12,J12,22.1,0.052380952,48628,34,,,
3/13/12,J12,21,-0.034482759,39400,35,,,
3/12/12,J12,21.75,-0.043956044,37270,36,,,
3/9/12,J12,22.75,-0.021505376,27647,39,,,
3/8/12,J12,23.25,-0.029227557,20710,40,,,
3/7/12,J12,23.95,-0.053359684,17635,41,,,
3/6/12,J12,25.3,0.069767442,27066,42,,,
3/5/12,J12,23.65,-0.002109705,16749,43,,,
3/2/12,J12,23.7,0.017167382,18334,46,,,
3/1/12,J12,23.3,-0.029166667,16232,47,,,
2/29/12,J12,24,-0.002079002,33820,48,,,
2/28/12,J12,24.05,-0.020366599,12963,49,,,
2/27/12,J12,24.55,0.010288066,15550,50,,,
2/24/12,J12,24.3,0.040685225,18150,53,,,
2/23/12,J12,23.35,-0.048879837,19908,54,,,
2/22/12,J12,24.55,-0.023856859,15158,55,,,
2/21/12,J12,25.15,0.014112903,15823,56,,,
2/17/12,J12,24.8,0.006085193,11159,60,,,
2/16/12,J12,24.65,-0.037109375,13206,61,,,
2/15/12,J12,25.6,0.068893528,11686,62,,,
2/14/12,H12,22.45,0.025114155,48051,35,,,
2/13/12,H12,21.9,-0.070063694,43996,36,,,
2/10/12,H12,23.55,0.072892938,41259,39,,,
2/9/12,H12,21.95,0.045238095,24031,40,,,
2/8/12,H12,21,0.029411765,21207,41,,,
2/7/12,H12,20.4,0.00990099,17685,42,,,
2/6/12,H12,20.2,-0.01703163,13362,43,,,
2/3/12,H12,20.55,-0.037470726,26565,46,,,
2/2/12,H12,21.35,-0.031746032,14087,47,,,
2/1/12,H12,22.05,-0.030769231,12620,48,,,
1/31/12,H12,22.75,0.00886918,10004,49,,,
1/30/12,H12,22.55,0.015765766,12210,50,,,
1/27/12,H12,22.2,-0.015521064,11710,53,,,
1/26/12,H12,22.55,0.002222222,14117,54,,,
1/25/12,H12,22.5,-0.032258065,12044,55,,,
1/24/12,H12,23.25,-0.010638298,8671,56,,,
1/23/12,H12,23.5,-0.016736402,8940,57,,,
1/20/12,H12,23.9,-0.020491803,7925,60,,,
1/19/12,H12,24.4,-0.022044088,8610,61,,,
1/18/12,H12,24.95,-0.023483366,7786,62,,,
1/17/12,G12,23.95,-0.006224066,34437,28,,,
1/13/12,G12,24.1,0.014736842,24897,32,,,
1/12/12,G12,23.75,-0.016563147,16034,33,,,
1/11/12,G12,24.15,0.021141649,10609,34,,,
1/10/12,G12,23.65,-0.020703934,19809,35,,,
1/9/12,G12,24.15,-0.010245902,8743,36,,,
1/6/12,G12,24.4,-0.020080321,10714,39,,,
1/5/12,G12,24.9,-0.015810277,9854,40,,,
1/4/12,G12,25.3,-0.019379845,7835,41,,,
1/3/12,G12,25.8,-0.049723757,8118,42,,,
12/30/11,G12,27.15,0.02259887,3510,46,,,
12/29/11,G12,26.55,-0.020295203,4158,47,,,
12/28/11,G12,27.1,0.034351145,5164,48,,,
12/27/11,G12,26.2,-0.007575758,3321,49,,,
12/23/11,G12,26.4,0.015384615,5220,53,,,
12/22/11,G12,26,0.005802708,7845,54,,,
12/21/11,G12,25.85,-0.065099458,7609,55,,,
12/20/11,F12,26.55,-0.063492063,18327,28,,,
12/19/11,F12,28.35,-0.017331023,16794,29,,,
12/16/11,F12,28.85,-0.001730104,12276,32,,,
12/15/11,F12,28.9,-0.03986711,11677,33,,,
12/14/11,F12,30.1,0.006688963,11302,34,,,
12/13/11,F12,29.9,-0.006644518,23277,35,,,
12/12/11,F12,30.1,0.018612521,7871,36,,,
12/9/11,F12,29.55,-0.079439252,11055,39,,,
12/8/11,F12,32.1,0.049019608,11965,40,,,
12/7/11,F12,30.6,0.021702838,11446,41,,,
12/6/11,F12,29.95,0.008417508,6321,42,,,
12/5/11,F12,29.7,-0.006688963,7668,43,,,
12/2/11,F12,29.9,-0.008291874,10421,46,,,
12/1/11,F12,30.15,-0.024271845,10985,47,,,
11/30/11,F12,30.9,-0.069277108,10616,48,,,
11/29/11,F12,33.2,-0.014836795,6465,49,,,
11/28/11,F12,33.7,-0.053370787,7159,50,,,
11/25/11,F12,35.6,0.015691869,3794,53,,,
11/23/11,F12,35.05,0.035450517,7122,55,,,
11/22/11,F12,33.85,-0.014556041,6647,56,,,
11/21/11,F12,34.35,0.017777778,6925,57,,,
11/18/11,F12,33.75,-0.025974026,7179,60,,,
11/17/11,F12,34.65,0.03125,9703,61,,,
11/16/11,F12,33.6,0.043478261,5565,62,,,
11/15/11,Z11,30.7,-0.001626016,30872,35,,,
11/14/11,Z11,30.75,0.018211921,16973,36,,,
11/11/11,Z11,30.2,-0.041269841,9662,39,,,
11/10/11,Z11,31.5,-0.058295964,21836,40,,,
11/9/11,Z11,33.45,0.17989418,23605,41,,,
11/8/11,Z11,28.35,-0.047058824,19997,42,,,
11/7/11,Z11,29.75,-0.003350084,7814,43,,,
11/4/11,Z11,29.85,0.020512821,7723,46,,,
11/3/11,Z11,29.25,-0.037828947,11928,47,,,
11/2/11,Z11,30.4,-0.0272,8475,48,,,
11/1/11,Z11,31.25,0.108156028,25870,49,,,
10/31/11,Z11,28.2,0.1037182,10987,50,,,
10/28/11,Z11,25.55,-0.009689922,7532,53,,,
10/27/11,Z11,25.8,-0.116438356,16372,54,,,
10/26/11,Z11,29.2,-0.034710744,8236,55,,,
10/25/11,Z11,30.25,0.048526863,7563,56,,,
10/24/11,Z11,28.85,-0.038333333,7666,57,,,
10/21/11,Z11,30,-0.049128368,5877,60,,,
10/20/11,Z11,31.55,0,9356,61,,,
10/19/11,Z11,31.55,0.053422371,9033,62,,,
10/18/11,X11,31,-0.059180577,20360,28,,,
10/17/11,X11,32.95,0.122657581,21609,29,,,
10/14/11,X11,29.35,-0.059294872,15197,32,,,
10/13/11,X11,31.2,-0.007949126,14419,33,,,
10/12/11,X11,31.45,-0.06119403,15579,34,,,
10/11/11,X11,33.5,-0.004457652,14385,35,,,
10/10/11,X11,33.65,-0.063977747,9715,36,,,
10/7/11,X11,35.95,0.001392758,12168,39,,,
10/6/11,X11,35.9,-0.011019284,8943,40,,,
10/5/11,X11,36.3,-0.047244094,13275,41,,,
10/4/11,X11,38.1,-0.060419236,17259,42,,,
10/3/11,X11,40.55,0.074172185,14067,43,,,
9/30/11,X11,37.75,0.069405099,10298,46,,,
9/29/11,X11,35.3,-0.020804438,8435,47,,,
9/28/11,X11,36.05,0.051020408,8226,48,,,
9/27/11,X11,34.3,-0.011527378,6443,49,,,
9/26/11,X11,34.7,-0.033426184,6255,50,,,
9/23/11,X11,35.9,0.004195804,9141,53,,,
9/22/11,X11,35.75,0.059259259,12445,54,,,
9/21/11,X11,33.75,0.059654631,7829,55,,,
9/20/11,V11,32.95,-0.004531722,18837,28,,,
9/19/11,V11,33.1,0.039246468,17276,29,,,
9/16/11,V11,31.85,-0.021505376,23001,32,,,
9/15/11,V11,32.55,-0.045454545,12820,33,,,
9/14/11,V11,34.1,-0.029871977,17330,34,,,
9/13/11,V11,35.15,0.002853067,15538,35,,,
9/12/11,V11,35.05,0.01447178,18817,36,,,
9/9/11,V11,34.55,0.074650078,15472,39,,,
9/8/11,V11,32.15,0.02388535,9103,40,,,
9/7/11,V11,31.4,-0.04414003,8316,41,,,
9/6/11,V11,32.85,0.024960998,11008,42,,,
9/2/11,V11,32.05,0.043973941,11066,46,,,
9/1/11,V11,30.7,0.016556291,14408,47,,,
8/31/11,V11,30.2,-0.011456628,10358,48,,,
8/30/11,V11,30.55,0.028619529,9453,49,,,
8/29/11,V11,29.7,-0.041935484,7777,50,,,
8/26/11,V11,31,-0.023622047,15967,53,,,
8/25/11,V11,31.75,0.009538951,15627,54,,,
8/24/11,V11,31.45,-0.009448819,14208,55,,,
8/23/11,V11,31.75,-0.027565084,21013,56,,,
8/22/11,V11,32.65,0.033227848,12298,57,,,
8/19/11,V11,31.6,0.046357616,15029,60,,,
8/18/11,V11,30.2,0.126865672,15001,61,,,
8/17/11,V11,26.8,0.020952381,7492,62,,,
8/16/11,U11,26.9,0.007490637,21524,35,,,
8/15/11,U11,26.7,-0.041292639,20573,36,,,
8/12/11,U11,27.85,0.007233273,27450,39,,,
8/11/11,U11,27.65,-0.03826087,36504,40,,,
8/10/11,U11,28.75,0.131889764,40377,41,,,
8/9/11,U11,25.4,-0.158940397,43076,42,,,
8/8/11,U11,30.2,0.152671756,43772,43,,,
8/5/11,U11,26.2,0.011583012,45420,46,,,
8/4/11,U11,25.9,0.185354691,39323,47,,,
8/3/11,U11,21.85,-0.006818182,23281,48,,,
8/2/11,U11,22,0.067961165,19203,49,,,
8/1/11,U11,20.6,-0.023696682,20599,50,,,
7/29/11,U11,21.1,-0.02764977,18737,53,,,
7/28/11,U11,21.7,-0.002298851,13813,54,,,
7/27/11,U11,21.75,0.050724638,15534,55,,,
7/26/11,U11,20.7,0.019704433,11377,56,,,
7/25/11,U11,20.3,0.020100503,9029,57,,,
7/22/11,U11,19.9,-0.007481297,10226,60,,,
7/21/11,U11,20.05,-0.045238095,10684,61,,,
7/20/11,U11,21,-0.014084507,7526,62,,,
7/19/11,Q11,19.75,-0.05952381,28038,28,,,
7/18/11,Q11,21,0.03960396,27219,29,,,
7/15/11,Q11,20.2,-0.021791768,26844,32,,,
7/14/11,Q11,20.65,0.029925187,40660,33,,,
7/13/11,Q11,20.05,0.0025,16838,34,,,
7/12/11,Q11,20,0.020408163,27750,35,,,
7/11/11,Q11,19.6,0.073972603,28686,36,,,
7/8/11,Q11,18.25,0.022408964,12629,39,,,
7/7/11,Q11,17.85,-0.027247956,12802,40,,,
7/6/11,Q11,18.35,0.013812155,12374,41,,,
7/5/11,Q11,18.1,0.008356546,11904,42,,,
7/1/11,Q11,17.95,-0.042666667,15630,46,,,
6/30/11,Q11,18.75,-0.031007752,16762,47,,,
6/29/11,Q11,19.35,-0.042079208,15758,48,,,
6/28/11,Q11,20.2,-0.038095238,9013,49,,,
6/27/11,Q11,21,-0.025522042,8018,50,,,
6/24/11,Q11,21.55,0.036057692,11419,53,,,
6/23/11,Q11,20.8,-0.014218009,16474,54,,,
6/22/11,Q11,21.1,0.014423077,12146,55,,,
6/21/11,Q11,20.8,-0.016548463,10727,56,,,
6/20/11,Q11,21.15,-0.038636364,11908,57,,,
6/17/11,Q11,22,-0.013452915,12144,60,,,
6/16/11,Q11,22.3,0.049411765,25121,61,,,
6/15/11,Q11,21.25,0.065162907,24526,62,,,
6/14/11,N11,19.2,-0.04,21412,35,,,
6/13/11,N11,20,0.020408163,32904,36,,,
6/10/11,N11,19.6,0.031578947,23887,39,,,
6/9/11,N11,19,-0.028132992,14117,40,,,
6/8/11,N11,19.55,0.010335917,20794,41,,,
6/7/11,N11,19.35,-0.015267176,16369,42,,,
6/6/11,N11,19.65,0.010282776,12497,43,,,
6/3/11,N11,19.45,0.005167959,15165,46,,,
6/2/11,N11,19.35,-0.010230179,11938,47,,,
6/1/11,N11,19.55,0.053908356,14814,48,,,
5/31/11,N11,18.55,-0.026246719,9642,49,,,
5/27/11,N11,19.05,-0.015503876,9396,53,,,
5/26/11,N11,19.35,-0.027638191,8212,54,,,
5/25/11,N11,19.9,-0.012406948,8088,55,,,
5/24/11,N11,20.15,-0.007389163,8189,56,,,
5/23/11,N11,20.3,0.015,11301,57,,,
5/20/11,N11,20,0.020408163,7168,60,,,
5/19/11,N11,19.6,-0.007594937,8398,61,,,
5/18/11,N11,19.75,-0.022277228,8389,62,,,
5/17/11,M11,18.7,-0.018372703,37014,28,,,
5/16/11,M11,19.05,0.021447721,21979,29,,,
5/13/11,M11,18.65,0.016348774,16053,32,,,
5/12/11,M11,18.35,-0.016085791,18621,33,,,
5/11/11,M11,18.65,0.024725275,16548,34,,,
5/10/11,M11,18.2,-0.034482759,26407,35,,,
5/9/11,M11,18.85,-0.035805627,10434,36,,,
5/6/11,M11,19.55,-0.012626263,16484,39,,,
5/5/11,M11,19.8,0.012787724,17556,40,,,
5/4/11,M11,19.55,0.010335917,11388,41,,,
5/3/11,M11,19.35,0.029255319,10536,42,,,
5/2/11,M11,18.8,0.024523161,9733,43,,,
4/29/11,M11,18.35,-0.002717391,7197,46,,,
4/28/11,M11,18.4,-0.018666667,9350,47,,,
4/27/11,M11,18.75,-0.0234375,9405,48,,,
4/26/11,M11,19.2,-0.020408163,9138,49,,,
4/25/11,M11,19.6,-0.02,6259,50,,,
4/21/11,M11,20,-0.017199017,9260,54,,,
4/20/11,M11,20.35,-0.033254157,12037,55,,,
4/19/11,K11,19.1,-0.054455446,24383,28,,,
4/18/11,K11,20.2,0.027989822,37708,29,,,
4/15/11,K11,19.65,-0.024813896,27671,32,,,
4/14/11,K11,20.15,-0.00982801,11669,33,,,
4/13/11,K11,20.35,-0.016908213,12546,34,,,
4/12/11,K11,20.7,0.012224939,16165,35,,,
4/11/11,K11,20.45,-0.00968523,9798,36,,,
4/8/11,K11,20.65,0.014742015,11705,39,,,
4/7/11,K11,20.35,0.009925558,10391,40,,,
4/6/11,K11,20.15,0,7987,41,,,
4/5/11,K11,20.15,-0.004938272,8450,42,,,
4/4/11,K11,20.25,-0.01459854,5902,43,,,
4/1/11,K11,20.55,-0.012019231,9498,46,,,
3/31/11,K11,20.8,0.004830918,6854,47,,,
3/30/11,K11,20.7,-0.011933174,6035,48,,,
3/29/11,K11,20.95,-0.027842227,6480,49,,,
3/28/11,K11,21.55,0.023752969,5629,50,,,
3/25/11,K11,21.05,0,8436,53,,,
3/24/11,K11,21.05,-0.025462963,13035,54,,,
3/23/11,K11,21.6,-0.029213483,9033,55,,,
3/22/11,K11,22.25,-0.002242152,6013,56,,,
3/21/11,K11,22.3,-0.057082452,6681,57,,,
3/18/11,K11,23.65,-0.030737705,6886,60,,,
3/17/11,K11,24.4,-0.029821074,8895,61,,,
3/16/11,K11,25.15,0.058947368,15568,62,,,
3/15/11,J11,23.45,0.051569507,35770,35,,,
3/14/11,J11,22.3,0.011337868,22348,36,,,
3/11/11,J11,22.05,-0.028634361,30334,39,,,
3/10/11,J11,22.7,0.041284404,20878,40,,,
3/9/11,J11,21.8,0.018691589,13391,41,,,
3/8/11,J11,21.4,-0.018348624,14411,42,,,
3/7/11,J11,21.8,0.030732861,14344,43,,,
3/4/11,J11,21.15,0.02173913,12761,46,,,
3/3/11,J11,20.7,-0.041666667,16570,47,,,
3/2/11,J11,21.6,-0.004608295,11073,48,,,
3/1/11,J11,21.7,0.068965517,13290,49,,,
2/28/11,J11,20.3,-0.040189125,11239,50,,,
2/25/11,J11,21.15,-0.053691275,11884,53,,,
2/24/11,J11,22.35,-0.00886918,12496,54,,,
2/23/11,J11,22.55,0.043981481,15523,55,,,
2/22/11,J11,21.6,0.090909091,14851,56,,,
2/18/11,J11,19.8,0.007633588,6782,60,,,
2/17/11,J11,19.65,0.015503876,10926,61,,,
2/16/11,J11,19.35,0.018421053,7800,62,,,
2/15/11,H11,18.05,0.011204482,19085,28,,,
2/14/11,H11,17.85,-0.011080332,11926,29,,,
2/11/11,H11,18.05,-0.013661202,17138,32,,,
2/10/11,H11,18.3,0.002739726,14870,33,,,
2/9/11,H11,18.25,0.002747253,14369,34,,,
2/8/11,H11,18.2,-0.013550136,12222,35,,,
2/7/11,H11,18.45,-0.021220159,13324,36,,,
2/4/11,H11,18.85,-0.025839793,11350,39,,,
2/3/11,H11,19.35,-0.010230179,8902,40,,,
2/2/11,H11,19.55,-0.00255102,10172,41,,,
2/1/11,H11,19.6,-0.041564792,12385,42,,,
1/31/11,H11,20.45,-0.00968523,13488,43,,,
1/28/11,H11,20.65,0.06443299,16039,46,,,
1/27/11,H11,19.4,-0.017721519,8511,47,,,
1/26/11,H11,19.75,-0.029484029,9463,48,,,
1/25/11,H11,20.35,-0.00973236,10568,49,,,
1/24/11,H11,20.55,-0.021428571,8761,50,,,
1/21/11,H11,21,0.007194245,10601,53,,,
1/20/11,H11,20.85,-0.002392344,13205,54,,,
1/19/11,H11,20.9,0.037220844,9404,55,,,
1/18/11,G11,17.85,-0.029891304,23553,28,,,
1/14/11,G11,18.4,-0.046632124,18635,32,,,
1/13/11,G11,19.3,-0.007712082,11909,33,,,
1/12/11,G11,19.45,-0.046568627,16229,34,,,
1/11/11,G11,20.4,-0.028571429,11544,35,,,
1/10/11,G11,21,0,11635,36,,,
1/7/11,G11,21,0.004784689,11361,39,,,
1/6/11,G11,20.9,-0.002386635,8648,40,,,
