Date,Future,PX_LAST,DAILY_RETURN,PX_VOLUME,DAYS_UNTIL_EXP,,,
8/19/11,G12,29.65,0.027729636,1247,165,,,
8/18/11,G12,28.85,0.101145038,1152,165,,,
8/17/11,G12,26.2,0.013539652,571,165,,,
8/16/11,F12,25.85,0.005836576,1277,165,,,
8/15/11,F12,25.7,-0.03564728,1741,165,,,
8/12/11,F12,26.65,-0.005597015,1157,165,,,
8/11/11,F12,26.8,-0.02722323,2869,165,,,
8/10/11,F12,27.55,0.084645669,1667,165,,,
8/9/11,F12,25.4,-0.071297989,3948,165,,,
8/8/11,F12,27.35,0.066276803,3922,165,,,
8/5/11,F12,25.65,0.01183432,4641,165,,,
8/4/11,F12,25.35,0.081023454,5626,165,,,
8/3/11,F12,23.45,-0.006355932,3642,165,,,
8/2/11,F12,23.6,0.037362637,2502,165,,,
8/1/11,F12,22.75,-0.019396552,1769,165,,,
7/29/11,F12,23.2,-0.027253669,3095,165,,,
7/28/11,F12,23.85,-0.00625,1064,165,,,
7/27/11,F12,24,0.027837259,1703,165,,,
7/26/11,F12,23.35,0.004301075,1125,165,,,
7/25/11,F12,23.25,0.013071895,1193,165,,,
7/22/11,F12,22.95,-0.002173913,1264,165,,,
7/21/11,F12,23,-0.023354565,1293,165,,,
7/20/11,F12,23.55,0.048997773,1192,165,,,
7/19/11,Z11,22.45,-0.026030369,3390,165,,,
7/18/11,Z11,23.05,0.017660044,2589,165,,,
7/15/11,Z11,22.65,-0.013071895,1944,165,,,
7/14/11,Z11,22.95,0.013245033,3341,165,,,
7/13/11,Z11,22.65,0,1692,165,,,
7/12/11,Z11,22.65,0.022573363,2064,165,,,
7/11/11,Z11,22.15,0.035046729,2512,165,,,
7/8/11,Z11,21.4,0.014218009,3932,165,,,
7/7/11,Z11,21.1,-0.025404157,3318,165,,,
7/6/11,Z11,21.65,-0.009153318,2486,165,,,
7/5/11,Z11,21.85,0.004597701,1828,165,,,
7/1/11,Z11,21.75,-0.04185022,3275,165,,,
6/30/11,Z11,22.7,-0.021551724,2883,165,,,
6/29/11,Z11,23.2,-0.016949153,4825,165,,,
6/28/11,Z11,23.6,-0.01048218,2018,165,,,
6/27/11,Z11,23.85,-0.01446281,2155,165,,,
6/24/11,Z11,24.2,0.016806723,1841,165,,,
6/23/11,Z11,23.8,0,3189,165,,,
6/22/11,Z11,23.8,0.010615711,2007,165,,,
6/21/11,Z11,23.55,-0.012578616,2745,165,,,
6/20/11,Z11,23.85,-0.016494845,1986,165,,,
6/17/11,Z11,24.25,-0.008179959,3371,165,,,
6/16/11,Z11,24.45,0.029473684,2848,165,,,
6/15/11,Z11,23.75,0.053215078,2970,165,,,
6/14/11,X11,22.55,-0.030107527,6678,165,,,
6/13/11,X11,23.25,0.004319654,1136,165,,,
6/10/11,X11,23.15,0.019823789,2082,165,,,
6/9/11,X11,22.7,-0.019438445,793,165,,,
6/8/11,X11,23.15,0.004338395,2414,165,,,
6/7/11,X11,23.05,-0.006465517,1760,165,,,
6/6/11,X11,23.2,0.010893246,1736,165,,,
6/3/11,X11,22.95,0.006578947,1152,165,,,
6/2/11,X11,22.8,-0.004366812,847,165,,,
6/1/11,X11,22.9,0.02690583,1953,165,,,
5/31/11,X11,22.3,-0.017621145,910,165,,,
5/27/11,X11,22.7,-0.015184382,1760,165,,,
5/26/11,X11,23.05,-0.019148936,1008,165,,,
5/25/11,X11,23.5,-0.006342495,1620,165,,,
5/24/11,X11,23.65,-0.004210526,1818,165,,,
5/23/11,X11,23.75,0.010638298,1967,165,,,
5/20/11,X11,23.5,0.028446389,2317,165,,,
5/19/11,X11,22.85,0.004395604,2929,165,,,
5/18/11,X11,22.75,-0.002192982,844,165,,,
5/17/11,V11,22.8,-0.004366812,1887,165,,,
5/16/11,V11,22.9,0.004385965,1244,165,,,
5/13/11,V11,22.8,0.011086475,2628,165,,,
5/12/11,V11,22.55,-0.00660793,1800,165,,,
5/11/11,V11,22.7,0.011135857,1500,165,,,
5/10/11,V11,22.45,-0.01750547,1428,165,,,
5/9/11,V11,22.85,-0.019313305,818,165,,,
5/6/11,V11,23.3,-0.008510638,2989,165,,,
5/5/11,V11,23.5,0.008583691,1664,165,,,
5/4/11,V11,23.3,0.004310345,1752,165,,,
5/3/11,V11,23.2,0.006507592,2367,165,,,
5/2/11,V11,23.05,0.022172949,2675,165,,,
4/29/11,V11,22.55,-0.008791209,1641,165,,,
4/28/11,V11,22.75,-0.010869565,2441,165,,,
4/27/11,V11,23,-0.010752688,4613,165,,,
4/26/11,V11,23.25,-0.010638298,4113,165,,,
4/25/11,V11,23.5,-0.006342495,476,165,,,
4/21/11,V11,23.65,-0.006302521,1857,165,,,
4/20/11,V11,23.8,0.012765957,1168,165,,,
4/19/11,U11,23.5,-0.012605042,1283,165,,,
4/18/11,U11,23.8,0.012765957,1138,165,,,
4/15/11,U11,23.5,-0.004237288,951,165,,,
4/14/11,U11,23.6,0,671,165,,,
4/13/11,U11,23.6,-0.006315789,998,165,,,
4/12/11,U11,23.75,0.002109705,2437,165,,,
4/11/11,U11,23.7,0.004237288,1500,165,,,
4/8/11,U11,23.6,0.015053763,874,165,,,
4/7/11,U11,23.25,0.00867679,710,165,,,
4/6/11,U11,23.05,0.002173913,615,165,,,
4/5/11,U11,23,0,431,165,,,
4/4/11,U11,23,-0.006479482,912,165,,,
4/1/11,U11,23.15,-0.002155172,1061,165,,,
3/31/11,U11,23.2,0.004329004,570,165,,,
3/30/11,U11,23.1,-0.012820513,987,165,,,
3/29/11,U11,23.4,-0.014736842,1031,165,,,
3/28/11,U11,23.75,0.00422833,631,165,,,
3/25/11,U11,23.65,0.008528785,677,165,,,
3/24/11,U11,23.45,-0.010548523,910,165,,,
3/23/11,U11,23.7,-0.008368201,712,165,,,
3/22/11,U11,23.9,0.004201681,629,165,,,
3/21/11,U11,23.8,-0.038383838,1109,165,,,
3/18/11,U11,24.75,-0.033203125,1606,165,,,
3/17/11,U11,25.6,-0.033962264,638,165,,,
3/16/11,U11,26.5,0.064257028,2048,165,,,
3/15/11,Q11,24.9,0.018404908,2658,165,,,
3/14/11,Q11,24.45,0.010330579,1088,165,,,
3/11/11,Q11,24.2,-0.016260163,2162,165,,,
3/10/11,Q11,24.6,0.025,2896,165,,,
3/9/11,Q11,24,0.008403361,2848,165,,,
3/8/11,Q11,23.8,-0.006263048,1487,165,,,
3/7/11,Q11,23.95,0.021321962,1968,165,,,
3/4/11,Q11,23.45,0.012958963,3925,165,,,
3/3/11,Q11,23.15,-0.025263158,816,165,,,
3/2/11,Q11,23.75,-0.00210084,940,165,,,
3/1/11,Q11,23.8,0.034782609,1502,165,,,
2/28/11,Q11,23,-0.014989293,1099,165,,,
2/25/11,Q11,23.35,-0.025052192,831,165,,,
2/24/11,Q11,23.95,0,1324,165,,,
2/23/11,Q11,23.95,0.025695931,2245,165,,,
2/22/11,Q11,23.35,0.051801802,3415,165,,,
2/18/11,Q11,22.2,0.011389522,3362,165,,,
2/17/11,Q11,21.95,0.013856813,1993,165,,,
2/16/11,Q11,21.65,0.018823529,1318,165,,,
2/15/11,N11,21.25,0.007109005,987,165,,,
2/14/11,N11,21.1,-0.002364066,276,165,,,
2/11/11,N11,21.15,-0.007042254,1225,165,,,
2/10/11,N11,21.3,-0.013888889,1285,165,,,
2/9/11,N11,21.6,-0.002309469,942,165,,,
2/8/11,N11,21.65,-0.013667426,1591,165,,,
2/7/11,N11,21.95,-0.015695067,1230,165,,,
2/4/11,N11,22.3,-0.013274336,1307,165,,,
2/3/11,N11,22.6,-0.004405286,558,165,,,
2/2/11,N11,22.7,-0.002197802,2062,165,,,
2/1/11,N11,22.75,-0.031914894,1471,165,,,
1/31/11,N11,23.5,-0.016736402,1244,165,,,
1/28/11,N11,23.9,0.032397408,1980,165,,,
1/27/11,N11,23.15,-0.010683761,1859,165,,,
1/26/11,N11,23.4,-0.022964509,1223,165,,,
1/25/11,N11,23.95,-0.008281573,1097,165,,,
1/24/11,N11,24.15,-0.008213552,752,165,,,
1/21/11,N11,24.35,-0.00204918,780,165,,,
1/20/11,N11,24.4,-0.008130081,706,165,,,
1/19/11,N11,24.6,0.060344828,1167,165,,,
1/18/11,M11,23.2,-0.021097046,1002,165,,,
1/14/11,M11,23.7,-0.020661157,728,165,,,
1/13/11,M11,24.2,-0.008196721,595,165,,,
1/12/11,M11,24.4,-0.018108652,1055,165,,,
1/11/11,M11,24.85,-0.009960159,774,165,,,
1/10/11,M11,25.1,0,665,165,,,
1/7/11,M11,25.1,0.006012024,851,165,,,
1/6/11,M11,24.95,-0.002,495,165,,,
1/5/11,M11,25,-0.013806706,301,165,,,
1/4/11,M11,25.35,-0.005882353,739,165,,,
1/3/11,M11,25.5,-0.009708738,1410,165,,,
12/31/10,M11,25.75,0.005859375,524,165,,,
12/30/10,M11,25.6,0.001956947,458,165,,,
12/29/10,M11,25.55,0.003929273,698,165,,,
12/28/10,M11,25.45,0,1286,165,,,
12/27/10,M11,25.45,0.015968064,1717,165,,,
12/23/10,M11,25.05,0.010080645,413,165,,,
12/22/10,M11,24.8,0.014314928,372,165,,,
12/21/10,K11,24.45,-0.006097561,480,165,,,
12/20/10,K11,24.6,-0.004048583,607,165,,,
12/17/10,K11,24.7,-0.004032258,291,165,,,
12/16/10,K11,24.8,-0.006012024,230,165,,,
12/15/10,K11,24.95,0.004024145,257,165,,,
12/14/10,K11,24.85,0.002016129,536,165,,,
12/13/10,K11,24.8,0.002020202,524,165,,,
12/10/10,K11,24.75,-0.017857143,576,165,,,
12/9/10,K11,25.2,-0.01369863,520,165,,,
12/8/10,K11,25.55,-0.015414258,637,165,,,
12/7/10,K11,25.95,0,1141,165,,,
12/6/10,K11,25.95,-0.005747126,514,165,,,
12/3/10,K11,26.1,-0.020637899,770,165,,,
12/2/10,K11,26.65,-0.03442029,748,165,,,
12/1/10,K11,27.6,-0.016042781,546,165,,,
11/30/10,K11,28.05,0.02559415,1477,165,,,
11/29/10,K11,27.35,-0.001824818,843,165,,,
11/26/10,K11,27.4,0.024299065,252,165,,,
11/24/10,K11,26.75,-0.011090573,358,165,,,
11/23/10,K11,27.05,0.020754717,542,165,,,
11/22/10,K11,26.5,-0.007490637,585,165,,,
11/19/10,K11,26.7,-0.005586592,280,165,,,
11/18/10,K11,26.85,-0.030685921,576,165,,,
11/17/10,K11,27.7,-0.001801802,503,165,,,
11/16/10,J11,27.75,0.025878004,1071,165,,,
11/15/10,J11,27.05,-0.012773723,362,165,,,
11/12/10,J11,27.4,0.030075188,602,165,,,
11/11/10,J11,26.6,0.011406844,468,165,,,
11/10/10,J11,26.3,0,633,165,,,
11/9/10,J11,26.3,0.009596929,444,165,,,
11/8/10,J11,26.05,0.009689922,607,165,,,
11/5/10,J11,25.8,0,464,165,,,
11/4/10,J11,25.8,-0.033707865,920,165,,,
11/3/10,J11,26.7,-0.030852995,589,165,,,
11/2/10,J11,27.55,-0.016071429,207,165,,,
11/1/10,J11,28,0,209,165,,,
10/29/10,J11,28,-0.003558719,424,165,,,
10/28/10,J11,28.1,-0.007067138,500,165,,,
10/27/10,J11,28.3,0,546,165,,,
10/26/10,J11,28.3,0.003546099,1604,165,,,
10/25/10,J11,28.2,-0.012259194,304,165,,,
10/22/10,J11,28.55,-0.018900344,267,165,,,
10/21/10,J11,29.1,-0.013559322,709,165,,,
10/20/10,J11,29.5,-0.015025042,642,165,,,
10/19/10,H11,29.95,0.013536379,659,165,,,
10/18/10,H11,29.55,-0.008389262,629,165,,,
10/15/10,H11,29.8,-0.008319468,690,165,,,
10/14/10,H11,30.05,0.013490725,1236,165,,,
10/13/10,H11,29.65,-0.024671053,1656,165,,,
10/12/10,H11,30.4,-0.01458671,840,165,,,
10/11/10,H11,30.85,-0.017515924,806,165,,,
10/8/10,H11,31.4,-0.007898894,417,165,,,
10/7/10,H11,31.65,-0.001577287,959,165,,,
10/6/10,H11,31.7,0.001579779,638,165,,,
10/5/10,H11,31.65,-0.018604651,330,165,,,
10/4/10,H11,32.25,0.0078125,276,165,,,
10/1/10,H11,32,-0.007751938,329,165,,,
9/30/10,H11,32.25,0.015748031,253,165,,,
9/29/10,H11,31.75,0.009538951,344,165,,,
9/28/10,H11,31.45,-0.003169572,298,165,,,
9/27/10,H11,31.55,0,244,165,,,
9/24/10,H11,31.55,-0.017133956,374,165,,,
9/23/10,H11,32.1,0.014218009,521,165,,,
9/22/10,H11,31.65,0.007961783,279,165,,,
9/21/10,H11,31.4,0.001594896,259,165,,,
9/20/10,H11,31.35,-0.006339144,307,165,,,
9/17/10,H11,31.55,0.00477707,557,165,,,
9/16/10,H11,31.4,0.003194888,256,165,,,
9/15/10,H11,31.3,0.019543974,579,165,,,
9/14/10,G11,30.7,-0.004862237,374,165,,,
9/13/10,G11,30.85,-0.017515924,1171,165,,,
9/10/10,G11,31.4,-0.004754358,395,165,,,
9/9/10,G11,31.55,-0.007861635,688,165,,,
9/8/10,G11,31.8,-0.01242236,503,165,,,
9/7/10,G11,32.2,0.010989011,312,165,,,
9/3/10,G11,31.85,-0.016975309,486,165,,,
9/2/10,G11,32.4,-0.004608295,829,165,,,
9/1/10,G11,32.55,-0.019578313,590,165,,,
8/31/10,G11,33.2,0.001508296,338,165,,,
8/30/10,G11,33.15,0.023148148,373,165,,,
8/27/10,G11,32.4,-0.02994012,377,165,,,
8/26/10,G11,33.4,0.010590015,426,165,,,
8/25/10,G11,33.05,-0.019287834,321,165,,,
8/24/10,G11,33.7,0.02276176,207,165,,,
8/23/10,G11,32.95,0.012288786,172,165,,,
8/20/10,G11,32.55,-0.003062787,186,165,,,
8/19/10,G11,32.65,0.018720749,189,165,,,
8/18/10,G11,32.05,0,447,165,,,
8/17/10,F11,32.05,-0.00311042,236,165,,,
8/16/10,F11,32.15,-0.009244992,357,165,,,
8/13/10,F11,32.45,0.015649452,232,165,,,
8/12/10,F11,31.95,0.006299213,260,165,,,
8/11/10,F11,31.75,0.044407895,413,165,,,
8/10/10,F11,30.4,0.006622517,212,165,,,
8/9/10,F11,30.2,-0.004942339,185,165,,,
8/6/10,F11,30.35,0.003305785,178,165,,,
8/5/10,F11,30.25,0.004983389,202,165,,,
8/4/10,F11,30.1,-0.001658375,140,165,,,
8/3/10,F11,30.15,0.008361204,291,165,,,
8/2/10,F11,29.9,-0.029220779,333,165,,,
7/30/10,F11,30.8,-0.004846527,68,165,,,
7/29/10,F11,30.95,0,540,165,,,
7/28/10,F11,30.95,-0.008012821,166,165,,,
7/27/10,F11,31.2,-0.007949126,437,165,,,
7/26/10,F11,31.45,-0.030816641,250,165,,,
7/23/10,F11,32.45,-0.00764526,304,165,,,
7/22/10,F11,32.7,-0.02533532,455,165,,,
7/21/10,F11,33.55,0.0484375,233,165,,,
7/20/10,Z10,32,-0.027355623,580,165,,,
7/19/10,Z10,32.9,-0.004538578,358,165,,,
7/16/10,Z10,33.05,0.042586751,244,165,,,
7/15/10,Z10,31.7,0.016025641,312,165,,,
7/14/10,Z10,31.2,0.021276596,275,165,,,
7/13/10,Z10,30.55,-0.014516129,210,165,,,
7/12/10,Z10,31,-0.009584665,333,165,,,
7/9/10,Z10,31.3,-0.00792393,212,165,,,
7/8/10,Z10,31.55,-0.015600624,201,165,,,
7/7/10,Z10,32.05,-0.043283582,439,165,,,
7/6/10,Z10,33.5,-0.014705882,202,165,,,
7/2/10,Z10,34,-0.002932551,335,165,,,
7/1/10,Z10,34.1,0.005899705,294,165,,,
6/30/10,Z10,33.9,0.011940299,297,165,,,
6/29/10,Z10,33.5,0.068580542,399,165,,,
6/28/10,Z10,31.35,0.019512195,2153,165,,,
6/25/10,Z10,30.75,0.001628664,152,165,,,
6/24/10,Z10,30.7,0.018242123,162,165,,,
6/23/10,Z10,30.15,0.020304569,110,165,,,
6/22/10,Z10,29.55,0.022491349,341,165,,,
6/21/10,Z10,28.9,0.001733102,215,165,,,
6/18/10,Z10,28.85,-0.013675214,169,165,,,
6/17/10,Z10,29.25,-0.006791171,331,165,,,
6/16/10,Z10,29.45,-0.029654036,178,165,,,
6/15/10,X10,30.35,-0.034976153,446,165,,,
6/14/10,X10,31.45,-0.011006289,201,165,,,
6/11/10,X10,31.8,-0.009345794,226,165,,,
6/10/10,X10,32.1,-0.018348624,277,165,,,
6/9/10,X10,32.7,0.004608295,458,165,,,
6/8/10,X10,32.55,-0.00610687,301,165,,,
6/7/10,X10,32.75,0.010802469,193,165,,,
6/4/10,X10,32.4,0.040128411,266,165,,,
6/3/10,X10,31.15,-0.009538951,469,165,,,
6/2/10,X10,31.45,-0.0171875,379,165,,,
6/1/10,X10,32,0.015873016,365,165,,,
5/28/10,X10,31.5,0.004784689,133,165,,,
5/27/10,X10,31.35,-0.044207317,234,165,,,
5/26/10,X10,32.8,-0.006060606,650,165,,,
5/25/10,X10,33,-0.010494753,4231,165,,,
5/24/10,X10,33.35,-0.001497006,151,165,,,
5/21/10,X10,33.4,0.003003003,695,165,,,
5/20/10,X10,33.3,0.069020867,488,165,,,
5/19/10,X10,31.15,0.019639935,195,165,,,
5/18/10,V10,30.55,0.028619529,244,165,,,
5/17/10,V10,29.7,0.017123288,336,165,,,
5/14/10,V10,29.2,0.052252252,309,165,,,
5/13/10,V10,27.75,0.001805054,338,165,,,
5/12/10,V10,27.7,-0.031468531,448,165,,,
5/11/10,V10,28.6,0.001751313,290,165,,,
5/10/10,V10,28.55,-0.079032258,741,165,,,
5/7/10,V10,31,0.045531197,529,165,,,
5/6/10,V10,29.65,0.074275362,1314,165,,,
5/5/10,V10,27.6,0.03564728,483,165,,,
5/4/10,V10,26.65,0.045098039,482,165,,,
5/3/10,V10,25.5,-0.007782101,168,165,,,
4/30/10,V10,25.7,0.03006012,269,165,,,
4/29/10,V10,24.95,-0.007952286,434,165,,,
4/28/10,V10,25.15,-0.001984127,303,165,,,
4/27/10,V10,25.2,0.043478261,336,165,,,
4/26/10,V10,24.15,0,164,165,,,
4/23/10,V10,24.15,-0.002066116,254,165,,,
4/22/10,V10,24.2,0.010438413,239,165,,,
4/21/10,V10,23.95,0.023504274,171,165,,,
4/20/10,U10,23.4,-0.004255319,245,165,,,
4/19/10,U10,23.5,-0.004237288,285,165,,,
4/16/10,U10,23.6,0.019438445,461,165,,,
4/15/10,U10,23.15,0.002164502,273,165,,,
4/14/10,U10,23.1,-0.006451613,205,165,,,
4/13/10,U10,23.25,0.006493506,149,165,,,
4/12/10,U10,23.1,-0.004310345,179,165,,,
4/9/10,U10,23.2,0,542,165,,,
4/8/10,U10,23.2,0,172,165,,,
4/7/10,U10,23.2,0.008695652,345,165,,,
4/6/10,U10,23,-0.010752688,754,165,,,
4/5/10,U10,23.25,-0.016913319,174,165,,,
4/1/10,U10,23.65,0.002118644,300,165,,,
3/31/10,U10,23.6,0.002123142,139,165,,,
3/30/10,U10,23.55,0,64,165,,,
3/29/10,U10,23.55,-0.006329114,171,165,,,
3/26/10,U10,23.7,0,420,165,,,
3/25/10,U10,23.7,0.002114165,154,165,,,
3/24/10,U10,23.65,0.010683761,66,165,,,
3/23/10,U10,23.4,-0.004255319,68,165,,,
3/22/10,U10,23.5,-0.004237288,96,165,,,
3/19/10,U10,23.6,0.010706638,62,165,,,
3/18/10,U10,23.35,-0.006382979,102,165,,,
3/17/10,U10,23.5,-0.002123142,161,165,,,
3/16/10,Q10,23.55,-0.010504202,127,165,,,
3/15/10,Q10,23.8,0.006342495,81,165,,,
3/12/10,Q10,23.65,-0.008385744,477,165,,,
3/11/10,Q10,23.85,0.00845666,93,165,,,
3/10/10,Q10,23.65,0.010683761,292,165,,,
3/9/10,Q10,23.4,-0.002132196,180,165,,,
3/8/10,Q10,23.45,-0.00212766,72,165,,,
3/5/10,Q10,23.5,-0.012605042,120,165,,,
3/4/10,Q10,23.8,0,106,165,,,
3/3/10,Q10,23.8,-0.01039501,307,165,,,
3/2/10,Q10,24.05,-0.002074689,160,165,,,
3/1/10,Q10,24.1,-0.004132231,236,165,,,
2/26/10,Q10,24.2,0,29,165,,,
2/25/10,Q10,24.2,-0.002061856,116,165,,,
2/24/10,Q10,24.25,-0.004106776,111,165,,,
2/23/10,Q10,24.35,0.004123711,475,165,,,
2/22/10,Q10,24.25,-0.012219959,97,165,,,
2/19/10,Q10,24.55,-0.014056225,190,165,,,
2/18/10,Q10,24.9,-0.005988024,98,165,,,
2/17/10,Q10,25.05,-0.015717092,49,165,,,
2/16/10,N10,25.45,-0.02303263,67,165,,,
2/12/10,N10,26.05,0.003853565,61,165,,,
2/11/10,N10,25.95,-0.009541985,33,165,,,
2/10/10,N10,26.2,0.001912046,43,165,,,
2/9/10,N10,26.15,-0.007590133,116,165,,,
2/8/10,N10,26.35,0.005725191,228,165,,,
2/5/10,N10,26.2,0.011583012,130,165,,,
2/4/10,N10,25.9,0.038076152,85,165,,,
2/3/10,N10,24.95,0.002008032,45,165,,,
2/2/10,N10,24.9,-0.005988024,69,165,,,
2/1/10,N10,25.05,-0.015717092,60,165,,,
1/29/10,N10,25.45,0.011928429,80,165,,,
1/28/10,N10,25.15,0.001992032,40,165,,,
1/27/10,N10,25.1,-0.005940594,96,165,,,
1/26/10,N10,25.25,0.003976143,119,165,,,
1/25/10,N10,25.15,-0.01372549,17,165,,,
1/22/10,N10,25.5,0.038696538,109,165,,,
1/21/10,N10,24.55,0.029350105,108,165,,,
1/20/10,N10,23.85,0.00210084,102,165,,,
1/19/10,M10,23.8,-0.022587269,191,165,,,
1/15/10,M10,24.35,0.014583333,71,165,,,
1/14/10,M10,24,-0.016393443,861,165,,,
1/13/10,M10,24.4,-0.00204499,116,165,,,
1/12/10,M10,24.45,0.00204918,551,165,,,
1/11/10,M10,24.4,-0.008130081,87,165,,,
1/8/10,M10,24.6,-0.010060362,164,165,,,
1/7/10,M10,24.85,-0.007984032,64,165,,,
1/6/10,M10,25.05,-0.017647059,49,165,,,
1/5/10,M10,25.5,-0.009708738,69,165,,,
1/4/10,M10,25.75,-0.020912548,139,165,,,
12/31/09,M10,26.3,0.015444015,56,165,,,
12/30/09,M10,25.9,0.007782101,33,165,,,
12/29/09,M10,25.7,-0.003875969,39,165,,,
12/28/09,M10,25.8,-0.005780347,25,165,,,
12/24/09,M10,25.95,-0.005747126,71,165,,,
12/23/09,M10,26.1,-0.005714286,60,165,,,
12/22/09,M10,26.25,-0.018691589,86,165,,,
12/21/09,M10,26.75,-0.029038113,128,165,,,
12/18/09,M10,27.55,-0.012544803,54,165,,,
12/17/09,M10,27.9,0.007220217,24,165,,,
12/16/09,M10,27.7,-0.005385996,73,165,,,
12/15/09,K10,27.85,-0.010657194,242,165,,,
12/14/09,K10,28.15,-0.003539823,91,165,,,
12/11/09,K10,28.25,-0.003527337,47,165,,,
12/10/09,K10,28.35,-0.003514938,86,165,,,
12/9/09,K10,28.45,-0.001754386,84,165,,,
12/8/09,K10,28.5,0.021505376,49,165,,,
12/7/09,K10,27.9,0,71,165,,,
12/4/09,K10,27.9,-0.001788909,69,165,,,
12/3/09,K10,27.95,-0.001785714,87,165,,,
12/2/09,K10,28,0.001788909,70,165,,,
12/1/09,K10,27.95,-0.019298246,55,165,,,
11/30/09,K10,28.5,0.005291005,135,165,,,
11/27/09,K10,28.35,0.030909091,29,165,,,
11/25/09,K10,27.5,-0.003623188,18,165,,,
11/24/09,K10,27.6,-0.003610108,27,165,,,
11/23/09,K10,27.7,-0.012477718,30,165,,,
11/20/09,K10,28.05,0.001785714,107,165,,,
11/19/09,K10,28,0.005385996,207,165,,,
11/18/09,K10,27.85,-0.003577818,83,165,,,
11/17/09,J10,27.95,0.001792115,116,165,,,
11/16/09,J10,27.9,-0.007117438,54,165,,,
11/13/09,J10,28.1,-0.003546099,202,165,,,
11/12/09,J10,28.2,0.016216216,155,165,,,
11/11/09,J10,27.75,0.012773723,140,165,,,
11/10/09,J10,27.4,0.011070111,117,165,,,
11/9/09,J10,27.1,-0.019891501,150,165,,,
11/6/09,J10,27.65,-0.005395683,80,165,,,
11/5/09,J10,27.8,-0.012433393,89,165,,,
11/4/09,J10,28.15,-0.010544815,46,165,,,
11/3/09,J10,28.45,0.007079646,40,165,,,
11/2/09,J10,28.25,-0.00528169,59,165,,,
10/30/09,J10,28.4,0.038391225,100,165,,,
10/29/09,J10,27.35,-0.021466905,41,165,,,
10/28/09,J10,27.95,0.014519056,24,165,,,
10/27/09,J10,27.55,0,55,165,,,
10/26/09,J10,27.55,0.016605166,62,165,,,
10/23/09,J10,27.1,0.014981273,59,165,,,
10/22/09,J10,26.7,-0.018382353,53,165,,,
10/21/09,J10,27.2,0.009276438,16,165,,,
10/20/09,H10,26.95,-0.003696858,95,165,,,
10/19/09,H10,27.05,-0.010968921,86,165,,,
10/16/09,H10,27.35,0.011090573,50,165,,,
10/15/09,H10,27.05,-0.01814882,72,165,,,
10/14/09,H10,27.55,0,539,165,,,
10/13/09,H10,27.55,0,49,165,,,
10/12/09,H10,27.55,-0.010771993,17,165,,,
10/9/09,H10,27.85,-0.008896797,19,165,,,
10/8/09,H10,28.1,-0.008818342,52,165,,,
10/7/09,H10,28.35,-0.003514938,28,165,,,
10/6/09,H10,28.45,-0.017271157,52,165,,,
10/5/09,H10,28.95,-0.01362862,33,165,,,
10/2/09,H10,29.35,-0.005084746,42,165,,,
10/1/09,H10,29.5,0.024305556,137,165,,,
9/30/09,H10,28.8,0.003484321,92,165,,,
9/29/09,H10,28.7,0.001745201,39,165,,,
9/28/09,H10,28.65,-0.018835616,38,165,,,
9/25/09,H10,29.2,0.003436426,14,165,,,
9/24/09,H10,29.1,0.0228471,61,165,,,
9/23/09,H10,28.45,-0.005244755,85,165,,,
9/22/09,H10,28.6,0,71,165,,,
9/21/09,H10,28.6,0.005272408,35,165,,,
9/18/09,H10,28.45,0.008865248,29,165,,,
9/17/09,H10,28.2,0.001776199,30,165,,,
9/16/09,H10,28.15,-0.019163763,101,165,,,
9/15/09,G10,28.7,-0.00173913,14,165,,,
9/14/09,G10,28.75,-0.006908463,25,165,,,
9/11/09,G10,28.95,0.010471204,168,165,,,
9/10/09,G10,28.65,-0.015463918,142,165,,,
9/9/09,G10,29.1,-0.008517888,368,165,,,
9/8/09,G10,29.35,-0.008445946,8,165,,,
9/4/09,G10,29.6,-0.013333333,58,165,,,
9/3/09,G10,30,-0.029126214,13,165,,,
9/2/09,G10,30.9,0.009803922,23,165,,,
9/1/09,G10,30.6,0.023411371,108,165,,,
8/31/09,G10,29.9,0.010135135,13,165,,,
8/28/09,G10,29.6,0.001692047,25,165,,,
8/27/09,G10,29.55,-0.003372681,50,165,,,
8/26/09,G10,29.65,0.010221465,20,165,,,
8/25/09,G10,29.35,0.008591065,18,165,,,
8/24/09,G10,29.1,0.005181347,57,165,,,
8/21/09,G10,28.95,-0.01362862,11,165,,,
8/20/09,G10,29.35,-0.005084746,22,165,,,
8/19/09,G10,29.5,-0.006734007,7,165,,,
8/18/09,F10,29.7,-0.01,34,165,,,
8/17/09,F10,30,0.052631579,70,165,,,
8/14/09,F10,28.5,-0.005235602,21,165,,,
8/13/09,F10,28.65,0.001748252,32,165,,,
8/12/09,F10,28.6,-0.008665511,48,165,,,
8/11/09,F10,28.85,0.014059754,62,165,,,
8/10/09,F10,28.45,0.003527337,11,165,,,
8/7/09,F10,28.35,-0.020725389,31,165,,,
8/6/09,F10,28.95,0.005208333,26,165,,,
8/5/09,F10,28.8,0.003484321,12,165,,,
8/4/09,F10,28.7,-0.00173913,61,165,,,
8/3/09,F10,28.75,-0.015410959,9,165,,,
7/31/09,F10,29.2,0.015652174,280,165,,,
7/30/09,F10,28.75,-0.013722127,104,165,,,
7/29/09,F10,29.15,0.003442341,244,165,,,
7/28/09,F10,29.05,0.019298246,92,165,,,
7/27/09,F10,28.5,0.014234875,18,165,,,
