Date,1_Future,1_PX_LAST,1_DAILY_RETURN,1_PX_VOLUME,1_DAYS_UNTIL_EXP
10/5/15,V15,19.875,-0.056939502,72680,16
10/2/15,V15,21.075,-0.051743532,101842,19
10/1/15,V15,22.225,-0.034744843,91469,20
9/30/15,V15,23.025,-0.035602094,79047,21
9/29/15,V15,23.875,-0.008307373,102536,22
9/28/15,V15,24.075,0.078387458,124864,23
9/25/15,V15,22.325,0.020571429,106995,26
9/24/15,V15,21.875,0.035502959,136462,27
9/23/15,V15,21.125,-0.029850746,83350,28
9/22/15,V15,21.775,0.106734435,147060,29
9/21/15,V15,19.675,-0.085946574,101186,30
9/18/15,V15,21.525,0.053855569,133785,33
9/17/15,V15,20.425,0.076416337,174730,34
9/16/15,U15,22.4,-0.007751938,1297,0
9/15/15,U15,22.575,-0.048472076,75091,1
9/14/15,U15,23.725,-0.003151261,67304,2
9/11/15,U15,23.8,-0.036437247,63681,5
9/10/15,U15,24.7,-0.043562439,122008,6
9/9/15,U15,25.825,0.048730964,86834,7
9/8/15,U15,24.625,-0.12132025,68529,8
9/4/15,U15,28.025,0.093658537,112927,12
9/3/15,U15,25.625,-0.013474495,148184,13
9/2/15,U15,25.975,-0.126156434,134746,14
9/1/15,U15,29.725,0.124881741,187957,15
8/31/15,U15,26.425,0.081883316,97411,16
8/28/15,U15,24.425,0.010341262,152309,19
8/27/15,U15,24.175,0.018967334,204468,20
8/26/15,U15,23.725,-0.063178677,236606,21
8/25/15,U15,25.325,0.007960199,268787,22
8/24/15,U15,25.125,0.262562814,379245,23
8/21/15,U15,19.9,0.148629149,329535,26
8/20/15,U15,17.325,0.101748808,182302,27
8/19/15,Q15,14.45,0.012259194,2483,0
8/18/15,Q15,14.275,0.032549729,68418,1
8/17/15,Q15,13.825,-0.031523643,80213,2
8/14/15,Q15,14.275,0.007054674,96850,5
8/13/15,Q15,14.175,-0.010471204,95427,6
8/12/15,Q15,14.325,-0.010362694,165749,7
8/11/15,Q15,14.475,0.066298343,104137,8
8/10/15,Q15,13.575,-0.049036778,63940,9
8/7/15,Q15,14.275,-0.013816926,104040,12
8/6/15,Q15,14.475,0.039497307,95773,13
8/5/15,Q15,13.925,-0.014159292,76177,14
8/4/15,Q15,14.125,0.018018018,75617,15
8/3/15,Q15,13.875,-0.007155635,89672,16
7/31/15,Q15,13.975,0.003590664,73268,19
7/30/15,Q15,13.925,-0.010657194,83388,20
7/29/15,Q15,14.075,-0.020869565,99656,21
7/28/15,Q15,14.375,-0.088748019,114597,22
7/27/15,Q15,15.775,0.058724832,115925,23
7/24/15,Q15,14.9,0.043782837,116898,26
7/23/15,Q15,14.275,0.007054674,115707,27
7/22/15,N15,12.95,0.046464646,1262,0
7/21/15,N15,12.375,-0.011976048,61495,1
7/20/15,N15,12.525,-0.030947776,53144,2
7/17/15,N15,12.925,0,53075,5
7/16/15,N15,12.925,-0.075134168,77223,6
7/15/15,N15,13.975,-0.007104796,86316,7
7/14/15,N15,14.075,-0.027633851,74553,8
7/13/15,N15,14.475,-0.137108793,91181,9
7/10/15,N15,16.775,-0.108897742,104299,12
7/9/15,N15,18.825,0.021709634,109809,13
7/8/15,N15,18.425,0.12863706,137357,14
7/7/15,N15,16.325,-0.052249637,153652,15
7/6/15,N15,17.225,0.017725258,117515,16
7/2/15,N15,16.925,0.062794349,128072,20
7/1/15,N15,15.925,-0.080808081,117009,21
6/30/15,N15,17.325,-0.002877698,181522,22
6/29/15,N15,17.375,0.196213425,198317,23
6/26/15,N15,14.525,-0.006837607,68129,26
6/25/15,N15,14.625,0.003430532,72572,27
6/24/15,N15,14.575,0.035523979,78297,28
6/23/15,N15,14.075,-0.030981067,66072,29
6/22/15,N15,14.525,-0.05834684,68779,30
6/19/15,N15,15.425,0.030050083,65443,33
6/18/15,N15,14.975,-0.0416,99405,34
6/17/15,M15,14.85,-0.005025126,1708,0
6/16/15,M15,14.925,-0.035541195,67066,1
6/15/15,M15,15.475,0.089788732,127496,2
6/12/15,M15,14.2,0.049907579,114094,5
6/11/15,M15,13.525,-0.025225225,86576,6
6/10/15,M15,13.875,-0.064080944,85532,7
6/9/15,M15,14.825,-0.026272578,74420,8
6/8/15,M15,15.225,0.033955857,72308,9
6/5/15,M15,14.725,-0.016694491,96147,12
6/4/15,M15,14.975,0.04173913,114123,13
6/3/15,M15,14.375,-0.033613445,74856,14
6/2/15,M15,14.875,0.02058319,77531,15
6/1/15,M15,14.575,-0.003418803,63088,16
5/29/15,M15,14.625,0.010362694,87673,19
5/28/15,M15,14.475,-0.003442341,68255,20
5/27/15,M15,14.525,-0.02680067,66412,21
5/26/15,M15,14.925,0.034662045,107216,22
5/22/15,M15,14.425,0.006980803,57438,26
5/21/15,M15,14.325,-0.03697479,75337,27
5/20/15,K15,13.11,-0.001142857,1084,0
5/19/15,K15,13.125,-0.011299435,69271,1
5/18/15,K15,13.275,-0.029250457,68778,2
5/15/15,K15,13.675,-0.003642987,89585,5
5/14/15,K15,13.725,-0.041884817,51868,6
5/13/15,K15,14.325,-0.020512821,78107,7
5/12/15,K15,14.625,-0.020100503,70928,8
5/11/15,K15,14.925,0.03826087,59717,9
5/8/15,K15,14.375,-0.068071313,85698,12
5/7/15,K15,15.425,-0.015948963,86385,13
5/6/15,K15,15.675,0.02955665,93165,14
5/5/15,K15,15.225,0.051813472,88584,15
5/4/15,K15,14.475,0,51943,16
5/1/15,K15,14.475,-0.06763285,64322,19
4/30/15,K15,15.525,0.029850746,78098,20
4/29/15,K15,15.075,0.041450777,88823,21
4/28/15,K15,14.475,-0.042975207,68270,22
4/27/15,K15,15.125,0.034188034,55365,23
4/24/15,K15,14.625,-0.006791171,39018,26
4/23/15,K15,14.725,-0.013400335,46780,27
4/22/15,K15,14.925,-0.01322314,53675,28
4/21/15,K15,15.125,-0.003294893,55275,29
4/20/15,K15,15.175,-0.031897927,67061,30
4/17/15,K15,15.675,0.036363636,103005,33
4/16/15,K15,15.125,-0.013050571,52875,34
4/15/15,J15,13.25,-0.023941068,1915,0
4/14/15,J15,13.575,-0.052356021,77579,1
4/13/15,J15,14.325,0.067039106,100062,2
4/10/15,J15,13.425,-0.046181172,70894,5
4/9/15,J15,14.075,-0.050590219,66456,6
4/8/15,J15,14.825,-0.029459902,65607,7
4/7/15,J15,15.275,0,50128,8
4/6/15,J15,15.275,-0.0224,48923,9
4/3/15,J15,15.625,0,100,12
4/2/15,J15,15.625,-0.024960998,48818,13
4/1/15,J15,16.025,-0.015360983,72796,14
3/31/15,J15,16.275,0.031695721,54385,15
3/30/15,J15,15.775,-0.027734977,52776,16
3/27/15,J15,16.225,-0.015174507,54446,19
3/26/15,J15,16.475,-0.006033183,96292,20
3/25/15,J15,16.575,0.044094488,87239,21
3/24/15,J15,15.875,-0.01244168,74025,22
3/23/15,J15,16.075,-0.00618238,48728,23
3/20/15,J15,16.175,-0.02118003,96857,26
3/19/15,J15,16.525,0,69122,27
3/18/15,H15,16.05,0.0272,3059,0
3/17/15,H15,15.625,-0.031007752,48876,1
3/16/15,H15,16.125,-0.01826484,55110,2
3/13/15,H15,16.425,0.034645669,64412,5
3/12/15,H15,15.875,-0.078374456,55383,6
3/11/15,H15,17.225,0.017725258,61856,7
3/10/15,H15,16.925,0.069510269,77705,8
3/9/15,H15,15.825,-0.024653313,51405,9
3/6/15,H15,16.225,0.058727569,88752,12
3/5/15,H15,15.325,-0.025437202,53062,13
3/4/15,H15,15.725,-0.003169572,66356,14
3/3/15,H15,15.775,0.029363785,62081,15
3/2/15,H15,15.325,-0.031595577,48477,16
2/27/15,H15,15.825,-0.012480499,55554,19
2/26/15,H15,16.025,-0.02435312,60041,20
2/25/15,H15,16.425,0.018604651,78936,21
2/24/15,H15,16.125,-0.052863436,73939,22
2/23/15,H15,17.025,0.005908419,36333,23
2/20/15,H15,16.925,-0.039716312,76272,26
2/19/15,H15,17.625,-0.013986014,51922,27
2/18/15,G15,16.1,-0.00617284,1276,0
2/17/15,G15,16.2,-0.018181818,51505,1
2/13/15,G15,16.5,-0.022222222,54911,5
2/12/15,G15,16.875,-0.08412483,76009,6
2/11/15,G15,18.425,-0.00807537,65406,7
2/10/15,G15,18.575,-0.053503185,52514,8
2/9/15,G15,19.625,0.023468057,52069,9
2/6/15,G15,19.175,0.026773762,96106,12
2/5/15,G15,18.675,-0.05562579,65869,13
2/4/15,G15,19.775,0.047682119,77269,14
2/3/15,G15,18.875,-0.055068836,79024,15
2/2/15,G15,19.975,-0.049940547,92211,16
1/30/15,G15,21.025,0.102228047,98399,19
1/29/15,G15,19.075,-0.068376068,108319,20
1/28/15,G15,20.475,0.145454545,119804,21
1/27/15,G15,17.875,0.037735849,90598,22
1/26/15,G15,17.225,-0.062585034,66105,23
1/23/15,G15,18.375,0.027972028,74434,26
1/22/15,G15,17.875,-0.052980132,102787,27
1/21/15,F15,20.6,0.021065675,1082,0
1/20/15,F15,20.175,-0.021818182,68553,1
1/16/15,F15,20.625,-0.039580908,76205,5
1/15/15,F15,21.475,0.043742406,106266,6
1/14/15,F15,20.575,0.019826518,125716,7
1/13/15,F15,20.175,0.030651341,102758,8
1/12/15,F15,19.575,0.051006711,86666,9
1/9/15,F15,18.625,0.053748232,96928,12
1/8/15,F15,17.675,-0.062334218,81471,13
1/7/15,F15,18.85,-0.051572327,92173,14
1/6/15,F15,19.875,0.039215686,131882,15
1/5/15,F15,19.125,0.072931276,109069,16
1/2/15,F15,17.825,-0.0110957,104309,19
12/31/14,F15,18.025,0.097412481,76641,21
12/30/14,F15,16.425,0.021772939,46374,22
12/29/14,F15,16.075,0.015797788,46797,23
12/26/14,F15,15.825,-0.024653313,29897,26
12/24/14,F15,16.225,0.018838305,26972,28
12/23/14,F15,15.925,-0.0304414,60062,29
12/22/14,F15,16.425,-0.00755287,63833,30
12/19/14,F15,16.55,-0.037790698,109156,33
12/18/14,F15,17.2,-0.025495751,128713,34
12/17/14,Z14,22.3,-0.034632035,2348,0
12/16/14,Z14,23.1,0.178571429,89460,1
12/15/14,Z14,19.6,0,115437,2
12/12/14,Z14,19.6,0.02617801,139145,5
12/11/14,Z14,19.1,0.097701149,142837,6
12/10/14,Z14,17.4,0.167785235,149965,7
12/9/14,Z14,14.9,0.013605442,107260,8
12/8/14,Z14,14.7,0.080882353,73774,9
12/5/14,Z14,13.6,-0.025089606,59295,12
12/4/14,Z14,13.95,-0.021052632,64350,13
12/3/14,Z14,14.25,0,43085,14
12/2/14,Z14,14.25,-0.086538462,65644,15
12/1/14,Z14,15.6,0.050505051,70897,16
11/28/14,Z14,14.85,0.045774648,53492,19
11/26/14,Z14,14.2,-0.017301038,38532,21
11/25/14,Z14,14.45,-0.006872852,48519,22
11/24/14,Z14,14.55,-0.026755853,43203,23
11/21/14,Z14,14.95,-0.01320132,54756,26
11/20/14,Z14,15.15,-0.022580645,46625,27
11/19/14,X14,14.55,0.039285714,873,0
11/18/14,X14,14,-0.024390244,49444,1
11/17/14,X14,14.35,0,50885,2
11/14/14,X14,14.35,-0.023809524,42407,5
11/13/14,X14,14.7,0.020833333,58205,6
11/12/14,X14,14.4,0.021276596,41392,7
11/11/14,X14,14.1,0.007142857,39548,8
11/10/14,X14,14,-0.054054054,61606,9
11/7/14,X14,14.8,-0.006711409,49590,12
11/6/14,X14,14.9,-0.026143791,58523,13
11/5/14,X14,15.3,-0.034700315,47237,14
11/4/14,X14,15.85,-0.006269592,55543,15
11/3/14,X14,15.95,0.009493671,45204,16
10/31/14,X14,15.8,-0.021671827,63800,19
10/30/14,X14,16.15,-0.009202454,81116,20
10/29/14,X14,16.3,0.038216561,109067,21
10/28/14,X14,15.7,-0.073746313,87014,22
10/27/14,X14,16.95,0,82886,23
10/24/14,X14,16.95,-0.020231214,104259,26
10/23/14,X14,17.3,-0.044198895,143300,27
10/22/14,X14,18.1,0.067846608,139708,28
10/21/14,V14,16.35,-0.116216216,54481,0
10/20/14,V14,18.5,-0.119047619,67848,1
10/17/14,V14,21,-0.058295964,101472,4
10/16/14,V14,22.3,-0.068893528,179619,5
10/15/14,V14,23.95,0.145933014,313391,6
10/14/14,V14,20.9,-0.081318681,208703,7
10/13/14,V14,22.75,0.148989899,191270,8
10/10/14,V14,19.8,0.151162791,195380,11
10/9/14,V14,17.2,0.127868852,164461,12
10/8/14,V14,15.25,-0.108187135,105257,13
10/7/14,V14,17.1,0.085714286,97442,14
10/6/14,V14,15.75,0.036184211,68983,15
10/3/14,V14,15.2,-0.081570997,92380,18
10/2/14,V14,16.55,-0.020710059,106165,19
10/1/14,V14,16.9,0.036809816,112041,20
9/30/14,V14,16.3,0.003076923,85650,21
9/29/14,V14,16.25,0.058631922,101622,22
9/26/14,V14,15.35,-0.028481013,99873,25
9/25/14,V14,15.8,0.078498294,160048,26
9/24/14,V14,14.65,-0.048701299,71061,27
9/23/14,V14,15.4,0.033557047,98330,28
9/22/14,V14,14.9,0.053003534,89528,29
9/19/14,V14,14.15,0.007117438,70296,32
9/18/14,V14,14.05,-0.014035088,46181,33
9/17/14,V14,14.25,-0.010416667,95344,34
9/16/14,U14,13.05,-0.09375,65458,0
9/15/14,U14,14.4,0.024911032,59239,1
9/12/14,U14,14.05,0.036900369,93788,4
9/11/14,U14,13.55,-0.010948905,60954,5
9/10/14,U14,13.7,-0.010830325,62403,6
9/9/14,U14,13.85,0.037453184,61922,7
9/8/14,U14,13.35,0.011363636,35214,8
9/5/14,U14,13.2,-0.025830258,51271,11
9/4/14,U14,13.55,0.003703704,63166,12
9/3/14,U14,13.5,-0.018181818,45971,13
9/2/14,U14,13.75,-0.003623188,39085,14
8/29/14,U14,13.8,0.014705882,36711,18
8/28/14,U14,13.6,0.003690037,40527,19
8/27/14,U14,13.55,0.007434944,28482,20
8/26/14,U14,13.45,0.007490637,41440,21
8/25/14,U14,13.35,-0.011111111,39761,22
8/22/14,U14,13.5,0.007462687,69829,25
8/21/14,U14,13.4,-0.007407407,45927,26
8/20/14,U14,13.5,0,69374,27
8/19/14,Q14,12.2,-0.027888446,40797,0
8/18/14,Q14,12.55,-0.052830189,48035,1
8/15/14,Q14,13.25,0.023166023,124232,4
8/14/14,Q14,12.95,-0.044280443,61079,5
8/13/14,Q14,13.55,-0.075085324,66149,6
8/12/14,Q14,14.65,-0.010135135,67807,7
8/11/14,Q14,14.8,-0.075,73323,8
8/8/14,Q14,16,-0.039039039,100215,11
8/7/14,Q14,16.65,0.027777778,136139,12
8/6/14,Q14,16.2,0.003095975,116483,13
8/5/14,Q14,16.15,0.080267559,155756,14
8/4/14,Q14,14.95,-0.068535826,117818,15
8/1/14,Q14,16.05,0.055921053,237709,18
7/31/14,Q14,15.2,0.121771218,165166,19
7/30/14,Q14,13.55,0.007434944,93462,20
7/29/14,Q14,13.45,0.007490637,65891,21
7/28/14,Q14,13.35,-0.011111111,68232,22
7/25/14,Q14,13.5,0.022727273,69818,25
7/24/14,Q14,13.2,0.011494253,52491,26
7/23/14,Q14,13.05,0.003846154,63514,27
7/22/14,Q14,13,-0.029850746,61636,28
7/21/14,Q14,13.4,0.030769231,83751,29
7/18/14,Q14,13,-0.051094891,104380,32
7/17/14,Q14,13.7,0.078740157,194574,33
7/16/14,Q14,12.7,-0.023076923,81288,34
7/15/14,N14,12.2,0.012448133,77074,0
7/14/14,N14,12.05,-0.04743083,53412,1
7/11/14,N14,12.65,-0.026923077,63832,4
7/10/14,N14,13,0.06122449,105914,5
7/9/14,N14,12.25,-0.012096774,78354,6
7/8/14,N14,12.4,0.020576132,88326,7
7/7/14,N14,12.15,0.029661017,49349,8
7/3/14,N14,11.8,-0.012552301,38839,12
7/2/14,N14,11.95,-0.012396694,43448,13
7/1/14,N14,12.1,-0.02811245,63643,14
6/30/14,N14,12.45,-0.015810277,49874,15
6/27/14,N14,12.65,-0.007843137,42617,18
6/26/14,N14,12.75,0.007905138,69532,19
6/25/14,N14,12.65,-0.034351145,76264,20
6/24/14,N14,13.1,0.03968254,80066,21
6/23/14,N14,12.6,-0.023255814,59610,22
6/20/14,N14,12.9,0.0078125,48744,25
6/19/14,N14,12.8,0.007874016,61730,26
6/18/14,N14,12.7,-0.055762082,99741,27
6/17/14,M14,12.35,-0.053639847,72158,0
6/16/14,M14,13.05,0.007722008,59315,1
6/13/14,M14,12.95,-0.018939394,71745,4
6/12/14,M14,13.2,0.056,91105,5
6/11/14,M14,12.5,0.037344398,60185,6
6/10/14,M14,12.05,-0.012295082,47926,7
6/9/14,M14,12.2,0.016666667,56812,8
6/6/14,M14,12,-0.051383399,83794,11
6/5/14,M14,12.65,-0.041666667,85473,12
6/4/14,M14,13.2,-0.007518797,46351,13
6/3/14,M14,13.3,0.007575758,42088,14
6/2/14,M14,13.2,-0.007518797,38939,15
5/30/14,M14,13.3,0,29255,18
5/29/14,M14,13.3,-0.011152416,45814,19
5/28/14,M14,13.45,0,65535,20
5/27/14,M14,13.45,-0.032374101,52064,21
5/23/14,M14,13.9,-0.010676157,22321,25
5/22/14,M14,14.05,-0.003546099,46094,26
5/21/14,M14,14.1,-0.020833333,65569,27
5/20/14,K14,13.05,0.003846154,71024,0
5/19/14,K14,13,-0.018867925,46363,1
5/16/14,K14,13.25,-0.032846715,62978,4
5/15/14,K14,13.7,0.033962264,105315,5
5/14/14,K14,13.25,-0.018518519,65458,6
5/13/14,K14,13.5,0,35513,7
5/12/14,K14,13.5,-0.039145907,54354,8
5/9/14,K14,14.05,-0.027681661,56285,11
5/8/14,K14,14.45,0.003472222,59236,12
5/7/14,K14,14.4,-0.023728814,60612,13
5/6/14,K14,14.75,0.010273973,50110,14
5/5/14,K14,14.6,-0.020134228,47667,15
5/2/14,K14,14.9,0,55251,18
5/1/14,K14,14.9,-0.006666667,37418,19
4/30/14,K14,15,0,52845,20
4/29/14,K14,15,-0.013157895,51409,21
4/28/14,K14,15.2,-0.025641026,63078,22
4/25/14,K14,15.6,0.006451613,69367,25
4/24/14,K14,15.5,0.006493506,74977,26
4/23/14,K14,15.4,0.009836066,47213,27
4/22/14,K14,15.25,-0.00974026,52385,28
4/21/14,K14,15.4,-0.012820513,49839,29
4/17/14,K14,15.6,-0.018867925,70644,33
4/16/14,K14,15.9,-0.03343465,92630,34
4/15/14,J14,15.6,-0.037037037,105849,0
4/14/14,J14,16.2,-0.038575668,85323,1
4/11/14,J14,16.85,0.063091483,121190,4
4/10/14,J14,15.85,0.093103448,103787,5
4/9/14,J14,14.5,-0.04290429,52094,6
4/8/14,J14,15.15,-0.022580645,65467,7
4/7/14,J14,15.5,0.043771044,76473,8
4/4/14,J14,14.85,0.027681661,81679,11
4/3/14,J14,14.45,-0.010273973,37810,12
4/2/14,J14,14.6,0.006896552,42252,13
4/1/14,J14,14.5,-0.04290429,49471,14
3/31/14,J14,15.15,-0.028846154,51645,15
3/28/14,J14,15.6,-0.00952381,66598,18
3/27/14,J14,15.75,-0.018691589,73475,19
3/26/14,J14,16.05,0.022292994,74390,20
3/25/14,J14,15.7,-0.015673981,65883,21
3/24/14,J14,15.95,-0.003125,71716,22
3/21/14,J14,16,0.015873016,79845,25
3/20/14,J14,15.75,-0.015625,61917,26
3/19/14,J14,16,0.025641026,108685,27
3/18/14,J14,15.6,-0.034055728,94677,28
3/17/14,H14,16.15,-0.087570621,64589,0
3/14/14,H14,17.7,0.06626506,114119,3
3/13/14,H14,16.6,0.08496732,102126,4
3/12/14,H14,15.3,-0.01607717,56363,5
3/11/14,H14,15.55,0.016339869,67308,6
3/10/14,H14,15.3,-0.012903226,59770,7
3/7/14,H14,15.5,0.029900332,77163,10
3/6/14,H14,15.05,-0.00660066,44400,11
3/5/14,H14,15.15,0.003311258,60124,12
3/4/14,H14,15.1,-0.090361446,81113,13
3/3/14,H14,16.6,0.08852459,114997,14
2/28/14,H14,15.25,0.009933775,87576,17
2/27/14,H14,15.1,-0.013071895,66700,18
2/26/14,H14,15.3,0.026845638,76928,19
2/25/14,H14,14.9,-0.006666667,57617,20
2/24/14,H14,15,-0.00990099,55427,21
2/21/14,H14,15.15,0.013377926,72164,24
2/20/14,H14,14.95,-0.029220779,78162,25
2/19/14,H14,15.4,0.065743945,127042,26
2/18/14,G14,14.25,0.003521127,51927,0
2/14/14,G14,14.2,-0.02739726,45282,4
2/13/14,G14,14.6,0.003436426,66297,5
2/12/14,G14,14.55,-0.033222591,58258,6
2/11/14,G14,15.05,-0.038338658,77345,7
2/10/14,G14,15.65,0.009677419,69078,8
2/7/14,G14,15.5,-0.088235294,106536,11
2/6/14,G14,17,-0.11227154,102984,12
2/5/14,G14,19.15,0.026809651,126932,13
2/4/14,G14,18.65,-0.028645833,125182,14
2/3/14,G14,19.2,0.090909091,167733,15
1/31/14,G14,17.6,0.057057057,165636,18
1/30/14,G14,16.65,0.015243902,120176,19
1/29/14,G14,16.4,0.078947368,180111,20
1/28/14,G14,15.2,-0.055900621,119681,21
1/27/14,G14,16.1,-0.00617284,206830,22
1/24/14,G14,16.2,0.14084507,176340,25
1/23/14,G14,14.2,0.025270758,96456,26
1/22/14,G14,13.85,-0.017730496,66445,27
1/21/14,F14,13.25,-0.014869888,64733,0
1/17/14,F14,13.45,0,52860,4
1/16/14,F14,13.45,0.022813688,51485,5
1/15/14,F14,13.15,0.003816794,38649,6
1/14/14,F14,13.1,-0.050724638,69740,7
1/13/14,F14,13.8,0.041509434,88902,8
1/10/14,F14,13.25,-0.029304029,54957,11
1/9/14,F14,13.65,-0.003649635,47539,12
1/8/14,F14,13.7,0.003663004,49857,13
1/7/14,F14,13.65,-0.017985612,41096,14
1/6/14,F14,13.9,-0.010676157,53653,15
1/3/14,F14,14.05,-0.01056338,48049,18
1/2/14,F14,14.2,0.017921147,69708,19
12/31/13,F14,13.95,0.003597122,46642,21
12/30/13,F14,13.9,0.01459854,37384,22
12/27/13,F14,13.7,0.02238806,54617,25
12/26/13,F14,13.4,0,47530,26
12/24/13,F14,13.4,-0.035971223,44108,28
12/23/13,F14,13.9,-0.038062284,44731,29
12/20/13,F14,14.45,0,58561,32
12/19/13,F14,14.45,-0.003448276,83181,33
12/18/13,F14,14.5,-0.067524116,147184,34
12/17/13,Z13,16.25,0.022012579,56323,0
12/16/13,Z13,15.9,0.025806452,73640,1
12/13/13,Z13,15.5,0.006493506,48520,4
12/12/13,Z13,15.4,0.033557047,111863,5
12/11/13,Z13,14.9,0.068100358,90781,6
12/10/13,Z13,13.95,0.014545455,48346,7
12/9/13,Z13,13.75,-0.014336918,44716,8
12/6/13,Z13,13.95,-0.041237113,52134,11
12/5/13,Z13,14.55,0.021052632,59887,12
12/4/13,Z13,14.25,-0.027303754,87677,13
12/3/13,Z13,14.65,0.024475524,83415,14
12/2/13,Z13,14.3,0.025089606,51394,15
11/29/13,Z13,13.95,0.007220217,25625,18
11/27/13,Z13,13.85,0.007272727,31574,20
11/26/13,Z13,13.75,0.007326007,41230,21
11/25/13,Z13,13.65,0.003676471,38403,22
11/22/13,Z13,13.6,-0.00729927,40885,25
11/21/13,Z13,13.7,-0.03180212,94731,26
11/20/13,Z13,14.15,-0.024137931,117265,27
11/19/13,X13,13.6,0.022556391,58412,0
11/18/13,X13,13.3,0.027027027,66868,1
11/15/13,X13,12.95,-0.007662835,62764,4
11/14/13,X13,13.05,-0.01509434,47446,5
11/13/13,X13,13.25,-0.007490637,54109,6
11/12/13,X13,13.35,0.003759398,38743,7
11/11/13,X13,13.3,-0.022058824,36413,8
11/8/13,X13,13.6,-0.045614035,58887,11
11/7/13,X13,14.25,0.040145985,54068,12
11/6/13,X13,13.7,-0.021428571,44472,13
11/5/13,X13,14,0.003584229,51174,14
11/4/13,X13,13.95,-0.034602076,38470,15
11/1/13,X13,14.45,-0.003448276,32291,18
10/31/13,X13,14.5,-0.003436426,37211,19
10/30/13,X13,14.55,0.006920415,55628,20
10/29/13,X13,14.45,-0.006872852,31234,21
10/28/13,X13,14.55,0.003448276,27787,22
10/25/13,X13,14.5,0.003460208,29080,25
10/24/13,X13,14.45,-0.017006803,38761,26
10/23/13,X13,14.7,0.006849315,58359,27
10/22/13,X13,14.6,0,59512,28
10/21/13,X13,14.6,0.017421603,51484,29
10/18/13,X13,14.35,-0.013745704,73790,32
10/17/13,X13,14.55,-0.064308682,107152,33
10/16/13,X13,15.55,-0.101156069,134996,34
10/15/13,V13,18.2,0.144654088,64624,0
10/14/13,V13,15.9,0.012738854,58998,1
10/11/13,V13,15.7,-0.042682927,51358,4
10/10/13,V13,16.4,-0.129973475,85047,5
10/9/13,V13,18.85,-0.028350515,110578,6
10/8/13,V13,19.4,0.048648649,110229,7
10/7/13,V13,18.5,0.101190476,71467,8
10/4/13,V13,16.8,-0.026086957,66321,11
10/3/13,V13,17.25,0.055045872,113312,12
10/2/13,V13,16.35,0.058252427,70479,13
10/1/13,V13,15.45,-0.046296296,61437,14
9/30/13,V13,16.2,0.04516129,79017,15
9/27/13,V13,15.5,0.047297297,62826,18
9/26/13,V13,14.8,-0.016611296,46277,19
9/25/13,V13,15.05,0,58190,20
9/24/13,V13,15.05,-0.019543974,43965,21
9/23/13,V13,15.35,0.023333333,50145,22
9/20/13,V13,15,0.016949153,64628,25
9/19/13,V13,14.75,0.003401361,58683,26
9/18/13,V13,14.7,-0.048543689,94380,27
9/17/13,U13,14.65,-0.003401361,58453,0
9/16/13,U13,14.7,-0.006756757,52719,1
9/13/13,U13,14.8,0,59952,4
9/12/13,U13,14.8,0.017182131,47309,5
9/11/13,U13,14.55,-0.03960396,53750,6
9/10/13,U13,15.15,-0.041139241,62288,7
9/9/13,U13,15.8,-0.042424242,46474,8
9/6/13,U13,16.5,0.006097561,72595,11
9/5/13,U13,16.4,-0.017964072,43003,12
9/4/13,U13,16.7,-0.008902077,59017,13
9/3/13,U13,16.85,-0.037142857,81483,14
8/30/13,U13,17.5,0.008645533,67350,18
8/29/13,U13,17.35,0,67708,19
8/28/13,U13,17.35,0.00872093,87829,20
8/27/13,U13,17.2,0.085173502,98766,21
8/26/13,U13,15.85,0.042763158,55339,22
8/23/13,U13,15.2,-0.01618123,36845,25
8/22/13,U13,15.45,-0.040372671,76114,26
8/21/13,U13,16.1,0.028753994,104584,27
8/20/13,Q13,15,-0.003322259,52253,0
8/19/13,Q13,15.05,0.041522491,57320,1
8/16/13,Q13,14.45,0.014035088,91332,4
8/15/13,Q13,14.25,0.06741573,82424,5
8/14/13,Q13,13.35,0.019083969,53412,6
8/13/13,Q13,13.1,-0.018726592,48794,7
8/12/13,Q13,13.35,-0.014760148,49455,8
8/9/13,Q13,13.55,0.022641509,44471,11
8/8/13,Q13,13.25,-0.022140221,40956,12
8/7/13,Q13,13.55,0.01119403,60310,13
8/6/13,Q13,13.4,0.026819923,52366,14
8/5/13,Q13,13.05,-0.007604563,42938,15
8/2/13,Q13,13.15,-0.033088235,49345,18
8/1/13,Q13,13.6,-0.021582734,68675,19
7/31/13,Q13,13.9,-0.027972028,79993,20
7/30/13,Q13,14.3,-0.023890785,52499,21
7/29/13,Q13,14.65,0.01384083,40013,22
7/26/13,Q13,14.45,-0.003448276,32852,25
7/25/13,Q13,14.5,-0.02027027,41316,26
7/24/13,Q13,14.8,0.010238908,57856,27
7/23/13,Q13,14.65,-0.003401361,52892,28
7/22/13,Q13,14.7,-0.013422819,46201,29
7/19/13,Q13,14.9,-0.035598706,52856,32
7/18/13,Q13,15.45,-0.009615385,58035,33
7/17/13,Q13,15.6,-0.037037037,68769,34
7/16/13,N13,14.25,0.014234875,53656,0
7/15/13,N13,14.05,-0.040955631,41125,1
7/12/13,N13,14.65,0.010344828,36578,4
7/11/13,N13,14.5,-0.023569024,62517,5
7/10/13,N13,14.85,-0.016556291,56859,6
7/9/13,N13,15.1,-0.016286645,58464,7
7/8/13,N13,15.35,-0.037617555,71170,8
7/5/13,N13,15.95,-0.075362319,74766,11
