Date,ES1 Index (1.) 6M 100% Imp Vol,ES1 Index (2.) Hist Vol (180)
06/12/15,14.7664,13.25597391
06/11/15,14.327,13.24685285
06/10/15,14.5606,13.3748278
06/09/15,15.304,13.33397539
06/08/15,15.5104,13.36334465
06/05/15,14.9913,13.51892613
06/04/15,14.8761,13.52525429
06/03/15,14.3382,13.50163049
06/02/15,14.5521,13.49288809
06/01/15,14.4061,13.52079499
05/29/15,14.4561,13.5201971
05/28/15,14.0134,13.51018733
05/27/15,14.0045,13.51042446
05/26/15,14.5199,13.48491078
05/22/15,13.8661,13.45319588
05/21/15,13.8035,13.45621383
05/20/15,14.1224,13.46124041
05/19/15,14.156,13.46073119
05/18/15,14.2141,13.46052155
05/15/15,14.2797,13.45652943
05/14/15,14.3991,13.45873635
05/13/15,14.9581,13.39744272
05/12/15,15.0424,13.39786745
05/11/15,14.9974,13.39769575
05/08/15,14.6045,13.38776414
05/07/15,15.4027,13.31901301
05/06/15,15.547,13.31222233
05/05/15,15.2949,13.30288569
05/04/15,14.4649,13.23011104
05/01/15,14.5263,13.25318934
04/30/15,15.357,13.19406376
04/29/15,14.7552,13.1483752
04/28/15,14.3452,13.15026627
04/27/15,14.7221,13.14672684
04/24/15,14.3592,13.14768741
04/23/15,14.374,13.1922058
04/22/15,14.445,13.20508195
04/21/15,14.7164,13.19672813
04/20/15,14.7384,13.25578633
04/17/15,15.1594,13.25258429
04/16/15,14.4521,13.17307017
04/15/15,14.5063,13.41822548
04/14/15,14.8208,13.41053919
04/13/15,14.9901,13.42468782
04/10/15,14.479,13.4131189
04/09/15,14.8674,13.41640758
04/08/15,15.2845,13.40585765
04/07/15,15.6482,13.40212721
04/06/15,15.626,13.40688787
04/03/15,15.9513,13.38937239
04/02/15,15.8995,13.43249289
04/01/15,16.1039,13.49445344
03/31/15,16.0477,13.4912687
03/30/15,15.4731,13.46330267
03/27/15,15.9845,13.40795343
03/26/15,16.2022,13.40895015
03/25/15,16.0891,13.41875504
03/24/15,15.2597,13.29459193
03/23/15,15.0332,13.29856193
03/20/15,14.9338,13.30270087
03/19/15,15.3578,13.30670834
03/18/15,14.9717,13.29251821
03/17/15,15.7233,13.23450501
03/16/15,15.5825,13.23356835
03/13/15,16.1316,13.14594403
03/12/15,15.6318,13.11714451
03/11/15,16.3914,13.04616435
03/10/15,15.9987,13.06043674
03/09/15,15.1386,12.90682512
03/06/15,15.2446,12.90581848
03/05/15,14.4498,12.79032804
03/04/15,14.6244,12.82201774
03/03/15,14.4771,12.81370201
03/02/15,14.1818,12.80021535
02/27/15,14.6643,12.7896239
02/26/15,14.5745,12.81245255
02/25/15,14.5094,12.82044075
02/24/15,14.5184,12.8179808
02/23/15,15.0102,12.81327245
02/20/15,15.0867,12.82779089
02/19/15,15.5505,12.83423923
02/18/15,15.6113,12.83527107
02/17/15,15.5245,12.83504541
02/13/15,15.4484,12.834827
02/12/15,15.7165,12.82640703
02/11/15,16.5124,12.79702595
02/10/15,16.6807,12.79630326
02/09/15,17.339,12.7686021
02/06/15,16.8464,12.75647761
02/05/15,16.3448,12.75833479
02/04/15,17.1822,12.72122526
02/03/15,16.3692,12.73533089
02/02/15,17.3763,12.66135957
01/30/15,18.301,12.55787253
01/29/15,16.9084,12.4784526
01/28/15,17.815,12.39234679
01/27/15,16.3163,12.16670547
01/26/15,15.7028,12.13809
01/23/15,16.0372,12.12781187
01/22/15,15.8157,12.10303371
01/21/15,16.9519,11.99506093
01/20/15,17.5235,12.00973642
01/16/15,17.7169,12.0084828
01/15/15,18.276,11.92855735
01/14/15,17.8357,11.87207845
01/13/15,17.6904,11.86426928
01/12/15,17.371,11.86036532
01/09/15,16.6653,11.83683348
01/08/15,16.173,11.80748879
01/07/15,17.2437,11.62842431
01/06/15,18.1325,11.53706335
01/05/15,17.5382,11.47261095
01/02/15,16.5309,11.3268239
12/31/14,16.718,11.32177677
12/30/14,15.5984,11.25053355
12/29/14,15.2155,11.27032051
12/26/14,15.253,11.29558386
12/24/14,15.3946,11.34709956
12/23/14,15.4673,11.63016294
12/22/14,15.5147,11.68911684
12/19/14,15.852,11.68024652
12/18/14,16.2164,11.77368164
12/17/14,17.7445,11.5023092
12/16/14,19.4604,11.21514477
12/15/14,18.3915,11.15868098
12/12/14,18.6323,11.17785819
12/11/14,17.5154,11.01598298
12/10/14,16.6643,11.02993259
12/09/14,15.2088,10.86611485
12/08/14,15.0443,10.92680851
12/05/14,14.2961,10.89190362
12/04/14,14.454,11.26972552
12/03/14,14.4585,11.33199083
12/02/14,14.662,11.35861757
12/01/14,15.1112,11.35510241
11/28/14,14.6831,11.3395703
11/26/14,14.2394,11.38330291
11/25/14,14.2318,11.39347081
11/24/14,14.1232,11.48375451
11/21/14,14.2563,11.48099803
11/20/14,14.344,11.50034636
11/19/14,14.4327,11.4987266
11/18/14,14.3037,11.49808835
11/17/14,14.4211,11.49039258
11/14/14,14.385,11.49030181
11/13/14,14.4259,11.62796739
11/12/14,14.2553,11.67043541
11/11/14,14.1343,11.67124058
11/10/14,14.0904,11.69310824
11/07/14,14.5622,11.69091057
11/06/14,14.7778,11.68958133
11/05/14,15.1579,11.70079127
11/04/14,15.4616,11.679371
11/03/14,15.2686,11.69066919
10/31/14,15.0567,11.72152884
10/30/14,15.4411,11.64606521
10/29/14,15.66,11.62676713
10/28/14,15.3426,11.62251896
10/27/14,16.2099,11.54435772
10/24/14,16.1687,11.60444381
10/23/14,16.4904,11.57729888
10/22/14,17.1752,11.64543624
10/21/14,16.438,11.70680948
10/20/14,17.5609,11.4729523
10/17/14,18.2553,11.4363092
10/16/14,19.6702,11.67825856
10/15/14,20.0056,11.6814066
10/14/14,18.5634,11.55222393
10/13/14,18.9824,11.59941711
