Date,PX_LAST,PX_VOLUME
2/13/17,15.65,15090
2/10/17,16.025,10289
2/9/17,16.075,9948
2/8/17,16.225,17157
2/7/17,16.125,8422
2/6/17,16.075,7482
2/3/17,16.025,6930
2/2/17,16.225,8277
2/1/17,16.025,10946
1/31/17,16.275,6368
1/30/17,16.325,11548
1/27/17,16.275,9669
1/26/17,16.175,6544
1/25/17,16.125,7617
1/24/17,16.325,14741
1/23/17,16.875,6437
1/20/17,17.125,9330
1/19/17,17.375,6771
1/18/17,16.825,26625
1/17/17,17.025,17566
1/13/17,16.975,11918
1/12/17,16.875,11863
1/11/17,16.725,10457
1/10/17,16.875,8563
1/9/17,16.925,9821
1/6/17,17.025,8175
1/5/17,17.175,6363
1/4/17,17.275,9421
1/3/17,17.775,9075
12/30/16,18.425,5925
12/29/16,18.275,5157
12/28/16,18.175,5551
12/27/16,17.975,2979
12/23/16,18.125,3700
12/22/16,18.125,6074
12/21/16,16.925,14146
12/20/16,16.975,10497
12/19/16,17.125,8837
12/16/16,17.425,12975
12/15/16,17.475,10100
12/14/16,17.475,13486
12/13/16,17.675,12301
12/12/16,17.625,8950
12/9/16,17.425,8432
12/8/16,17.625,8536
12/7/16,17.55,7996
12/6/16,17.525,7036
12/5/16,17.725,9040
12/2/16,18.325,8225
12/1/16,18.175,7462
11/30/16,17.975,4505
11/29/16,17.925,3706
11/28/16,17.975,7323
11/25/16,17.875,2897
11/23/16,17.975,3857
11/22/16,17.825,4439
11/21/16,17.825,6141
11/18/16,18.075,9145
11/17/16,18.075,6801
11/16/16,17.825,21476
11/15/16,17.725,24613
11/14/16,17.925,12952
11/11/16,17.925,15421
11/10/16,17.925,20137
11/9/16,17.575,24239
11/8/16,18.175,12695
11/7/16,18.125,10834
11/4/16,19.875,11855
11/3/16,19.925,12629
11/2/16,19.275,7811
11/1/16,19.125,11540
10/31/16,18.775,7953
10/28/16,18.725,11376
10/27/16,18.625,6773
10/26/16,18.275,5960
10/25/16,18.075,6589
10/24/16,18.025,4794
10/21/16,18.425,5274
10/20/16,18.575,5136
10/19/16,18.125,15489
10/18/16,18.375,15537
10/17/16,18.575,8765
10/14/16,18.775,10891
10/13/16,18.925,15242
10/12/16,18.725,8992
10/11/16,18.525,12703
10/10/16,18.125,5449
10/7/16,18.425,6622
10/6/16,18.275,5386
10/5/16,18.325,5508
10/4/16,18.175,8939
10/3/16,18.375,6846
9/30/16,18.5,8320
9/29/16,18.7,15357
9/28/16,18.5,7635
9/27/16,18.625,10682
9/26/16,19.025,9932
9/23/16,18.925,9934
9/22/16,18.875,11176
9/21/16,18.125,31558
9/20/16,18.725,18667
9/19/16,18.525,27438
9/16/16,18.725,14135
9/15/16,19.075,20815
9/14/16,19.425,20715
9/13/16,18.975,32339
9/12/16,18.475,32043
9/9/16,19.075,23481
9/8/16,17.825,6612
9/7/16,17.675,4751
9/6/16,17.725,6813
9/2/16,18.075,10313
9/1/16,18.125,6354
8/31/16,18.175,5150
8/30/16,18.225,5089
8/29/16,18.275,5156
8/26/16,18.425,7332
8/25/16,18.275,6424
8/24/16,18.425,8745
8/23/16,18.325,4990
8/22/16,18.225,7789
8/19/16,18.175,5818
8/18/16,18.075,8805
8/17/16,17.675,20630
8/16/16,17.875,12538
8/15/16,17.525,7827
8/12/16,17.625,9028
8/11/16,17.625,10146
8/10/16,17.625,12668
8/9/16,17.475,11219
8/8/16,17.725,9727
8/5/16,17.975,11589
8/4/16,18.225,10341
8/3/16,18.375,10633
8/2/16,18.575,11966
8/1/16,18.125,12244
7/29/16,18.225,9718
7/28/16,18.625,10275
7/27/16,18.875,7390
7/26/16,19.025,5334
7/25/16,19.125,6588
7/22/16,19.025,8840
7/21/16,19.275,8814
7/20/16,18.475,14290
7/19/16,18.525,12126
7/18/16,18.425,12836
7/15/16,18.725,9440
7/14/16,18.525,9469
7/13/16,18.625,8523
7/12/16,18.725,7783
7/11/16,19.025,7161
7/8/16,19.15,10954
7/7/16,19.625,6788
7/6/16,19.725,9333
7/5/16,19.975,9967
7/1/16,19.925,10150
6/30/16,19.775,8492
6/29/16,19.925,9190
6/28/16,20.525,11272
6/27/16,22.9,17792
6/24/16,22,24141
6/23/16,18.975,10670
6/22/16,20.25,12795
6/21/16,20.275,10331
6/20/16,20.325,9730
6/17/16,21.225,9001
6/16/16,21.125,16524
6/15/16,21.175,28749
6/14/16,21.375,28428
6/13/16,21.675,26541
6/10/16,20.15,11909
6/9/16,19.425,9777
6/8/16,19.075,8278
6/7/16,19,8557
6/6/16,18.925,6372
6/3/16,18.925,8143
6/2/16,18.925,5797
6/1/16,19.075,7976
5/31/16,19.075,10006
5/27/16,19.225,5782
5/26/16,19.375,6685
5/25/16,19.525,8885
5/24/16,19.625,10963
5/23/16,20.225,10498
5/20/16,20.325,6832
5/19/16,20.525,9070
5/18/16,19.875,23555
5/17/16,19.775,12720
5/16/16,19.15,8529
5/13/16,19.675,9594
5/12/16,19.325,7158
5/11/16,19.625,6896
5/10/16,19.05,9951
5/9/16,19.725,6758
5/6/16,19.875,10634
5/5/16,20.325,10619
5/4/16,20.325,7099
5/3/16,20.125,12065
5/2/16,19.575,7655
4/29/16,20.075,13763
4/28/16,19.675,7235
4/27/16,19.025,5615
4/26/16,19.375,4556
4/25/16,19.475,8385
4/22/16,19.375,5500
4/21/16,19.675,10386
4/20/16,18.775,16308
4/19/16,18.525,15677
4/18/16,18.375,16634
4/15/16,19.275,14869
4/14/16,19.325,7043
4/13/16,19.4,9844
4/12/16,19.875,11618
4/11/16,20.325,7295
4/8/16,19.875,7602
4/7/16,20.075,9689
4/6/16,18.975,7172
4/5/16,19.625,7718
4/4/16,19.025,4992
4/1/16,18.725,5524
3/31/16,19.075,7360
3/30/16,19.075,10030
3/29/16,19.375,6013
3/28/16,20.075,3226
3/24/16,20.325,4761
3/23/16,20.425,4970
3/22/16,19.775,4211
3/21/16,19.75,5020
3/18/16,20.125,3492
3/17/16,20.075,6578
3/16/16,19.825,15516
3/15/16,20.325,10124
3/14/16,19.975,6539
3/11/16,20.275,9528
3/10/16,20.825,8966
3/9/16,20.975,4574
3/8/16,21.325,6922
3/7/16,20.675,4763
3/4/16,20.875,6100
3/3/16,20.475,5018
3/2/16,21.075,6310
3/1/16,21.175,7737
2/29/16,22.575,5216
2/26/16,22.275,6607
2/25/16,21.975,4982
2/24/16,22.425,11682
2/23/16,22.675,6798
2/22/16,22.025,5841
2/19/16,22.875,6223
2/18/16,23.175,7251
2/17/16,23.075,14318
2/16/16,23.725,12772
2/12/16,24.525,11584
2/11/16,24.725,14906
2/10/16,23.675,7104
2/9/16,23.575,9102
2/8/16,23.175,9956
2/5/16,22.625,8525
2/4/16,22.175,6675
2/3/16,21.9,8807
2/2/16,22,6198
2/1/16,21.125,5383
1/29/16,21.325,7147
1/28/16,22.125,5672
1/27/16,22.475,5343
1/26/16,21.925,4540
1/25/16,22.625,5312
1/22/16,21.875,7532
1/21/16,23.325,6645
1/20/16,23.575,27153
1/19/16,23.125,18891
1/15/16,23.35,19554
1/14/16,21.8,11250
1/13/16,22.375,9874
1/12/16,20.825,12706
1/11/16,21.625,16467
1/8/16,22.1,11597
1/7/16,21.125,19492
1/6/16,19.875,7035
1/5/16,19.475,8876
1/4/16,19.775,10155
12/31/15,19.35,4764
12/30/15,19.275,3254
12/29/15,18.725,4562
12/28/15,18.975,4737
12/24/15,19.475,1296
12/23/15,19.325,4572
12/22/15,19.275,5050
12/21/15,19.875,4720
12/18/15,20.825,7958
12/17/15,20.075,7825
12/16/15,18.925,17052
12/15/15,19.375,10163
12/14/15,20.425,17820
12/11/15,21.425,15137
12/10/15,19.625,6476
12/9/15,19.425,8168
12/8/15,18.975,8191
12/7/15,18.425,6262
12/4/15,18.35,11823
12/3/15,19.225,10632
12/2/15,18.525,11146
12/1/15,18.225,7501
11/30/15,18.775,5224
11/27/15,18.975,3122
11/25/15,18.875,3660
11/24/15,19.225,5839
11/23/15,18.775,6160
11/20/15,19.175,5356
11/19/15,19.475,7244
11/18/15,18.775,14088
11/17/15,19.175,13367
11/16/15,18.875,11110
11/13/15,20.375,10845
11/12/15,19.525,8974
11/11/15,18.475,5506
11/10/15,18.225,6943
11/9/15,18.525,7106
11/6/15,17.975,6714
11/5/15,18.225,4866
11/4/15,18.625,4231
11/3/15,18.275,5349
11/2/15,18.025,4717
10/30/15,18.675,3472
10/29/15,18.375,3895
10/28/15,18.175,6642
10/27/15,18.475,6050
10/26/15,18.8,7326
10/23/15,18.475,9270
10/22/15,18.175,7057
10/21/15,19.225,11759
10/20/15,18.425,10664
10/19/15,17.675,11187
10/16/15,18.525,7215
10/15/15,18.475,8170
10/14/15,19.725,7825
10/13/15,19.475,8902
10/12/15,18.325,9979
10/9/15,19.325,6757
10/8/15,19.275,7322
10/7/15,19.675,4413
10/6/15,20.325,4828
10/5/15,19.925,8083
10/2/15,20.775,6495
10/1/15,21.525,6355
9/30/15,21.975,8466
9/29/15,22.325,8632
9/28/15,22.225,9576
9/25/15,21.575,5704
9/24/15,21.225,7218
9/23/15,20.725,7854
9/22/15,21.075,10721
9/21/15,20.175,7929
9/18/15,21.025,12379
9/17/15,20.225,14418
9/16/15,19.275,22910
9/15/15,20.625,21957
9/14/15,22.375,8832
9/11/15,22.35,5193
9/10/15,22.575,5584
9/9/15,23.025,6069
9/8/15,22.675,5215
9/4/15,24,9900
9/3/15,22.95,13376
9/2/15,22.775,15316
9/1/15,23.95,18017
8/31/15,22.125,12190
8/28/15,21,15017
8/27/15,20.2,18136
8/26/15,20.075,21882
8/25/15,20.8,32239
8/24/15,20.7,45190
8/21/15,18.275,39835
8/20/15,17.575,15720
8/19/15,16.725,17040
8/18/15,16.475,6764
8/17/15,16.225,10291
8/14/15,16.325,11047
8/13/15,16.375,10607
8/12/15,16.475,19356
8/11/15,16.525,9550
8/10/15,16.175,10551
8/7/15,16.325,9853
8/6/15,16.525,17767
8/5/15,16.425,8254
8/4/15,16.425,7082
8/3/15,16.325,8471
7/31/15,16.55,5566
7/30/15,16.575,5229
7/29/15,16.625,11568
7/28/15,16.575,10248
7/27/15,17.075,9349
7/24/15,16.825,12138
7/23/15,16.625,11220
7/22/15,16.075,10829
7/21/15,15.975,9516
7/20/15,15.925,9356
7/17/15,16.1,8486
7/16/15,16.175,10554
7/15/15,16.625,11790
7/14/15,16.825,11031
7/13/15,16.725,12962
7/10/15,17.875,16822
7/9/15,18.675,11329
7/8/15,18.325,16200
7/7/15,17.425,17899
7/6/15,17.9,14591
7/2/15,17.55,12555
7/1/15,16.925,15399
6/30/15,17.925,25946
6/29/15,17.925,21656
6/26/15,16.725,8640
6/25/15,16.925,5066
6/24/15,16.925,4691
6/23/15,16.725,5763
6/22/15,16.925,5541
6/19/15,17.475,5850
6/18/15,17.225,8987
6/17/15,17.025,13435
6/16/15,16.975,11251
6/15/15,17.175,20915
6/12/15,16.775,13270
6/11/15,16.625,6820
6/10/15,16.825,8573
6/9/15,17.325,7265
6/8/15,17.425,6615
6/5/15,17.275,10626
6/4/15,17.275,12681
6/3/15,16.925,6906
6/2/15,17.225,6540
6/1/15,16.925,8274
5/29/15,17.025,6684
5/28/15,16.975,5974
5/27/15,16.925,7228
5/26/15,17.075,11384
5/22/15,16.975,6232
5/21/15,16.8,6304
5/20/15,16.55,12648
5/19/15,16.475,10819
5/18/15,16.625,14420
5/15/15,17.025,10603
5/14/15,17.125,6385
5/13/15,17.275,8342
5/12/15,17.425,7691
5/11/15,17.575,8276
5/8/15,17.275,13112
5/7/15,17.575,9775
5/6/15,17.725,12665
5/5/15,17.625,10311
5/4/15,17.275,5664
5/1/15,17.275,7439
4/30/15,17.775,10092
4/29/15,17.675,11041
4/28/15,17.325,7254
4/27/15,17.675,6890
4/24/15,17.475,4737
4/23/15,17.475,5058
4/22/15,17.6,8276
4/21/15,17.725,7673
4/20/15,17.775,8450
4/17/15,18.025,14363
4/16/15,17.775,7828
4/15/15,17.325,8306
4/14/15,17.475,12543
4/13/15,17.575,13958
4/10/15,17.175,12870
4/9/15,17.725,8120
4/8/15,18.125,9329
4/7/15,18.225,8222
4/6/15,18.275,8361
4/3/15,18.625,100
4/2/15,18.625,7956
4/1/15,18.675,11222
3/31/15,18.675,7255
3/30/15,18.425,7404
3/27/15,18.525,5920
3/26/15,18.625,11859
3/25/15,18.775,11020
3/24/15,18.375,7206
3/23/15,18.425,6624
3/20/15,18.425,13741
3/19/15,18.425,7731
3/18/15,17.775,17701
3/17/15,18.225,8876
3/16/15,18.225,9107
3/13/15,18.475,12491
3/12/15,18.225,8939
3/11/15,18.925,10197
3/10/15,18.675,15142
3/9/15,18.075,12153
3/6/15,18.175,12070
3/5/15,17.725,9488
3/4/15,17.925,9962
3/3/15,17.975,7830
3/2/15,17.775,7731
2/27/15,18.175,10208
2/26/15,18.275,8495
2/25/15,18.475,11743
2/24/15,18.275,13501
2/23/15,18.875,5929
2/20/15,18.825,9011
2/19/15,19.275,5725
2/18/15,18.975,11456
2/17/15,19.075,12631
2/13/15,18.875,11648
2/12/15,19.1,12105
2/11/15,19.675,7496
2/10/15,19.775,6863
2/9/15,20.275,9156
2/6/15,19.9,14427
2/5/15,19.65,8027
2/4/15,20.125,11035
2/3/15,19.575,11823
2/2/15,19.875,16110
1/30/15,20.325,15683
1/29/15,19.375,12017
1/28/15,20.425,10870
1/27/15,18.825,11596
1/26/15,18.525,10472
1/23/15,19.125,9228
1/22/15,18.825,12462
1/21/15,19.325,18943
1/20/15,20.125,19665
1/16/15,20.075,12370
1/15/15,20.325,12277
1/14/15,19.725,21773
1/13/15,19.725,20066
1/12/15,19.475,16631
1/9/15,19.1,15089
1/8/15,18.275,13467
1/7/15,19.1,13259
1/6/15,19.825,22212
1/5/15,19.575,15774
1/2/15,18.775,15443
12/31/14,18.625,9368
12/30/14,17.825,8924
12/29/14,17.625,5420
12/26/14,17.575,5082
12/24/14,17.825,3866
12/23/14,17.725,6894
12/22/14,17.775,6193
12/19/14,17.9,15109
12/18/14,18.15,15686
12/17/14,18.3,30178
12/16/14,20.05,32031
12/15/14,19.3,26709
12/12/14,19.55,32295
12/11/14,19.35,28553
12/10/14,18.35,17993
12/9/14,17.25,14184
12/8/14,17.35,9281
12/5/14,16.85,7489
12/4/14,16.85,6682
12/3/14,16.95,8310
12/2/14,16.95,11568
12/1/14,17.75,13862
11/28/14,17.2,6599
11/26/14,17.1,5464
11/25/14,17.2,6557
11/24/14,17.15,5940
11/21/14,17.2,9484
11/20/14,17.2,7904
11/19/14,16.9,11235
11/18/14,16.7,11616
11/17/14,16.65,7812
11/14/14,16.65,8756
11/13/14,16.95,13249
11/12/14,16.6,8912
11/11/14,16.4,7234
11/10/14,16.55,7505
11/7/14,17,11660
11/6/14,17,10186
11/5/14,17.4,5706
11/4/14,17.65,10572
11/3/14,17.6,10338
10/31/14,17.4,8196
10/30/14,17.55,10833
10/29/14,17.45,14404
10/28/14,17.2,10671
10/27/14,17.95,13233
10/24/14,18.15,10478
10/23/14,18.4,14567
10/22/14,18.9,20049
10/21/14,17.9,31037
10/20/14,18.75,21200
10/17/14,19.4,25508
10/16/14,20.2,24970
10/15/14,20.9,46789
10/14/14,19.35,44524
10/13/14,20.1,37785
10/10/14,18.85,35290
10/9/14,17.6,24680
10/8/14,16.8,18574
10/7/14,17.9,23597
10/6/14,17.15,11091
10/3/14,16.85,14734
10/2/14,17.65,18586
10/1/14,17.8,18951
9/30/14,17.45,9226
9/29/14,17.35,15760
9/26/14,16.85,11119
9/25/14,16.95,18629
9/24/14,16.55,9887
9/23/14,16.85,12121
9/22/14,16.45,9931
9/19/14,16.15,5665
9/18/14,16.1,7137
9/17/14,16.15,11928
9/16/14,15.4,21526
9/15/14,15.95,12452
9/12/14,15.6,15909
9/11/14,15.4,9980
9/10/14,15.4,9383
9/9/14,15.4,10883
9/8/14,15.25,7121
9/5/14,15.25,13567
9/4/14,15.55,9856
9/3/14,15.6,6019
9/2/14,15.7,7989
8/29/14,15.55,6939
8/28/14,15.5,13283
8/27/14,15.5,8912
8/26/14,15.4,4750
8/25/14,15.2,6278
8/22/14,15.25,10042
8/21/14,15.2,8216
8/20/14,15.2,11402
8/19/14,14.7,15612
8/18/14,14.8,18458
8/15/14,15.2,27956
8/14/14,15.25,15927
8/13/14,15.7,14176
8/12/14,16.2,13239
8/11/14,16.3,20641
8/8/14,16.9,22692
8/7/14,17.3,20649
8/6/14,16.9,18472
8/5/14,16.8,24843
8/4/14,16.05,18752
8/1/14,16.55,36640
7/31/14,16.1,26622
7/30/14,15.25,19277
7/29/14,15.2,11795
7/28/14,15.25,11628
7/25/14,15.35,13927
7/24/14,15.2,9634
7/23/14,15.1,6779
7/22/14,14.95,10270
7/21/14,15.05,10780
7/18/14,14.95,14907
7/17/14,15.3,27924
7/16/14,15,21238
7/15/14,14.35,18113
7/14/14,14.25,14438
7/11/14,14.65,11052
7/10/14,14.75,22984
7/9/14,14.55,17355
7/8/14,14.75,17746
7/7/14,14.75,7142
7/3/14,14.5,12401
7/2/14,14.6,10928
7/1/14,14.8,15991
6/30/14,15,12819
6/27/14,15.25,8953
6/26/14,15.2,9947
6/25/14,15.3,11845
6/24/14,15.6,13442
6/23/14,15.45,6280
6/20/14,15.6,8775
6/19/14,15.5,12904
6/18/14,15.5,12667
6/17/14,15.2,14461
6/16/14,15.4,16222
6/13/14,15.55,16301
6/12/14,15.75,20952
6/11/14,15.3,12882
6/10/14,15.2,12434
6/9/14,15.3,13265
6/6/14,15.15,20309
6/5/14,15.75,14993
6/4/14,16.05,7258
6/3/14,16.3,6941
6/2/14,16.3,6756
5/30/14,16.3,7340
5/29/14,16.2,6870
5/28/14,16.25,8450
5/27/14,16.1,8368
5/23/14,16.35,7907
5/22/14,16.35,10875
5/21/14,16.2,13809
5/20/14,15.85,16043
5/19/14,15.75,10653
5/16/14,16,11017
5/15/14,16.15,19250
5/14/14,16.1,10237
5/13/14,16.05,7553
5/12/14,16.05,10383
5/9/14,16.3,8086
5/8/14,16.5,10185
5/7/14,16.5,10846
5/6/14,16.75,7382
5/5/14,16.6,5086
5/2/14,16.8,7881
5/1/14,16.7,5226
4/30/14,16.7,7161
4/29/14,16.7,5407
4/28/14,16.8,6934
4/25/14,17.1,5927
4/24/14,17,10637
4/23/14,17,8966
4/22/14,17,10728
4/21/14,17.05,6334
4/17/14,17.05,11780
4/16/14,17.1,10196
4/15/14,17.15,25015
4/14/14,17.25,14657
4/11/14,17.2,23741
4/10/14,17,20271
4/9/14,16.6,14794
4/8/14,16.75,10371
4/7/14,16.95,13758
4/4/14,16.8,11537
4/3/14,16.55,6103
4/2/14,16.75,9778
4/1/14,16.6,9228
3/31/14,16.95,8365
3/28/14,17.35,8936
3/27/14,17.5,7956
3/26/14,17.65,9068
3/25/14,17.4,11476
3/24/14,17.4,8776
3/21/14,17.4,11528
3/20/14,17.2,9017
3/19/14,17.4,13111
3/18/14,17.3,12624
3/17/14,17,18299
3/14/14,17.65,25015
3/13/14,17.5,17976
3/12/14,17.15,9923
3/11/14,17.2,10266
3/10/14,17.05,9301
3/7/14,17,11627
3/6/14,16.85,7857
3/5/14,16.9,7479
3/4/14,16.95,13196
3/3/14,17.5,17696
2/28/14,17,14232
2/27/14,16.85,10551
2/26/14,16.85,12975
2/25/14,16.5,8628
2/24/14,16.6,7432
2/21/14,16.6,8456
2/20/14,16.65,10988
2/19/14,16.9,14150
2/18/14,15.9,19487
2/14/14,16.2,17390
2/13/14,16.35,16455
2/12/14,16.4,14234
2/11/14,16.5,12721
2/10/14,16.95,18607
2/7/14,16.95,21940
2/6/14,17.8,24218
2/5/14,19,26732
2/4/14,18.6,19424
2/3/14,18.55,28416
1/31/14,17.65,23076
1/30/14,17.35,21356
1/29/14,17.15,24300
1/28/14,16.6,17230
1/27/14,17.1,22834
1/24/14,17.25,27746
1/23/14,16.35,14232
1/22/14,16.25,13406
1/21/14,15.95,18169
1/17/14,16.05,12805
1/16/14,15.95,13934
1/15/14,15.9,14344
1/14/14,15.85,9125
1/13/14,16,21931
1/10/14,15.8,15041
1/9/14,15.95,13476
1/8/14,15.85,10505
1/7/14,15.9,12281
1/6/14,16.2,11850
1/3/14,16.4,11054
1/2/14,16.5,11897
12/31/13,16.25,12094
12/30/13,16.45,4227
12/27/13,16.3,6640
12/26/13,16.2,5956
12/24/13,16.3,5343
12/23/13,16.65,6339
12/20/13,16.95,10112
12/19/13,17.1,13549
12/18/13,16.9,17979
12/17/13,17.05,15500
12/16/13,17.3,15855
12/13/13,17.2,11518
12/12/13,17.1,17154
12/11/13,17.1,14968
12/10/13,16.6,8137
12/9/13,16.5,8261
12/6/13,16.75,10256
12/5/13,17.15,11818
12/4/13,17.15,12541
12/3/13,17.2,14600
12/2/13,17.1,11763
11/29/13,17.15,3657
11/27/13,17.1,7248
11/26/13,17.1,12524
11/25/13,17.1,9110
11/22/13,17.25,6045
11/21/13,17.45,9234
11/20/13,17.9,11471
11/19/13,17.55,15804
11/18/13,17.4,11370
11/15/13,17.45,12201
11/14/13,17.55,6914
11/13/13,17.5,13529
11/12/13,17.45,7400
11/11/13,17.4,9160
11/8/13,17.3,9017
11/7/13,17.65,11971
11/6/13,17.35,6093
11/5/13,17.55,8025
11/4/13,17.45,6718
11/1/13,17.8,6320
10/31/13,17.7,6480
10/30/13,17.7,15356
10/29/13,17.7,7984
10/28/13,17.65,8096
10/25/13,17.55,4710
10/24/13,17.45,7257
10/23/13,17.6,11467
10/22/13,17.45,9864
10/21/13,17.3,9567
10/18/13,17.3,14815
10/17/13,17.5,17422
10/16/13,18.05,15391
10/15/13,18.3,19571
10/14/13,17.9,19543
10/11/13,17.7,15554
10/10/13,18.2,19255
10/9/13,19.4,26259
10/8/13,19.55,21835
10/7/13,18.85,14725
10/4/13,18.1,9095
10/3/13,18.35,17542
10/2/13,18,11079
10/1/13,17.65,9432
9/30/13,18.05,14782
9/27/13,17.7,13896
9/26/13,17.45,6664
9/25/13,17.7,8484
9/24/13,17.65,7567
